Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
arena,112,55,0.39050000,0.30462500,1.92712500,2.62225000,80.74375000,11.96250000,113.18750000,29376,0.12188721,0.47625732,0.59814453
arena2,1075,547,0.40350915,0.38624327,1.68174381,2.47149623,50.72766416,7.34122713,100.16038751,583376,2.54294586,9.45796204,12.00090790
brc000d,2353,1331,0.57769412,0.51162353,5.53491765,6.62423529,170.98705882,17.28941176,1145.19529412,4476589,11.52440262,72.57653522,84.10093784
brc100d,3334,1918,0.47748076,0.50249125,3.64673198,4.62670399,180.19804059,15.10776767,189.61231631,2658437,6.52070236,43.09981251,49.62051487
brc101d,2646,1534,0.48163395,0.48881571,2.99452818,3.96497783,187.38758708,10.49968334,163.07219759,1987198,4.97181320,32.21737480,37.18918800
brc200d,1322,708,0.65820000,0.38258667,1.84448000,2.88526667,61.61666667,10.39066667,43.77200000,472895,1.77775192,7.66679287,9.44454479
brc201d,4214,2170,0.47623562,0.51722964,2.59697193,3.59043718,105.72618500,11.74689370,90.09479982,1147895,3.14839554,18.61020565,21.75860119
brc202d,4035,2013,0.39996030,0.47931719,1.82648670,2.70576419,42.53672092,7.13973799,48.34656610,1613772,5.82923889,26.16321945,31.99245834
brc203d,2258,1190,0.43100000,0.44234848,2.37080303,3.24415152,58.80757576,11.44090909,125.73484848,828370,2.94118118,13.42991829,16.37109947
brc204d,2399,1254,0.45984496,0.51321705,2.91423773,3.88729974,85.86369509,11.64211886,124.92635659,1026911,3.73954391,16.64875698,20.38830090
brc300d,848,483,0.34567213,0.34698361,2.66844262,3.36109836,160.99426230,18.44672131,43.21557377,242565,0.64911270,3.93257618,4.58168888
brc501d,2853,1601,0.68951825,0.56099270,6.87416058,8.12467153,338.81532847,19.53430657,879.43430657,8537005,20.62882614,138.40588093,159.03470707
brc502d,670,394,0.46098361,0.35889344,3.98217213,4.80204918,223.24180328,26.36065574,478.31352459,338120,1.11393356,5.48175812,6.59569168
brc503d,4313,2433,0.58898977,0.52065217,4.46704604,5.57668798,160.91560102,11.99808184,538.87915601,6826517,18.82809067,110.67465687,129.50274754
brc504d,5007,2739,0.61260705,0.54773300,3.59536524,4.75570529,121.01511335,11.89735516,124.35264484,3399140,9.59159470,55.10843277,64.70002747
brc505d,3903,2186,0.65146405,0.61745098,5.93237908,7.20129412,246.88758170,17.92418301,607.34444444,4752062,12.13795853,77.04263115,89.18058968
