Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
AR0410SR,272,160,0.29659983,0.29121186,0.39877942,0.98659111,8.86748038,1.57367044,9.77332171,270182,2.51987839,4.38031578,6.90019417
AR0411SR,1914,1143,0.41534375,0.46559375,1.83606250,2.71700000,62.69296875,6.67890625,54.94531250,1108193,4.82503891,17.96653843,22.79157734
AR0412SR,862,512,0.38345312,0.39009375,0.94293750,1.71648438,18.82500000,2.45156250,35.58593750,971300,6.58718491,15.74716568,22.33435059
AR0413SR,352,215,0.23346875,0.32409375,0.84634375,1.40390625,27.68515625,4.50859375,21.80703125,193700,1.14590073,3.14035416,4.28625488
AR0414SR,2144,1326,0.52156040,0.51025168,2.97921141,4.01102349,69.05704698,8.10318792,293.27097315,3791702,15.58596420,61.47282982,77.05879402
AR0418SR,122,71,0.21876430,0.33313501,0.03672769,0.58862700,0.55949657,0.17620137,0.74828375,130892,1.62757492,2.12208176,3.74965668
AR0500SR,4832,2916,0.64179688,0.58500000,2.62139063,3.84818750,71.75781250,7.07656250,127.59531250,3484972,11.65490341,56.49998093,68.15488434
AR0502SR,336,187,0.31111298,0.31920742,0.58440135,1.21472175,11.80607083,1.94603710,18.47639123,374912,3.36681747,6.07824707,9.44506454
AR0503SR,316,183,0.28897959,0.34003401,0.61610544,1.24511905,12.78656463,2.37074830,14.48129252,208897,1.68752670,3.38673496,5.07426167
AR0504SR,1918,1101,0.58446032,0.57001587,2.11576190,3.27023810,38.66269841,4.97460317,91.68253968,2084576,10.30001450,33.79611206,44.09612656
AR0505SR,1818,1075,0.50128125,0.48993750,2.06029688,3.05151563,46.77968750,5.35156250,97.66328125,2381939,11.31449509,38.61709881,49.93159389
AR0506SR,462,265,0.32938462,0.34759615,0.68751923,1.36450000,10.20865385,1.98076923,21.29903846,444532,3.46572495,7.20695877,10.67268372
AR0509SR,472,275,0.32689062,0.34796875,1.00475000,1.67960938,15.06718750,2.35546875,42.67109375,580803,4.35721970,9.41624737,13.77346706
AR0510SR,1266,732,0.44225000,0.45426563,2.06979687,2.96631250,39.68671875,4.46640625,190.06718750,2376361,11.06396103,38.52666569,49.59062672
AR0511SR,1080,629,0.49253125,0.52662500,1.63426562,2.65342188,23.71484375,3.23281250,64.20312500,1288678,6.82862473,20.89264488,27.72126961
AR0513SR,508,298,0.47729688,0.45632813,1.19496875,2.12859375,17.36250000,2.61250000,38.27031250,840957,5.97225571,13.63398457,19.60624027
AR0516SR,1074,624,0.54235938,0.54900000,1.87853125,2.96989062,31.52734375,4.99765625,66.07031250,695880,3.66227341,11.28192902,14.94420242
AR0517SR,120,62,0.21835533,0.31453807,0.07658883,0.60948223,1.04670051,0.25888325,1.48121827,139023,1.77619553,2.25390530,4.03010082
AR0526SR,356,220,0.32662671,0.33852740,0.97667808,1.64183219,29.87842466,4.08904110,48.30308219,506207,2.69779587,8.20686245,10.90465832
AR0600SR,706,438,0.49415625,0.43545313,2.13079687,3.06040625,69.55312500,9.51250000,95.54609375,745970,2.27897263,12.09401131,14.37298393
AR0601SR,568,352,0.43268750,0.39601563,1.75801562,2.58671875,62.01171875,7.13593750,93.53906250,595863,2.48196030,9.66040707,12.14236736
AR0602SR,5504,3240,0.57179688,0.68134375,3.60910937,4.86225000,107.17343750,12.46796875,161.37812500,3262819,8.64573288,52.89833355,61.54406643
AR0603SR,2986,1718,0.49737500,0.57829687,3.16134375,4.23701562,105.22812500,9.56718750,180.63125000,2450225,7.17454147,39.72418308,46.89872456
AR0604SR,500,313,0.36921875,0.39207812,0.93628125,1.69757813,15.30000000,2.49843750,23.82031250,622974,4.63584518,10.09994316,14.73578835
AR0605SR,278,168,0.37958848,0.41132510,0.68915226,1.48006584,6.86008230,0.95802469,15.95802469,588816,6.24064255,9.54615784,15.78680038
AR0700SR,7821,4697,0.64575000,0.77740625,4.60325000,6.02640625,116.20156250,10.58281250,585.33125000,12359720,31.92925644,200.38150787,232.31076431
AR0701SR,2996,1796,0.58039063,0.62004687,4.57745312,5.77789062,133.50937500,12.98906250,530.41093750,6445330,17.96099472,104.49467659,122.45567131
AR0702SR,680,386,0.35116776,0.38501645,1.47138158,2.20756579,26.79194079,4.37088816,86.39638158,909305,5.48165512,14.74207401,20.22372913
AR0704SR,614,357,0.35221875,0.37551563,0.94503125,1.67276563,16.50625000,2.67578125,48.85625000,767113,5.09232712,12.43679142,17.52911854
AR0705SR,864,471,0.28006250,0.37768750,0.96917187,1.62692188,24.50000000,3.60468750,19.27656250,550057,3.15742111,8.91777897,12.07520008
AR0709SR,486,283,0.40143556,0.37882545,0.97218597,1.75244698,16.72920065,2.34910277,74.24632953,967991,7.09417343,15.69351864,22.78769207
AR0711SR,502,290,0.51446875,0.73876563,1.86231250,3.11554687,22.94843750,3.56640625,21.39375000,246728,1.66117477,4.00006866,5.66124344
