Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
AR0011SR,2198,1339,0.49975000,0.46542188,1.84756250,2.81273438,47.60625000,5.07187500,134.57812500,3996411,15.07169724,64.79166698,79.86336422
AR0012SR,1930,1132,0.45182813,0.49157812,1.84614063,2.78954688,35.66328125,4.81093750,96.61171875,2192124,9.25263596,35.53973007,44.79236603
AR0013SR,2038,1197,0.41875312,0.48876143,3.12769742,4.03521197,92.40482128,9.09808811,430.70157938,3658217,11.74390793,59.30870914,71.05261707
AR0014SR,1762,1027,0.44417886,0.47512195,2.49186992,3.41117073,62.06747967,7.06910569,266.82926829,3011659,10.53249741,48.82641125,59.35890865
AR0015SR,658,368,0.40896940,0.40095008,0.98800322,1.79792271,20.22302738,2.72302738,39.91223833,845322,6.02131271,13.70475197,19.72606468
AR0016SR,690,401,0.39495495,0.37395577,1.13631450,1.90522523,29.41195741,3.35298935,60.52907453,953811,5.37922287,15.46362591,20.84284878
AR0017SR,622,352,0.35135937,0.35909375,0.66495313,1.37540625,12.37734375,1.86015625,14.65937500,571094,4.43569565,9.25884056,13.69453621
AR0018SR,938,548,0.38425000,0.38557813,1.39654688,2.16637500,30.47968750,3.84609375,108.63593750,1650482,9.11770248,26.75837898,35.87608147
AR0020SR,330,196,0.51290476,0.38341270,0.72482540,1.62114286,11.99047619,1.72777778,52.95317460,739483,5.75288010,11.98884106,17.74172115
AR0041SR,246,143,0.35650000,0.30814062,0.17251563,0.83715625,3.07343750,0.54609375,14.24218750,637026,6.00651169,10.32776070,16.33427238
AR0042SR,162,104,0.24423437,0.28162500,0.08525000,0.61110937,1.59140625,0.26171875,7.03046875,623102,6.54633713,10.10201836,16.64835548
AR0043SR,188,113,0.28029687,0.26228125,0.09996875,0.64254687,1.60625000,0.29765625,4.49531250,445720,5.13203049,7.22621918,12.35824966
AR0044SR,84,57,0.20153125,0.24571875,0.12990625,0.57715625,2.67421875,0.29921875,7.48750000,590433,7.16460800,9.57237339,16.73698139
AR0045SR,296,184,0.33368750,0.31175000,0.35198438,0.99742187,6.32109375,0.91250000,23.69218750,665721,6.11138535,10.79297733,16.90436268
AR0046SR,318,179,0.31678125,0.30585937,0.29709375,0.91973437,4.30312500,0.59375000,9.39453125,496862,5.17658615,8.05535698,13.23194313
AR0070SR,1364,783,0.41329687,0.43310938,1.77767188,2.62407813,66.18750000,6.70546875,92.00703125,1374959,5.74232101,22.29147243,28.03379345
AR0071SR,1839,1062,0.39621875,0.44103125,1.99918750,2.83643750,69.34687500,8.29218750,140.57109375,2400847,6.50550461,38.92364407,45.42914867
AR0072SR,670,403,0.36128125,0.36828125,0.70290625,1.43246875,15.03281250,2.60859375,19.44453125,511908,3.36777878,8.29928970,11.66706848
AR0201SR,350,214,0.31437500,0.33604688,0.82937500,1.47979688,31.95468750,4.11484375,14.72187500,187856,1.06187057,3.04560852,4.10747910
AR0202SR,2808,1698,0.44043750,0.49401563,2.23084375,3.16529688,84.27343750,8.64531250,94.05156250,1721600,5.14173508,27.91137695,33.05311203
AR0203SR,256,149,0.26995312,0.29428125,0.28325000,0.84748437,5.80468750,0.90156250,7.11015625,363977,3.82123947,5.90096378,9.72220325
AR0204SR,2204,1295,0.50679688,0.47943750,2.38815625,3.37439063,81.93593750,8.14765625,159.78281250,2005018,6.93444443,32.50628090,39.44072533
AR0205SR,1864,1178,0.40154687,0.47517188,2.53031250,3.40703125,71.29531250,8.00781250,223.68671875,2599739,9.14153671,42.14817333,51.28971004
AR0206SR,510,282,0.35596596,0.33152340,0.65208511,1.33957447,17.46553191,2.28765957,21.27574468,503937,3.53841782,8.17006016,11.70847797
AR0300SR,3766,2258,0.51803125,0.56145312,3.09435938,4.17384375,88.41718750,9.57421875,179.91875000,2997380,10.43166733,48.59491348,59.02658081
AR0301SR,642,373,0.35685938,0.35140625,0.71115625,1.41942188,15.48984375,2.20546875,23.74375000,532141,3.73766708,8.62731647,12.36498356
AR0302SR,602,363,0.33941606,0.34726683,0.83175994,1.51844282,18.52473642,2.89051095,31.22384428,632795,4.40932846,10.25916576,14.66849422
AR0303SR,566,333,0.36601911,0.34584395,0.99522293,1.70708599,19.69665605,2.97929936,49.59315287,733522,4.98362350,11.89219856,16.87582207
AR0304SR,722,425,0.34934902,0.35399216,0.77541961,1.47876078,19.24313725,2.82196078,29.38823529,655303,4.00951767,10.62407589,14.63359356
AR0305SR,808,472,0.36014062,0.36853125,0.80776563,1.53643750,15.22890625,2.91093750,28.31093750,710418,4.44057846,11.51762581,15.95820427
AR0306SR,670,387,0.36110937,0.35003125,0.71479688,1.42593750,12.83593750,2.34531250,22.40234375,496233,3.55010605,8.04515934,11.59526539
AR0307SR,4340,2564,0.51576563,0.60782812,3.76496875,4.88856250,153.98203125,14.01640625,223.01875000,2912022,6.40604782,47.21105003,53.61709785
AR0308SR,1122,676,0.39139062,0.39820313,1.77340625,2.56300000,39.42421875,4.79531250,217.10234375,2997166,14.89455795,48.59144402,63.48600197
AR0309SR,1413,797,0.35431250,0.41787500,1.39306250,2.16525000,33.02109375,4.54062500,71.47343750,1324793,6.34904099,21.47815800,27.82719898
AR0310SR,256,154,0.25378917,0.29244065,0.36932574,0.91555556,7.25451092,1.14814815,21.39601140,439664,4.04006577,7.12803650,11.16810226
AR0314SR,368,208,0.41002755,0.38156107,0.74422406,1.53581267,12.41322314,2.13223140,40.11386593,519613,4.18416977,8.42420673,12.60837650
AR0316SR,352,202,0.35195266,0.32956889,0.92442942,1.60595097,17.47675402,2.48098056,46.69484362,589893,4.57572556,9.56361866,14.13934422
AR0317SR,362,207,0.34910026,0.30740360,0.58078835,1.23729220,9.58440446,1.47643530,40.07283633,588352,4.78217697,9.53863525,14.32081223
AR0331SR,356,220,0.31917808,0.32506849,0.92534247,1.56958904,29.87842466,4.08904110,48.30308219,506207,2.69779587,8.20686245,10.90465832
AR0400SR,3604,2097,0.51076563,0.51806250,2.20256250,3.23139063,56.57968750,6.31406250,161.99375000,4092599,15.03663254,66.35111141,81.38774395
AR0404SR,2398,1486,0.49815625,0.49782813,2.98350000,3.97948438,123.55078125,10.87109375,217.68984375,3335887,7.05878830,54.08294582,61.14173412
AR0405SR,1900,1044,0.45701563,0.46293750,1.49712500,2.41707813,42.62890625,4.31093750,63.93515625,1497158,6.97506332,24.27261925,31.24768257
AR0406SR,3778,2196,0.45145313,0.57665625,2.85728125,3.88539062,94.94765625,9.63828125,124.48203125,2623975,7.34112167,42.54109859,49.88222027
