Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
64room_005,622,334,0.17908108,0.31864865,0.62129730,1.11902703,11.46126126,2.19414414,11.79144144,818036,7.16271591,13.26237869,20.42509460
64room_006,630,340,0.18351376,0.32127523,0.75551376,1.26030275,14.90275229,2.41376147,18.31788991,951487,8.27094650,15.42594814,23.69689465
64room_007,628,331,0.17877073,0.32947317,0.71487805,1.22312195,14.78000000,2.24585366,13.70292683,776310,6.89103317,12.58589745,19.47693062
64room_008,640,348,0.19015385,0.33893333,0.83686154,1.36594872,14.57333333,2.55948718,15.85846154,962537,8.37664413,15.60509586,23.98174000
64room_009,626,340,0.20523077,0.35685577,0.77264423,1.33473077,14.30961538,2.38990385,12.08413462,800493,7.08901596,12.97796345,20.06697941
8room_000,35320,20134,0.47875258,1.71514433,8.02231959,10.21621649,311.90360825,18.23762887,639.78453608,30112173,51.74398422,488.19250202,539.93648624
8room_001,35436,20256,0.46605181,1.65989637,8.53559585,10.66154404,390.74715026,19.27512953,734.57875648,33246828,55.29598618,539.01298141,594.30896759
8room_002,35454,20273,0.50207292,1.74719792,8.90318750,11.15245833,414.11562500,19.16770833,640.37812500,31884196,53.29551315,516.92136002,570.21687317
8room_003,35292,20114,0.47017801,1.64679581,8.54112042,10.65809424,433.30209424,19.23298429,654.61256545,31667202,53.20159531,513.40335274,566.60494804
8room_004,35602,20340,0.47494359,1.65122051,7.89503590,10.02120000,323.26307692,17.59641026,816.79128205,34130988,56.64889145,553.34739304,609.99628448
8room_005,35276,20099,0.46464583,1.63651042,7.70115625,9.80231250,319.07343750,17.85625000,653.31614583,29759651,50.84426498,482.47725201,533.32151699
8room_006,35322,20165,0.47100000,1.69492708,8.39022917,10.55615625,364.09062500,18.89322917,691.59895833,31793959,53.13026047,515.45839596,568.58865643
8room_007,35488,20235,0.48040816,1.67696939,8.30840816,10.46578571,338.43571429,18.70561224,804.09795918,33428553,55.54952621,541.95919132,597.50871754
8room_008,35524,20320,0.51688205,1.79005128,8.87396923,11.18090256,345.49487179,18.57692308,594.66461538,30502634,51.74012375,494.52283669,546.26296043
8room_009,35314,20186,0.46536508,1.64902646,8.00349206,10.11788360,349.94973545,18.39259259,662.18306878,31384950,53.37527084,508.82735252,562.20262337
