Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
16room_000,9882,5520,0.40343011,1.29122581,4.64938710,6.34404301,116.33548387,9.22580645,200.23978495,9629865,30.41296005,156.12383366,186.53679371
16room_001,9680,5398,0.34320419,1.07251309,3.64004188,5.05575916,76.94293194,8.81308901,201.97277487,8342081,27.12026596,135.24568272,162.36594868
16room_002,9808,5491,0.41316062,1.26446632,4.57492228,6.25254922,116.79637306,9.36683938,195.75958549,9626730,30.29288864,156.07300758,186.36589622
16room_003,9768,5446,0.33150515,1.01757732,3.64006186,4.98914433,80.37577320,8.43969072,174.74896907,8642309,27.95869064,140.11311817,168.07180882
16room_004,9734,5405,0.30363830,0.90422340,3.58621277,4.79407447,114.36223404,9.35425532,198.46276596,9037540,29.05254745,146.52078629,175.57333374
16room_005,9766,5458,0.31316230,0.91118325,3.65421990,4.87856545,125.78481675,9.31675393,175.00890052,8806209,28.28260422,142.77034092,171.05294514
16room_006,9768,5437,0.35554737,1.01678947,3.81751579,5.18985263,81.92526316,8.68684211,194.55263158,8868034,28.77924728,143.77267647,172.55192375
16room_007,9814,5491,0.31831414,0.90945550,3.50123560,4.72900524,98.56282723,8.87120419,176.50785340,8668355,27.98340988,140.53538799,168.51879787
16room_008,9684,5397,0.34276923,0.98410256,3.77096410,5.09783590,119.73487179,9.41948718,173.41897436,8688507,27.73850632,140.86210155,168.60060787
16room_009,9784,5487,0.32053968,0.95128042,3.73933333,5.01115344,117.94285714,9.49153439,179.04603175,9088451,29.02407455,147.34617901,176.37025356
32room_000,2618,1440,0.22747368,0.51329474,1.77688421,2.51765263,36.63578947,4.76578947,62.42157895,2934283,16.36877060,47.57195568,63.94072628
32room_001,2592,1431,0.21522105,0.47673684,1.55723158,2.24918947,31.58894737,4.61631579,43.78052632,2425892,14.03963852,39.32968521,53.36932373
32room_002,2580,1422,0.23881188,0.53064356,1.57711881,2.34657426,30.23762376,4.24653465,47.44356436,2548287,14.76082993,41.31400967,56.07483959
32room_003,2590,1424,0.20507071,0.46381818,1.47183838,2.14072727,29.44242424,4.16767677,48.34848485,2559411,14.56739426,41.49435711,56.06175137
32room_004,2460,1361,0.20256354,0.46003315,1.55825414,2.22085083,32.02928177,4.15193370,54.31381215,2599882,14.95672226,42.15049171,57.10721397
32room_005,2592,1422,0.21576842,0.48075789,1.63915789,2.33568421,36.55000000,4.41157895,54.36842105,2761365,15.86425400,44.76852894,60.63278294
32room_006,2592,1428,0.22046875,0.49980208,1.68246875,2.40273958,41.75937500,4.40156250,55.69635417,2763891,15.59423447,44.80948162,60.40371609
32room_007,2580,1433,0.20728934,0.46742132,1.59305584,2.26776650,36.14568528,4.43857868,46.99086294,2658986,15.08338547,43.10871315,58.19209862
32room_008,2628,1447,0.22033673,0.48611224,1.52876531,2.23521429,31.42295918,4.36377551,39.67346939,2413113,13.86788559,39.12250614,52.99039173
32room_009,2596,1423,0.24265025,0.55709360,1.95223645,2.75198030,38.12068966,4.64827586,58.96748768,2682878,15.13671494,43.49606133,58.63277626
64room_000,614,320,0.17161576,0.31131034,0.65036453,1.13329064,11.60935961,2.19802956,22.75812808,900799,7.73926926,14.60417080,22.34344006
64room_001,590,310,0.17734975,0.32169458,0.68839409,1.18743842,10.90689655,2.13645320,9.59950739,677654,6.19626999,10.98644066,17.18271065
64room_002,630,340,0.20500469,0.37104225,0.82821596,1.40426291,17.03051643,2.46197183,15.17981221,902509,7.80320358,14.63189411,22.43509769
64room_003,598,321,0.17714286,0.31093088,0.65869124,1.14676498,12.22304147,2.08894009,15.96129032,832292,7.32505417,13.49350357,20.81855774
64room_004,560,302,0.18335714,0.32485714,0.66675000,1.17496429,13.13214286,2.17276786,12.51428571,703373,6.27412033,11.40340900,17.67752934
