Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
den308d,396,60610,204,0.35541935,0.94477419,0.55090323,1.85109677,4.25483871,0.00000000,0.00645161,160352,28.58304977,2.44677734,0.57097626,4.93069553,36.53149891,0.03967304
hrt001d,442,97140,234,0.40782353,0.87476471,0.55864706,1.84123529,5.72058824,0.00000000,0.17352941,270340,50.65426254,4.12506104,0.90602112,8.09851837,63.78386307,0.03869781
lak106d,215,40726,111,0.40600000,0.86128000,0.46440000,1.73168000,2.90400000,0.00000000,0.00800000,114334,18.01229477,1.74459839,0.37972260,3.29688835,23.43350410,0.03941327
lak507d,300,93782,157,0.30336364,0.74200000,0.20145455,1.24681818,1.41818182,0.00000000,0.01363636,235143,50.37026596,3.58799744,0.87018585,7.75445080,62.58290005,0.03235042
lak515d,200,77846,109,0.46789474,0.60547368,0.12336842,1.19673684,1.71578947,0.00000000,0.02631579,237814,53.55352020,3.62875366,0.73276138,6.45818710,64.37322235,0.03027038
lgt605d,230,43580,136,0.39592593,0.66733333,0.23755556,1.30081481,2.59259259,0.00000000,0.08148148,116665,22.97298050,1.78016663,0.42079926,3.48371506,28.65766144,0.03586277
orz302d,444,67757,225,0.24800000,0.70896154,0.37323077,1.33019231,5.29615385,0.00000000,0.02500000,171984,24.57174683,2.62426758,0.62813568,5.58278751,33.40693760,0.04982444
orz304d,464,73768,251,0.18285714,0.67209524,0.42723810,1.28219048,6.18095238,0.00000000,0.05476190,202369,32.18586349,3.08790588,0.69053650,6.11469555,42.07900143,0.04576356
orz704d,154,33546,79,0.42590000,0.89490000,0.34060000,1.66140000,2.22500000,0.00000000,0.05000000,95527,16.65783691,1.45762634,0.31203842,2.70506668,21.13256836,0.04105470
rmtst,409,83598,215,0.42289362,0.97863830,0.72387234,2.12540426,7.28085106,0.00000000,0.61914894,232725,38.14911652,3.55110168,0.77696609,6.96580029,49.44298458,0.04421924
rmtst01,393,79489,205,0.23434043,0.69344681,0.52655319,1.45434043,8.15531915,0.00000000,0.76170213,220430,35.71206284,3.36349487,0.73778152,6.62171841,46.43505764,0.04474750
rmtst03,413,84157,213,0.24953191,0.72297872,0.56782979,1.54034043,8.75957447,0.00000000,0.56170213,233931,38.72843170,3.56950378,0.78167725,7.02042389,50.10003662,0.04360803
