Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
64room_000,614,29265,320,0.21078818,1.04539901,0.60984236,1.86602956,8.58768473,0.00000000,0.20049261,122580,14.63996887,1.87042236,0.27883148,2.36127090,19.15049362,0.07737884
64room_001,590,24205,310,0.22611823,0.96107389,0.51337931,1.70057143,7.02315271,0.00000000,0.16699507,84566,9.31819153,1.29037476,0.23029327,1.92727757,12.76613712,0.08192520
64room_002,630,31718,340,0.21491080,0.95612207,0.61849765,1.78953052,11.35446009,0.00000000,0.21924883,125828,15.23401642,1.91998291,0.30156326,2.57147598,20.02703857,0.07393888
64room_003,598,27051,321,0.23072811,1.05096774,0.64270968,1.92440553,8.88294931,0.00000000,0.25069124,109982,12.64845657,1.67819214,0.25717545,2.16938972,16.75321388,0.07932245
64room_004,560,22573,302,0.21920536,0.94270536,0.56791071,1.72982143,8.84419643,0.00000000,0.16026786,88775,9.62754822,1.35459900,0.21466827,1.78511047,12.98192596,0.08589208
64room_005,622,28045,334,0.21608108,0.99854054,0.56513514,1.77975676,7.31576577,0.00000000,0.14639640,111152,12.99398041,1.69604492,0.26686096,2.25372314,17.21060944,0.07886838
64room_006,630,30104,340,0.22344037,1.06494495,0.68416514,1.97255046,9.64678899,0.00000000,0.17522936,128587,15.89957428,1.96208191,0.28658676,2.43217278,20.58041573,0.07772896
64room_007,628,25814,331,0.21453659,0.96883902,0.55396098,1.73733659,9.74000000,0.00000000,0.12292683,96867,10.73827362,1.47807312,0.24536514,2.06122494,14.52293682,0.08183813
64room_008,640,34085,348,0.23540513,1.15626667,0.69030769,2.08197949,9.70256410,0.00000000,0.20564103,140948,16.89002609,2.15069580,0.32460403,2.77383614,22.13916206,0.07626991
64room_009,626,28090,340,0.23071154,1.03363462,0.58181731,1.84616346,9.39663462,0.00000000,0.15288462,108822,12.33985901,1.66049194,0.26757431,2.25784397,16.52576923,0.07971523
