Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
arena,112,26642,55,0.26087500,0.59287500,0.36875000,1.22250000,9.94375000,0.00000000,0.68750000,87379,13.82533646,1.33329773,0.24464417,2.13285255,17.53613091,0.04381136
combat,44,1269,28,0.18173107,0.35771252,0.17935085,0.71879444,5.53941267,0.00000000,0.15765070,4764,0.37349701,0.07269287,0.01240540,0.07852173,0.53711700,0.10646606
combat2,38,1047,22,0.14809892,0.34469861,0.18562597,0.67842349,6.36939722,0.00000000,0.10819165,3566,0.28030777,0.05441284,0.01019669,0.06249809,0.40741539,0.10297240
den009d,94,3265,47,0.20680000,0.33400000,0.16160000,0.70240000,3.04500000,0.00000000,0.00000000,7875,0.67036438,0.12016296,0.03067780,0.21485519,1.03606033,0.08563452
den020d,369,32274,191,0.20533333,0.53590476,0.30657143,1.04780952,4.75714286,0.00000000,0.04761905,90996,12.79539490,1.38848877,0.30680466,2.55357265,17.04426098,0.05122530
den101d,162,9063,87,0.25227273,0.45290909,0.24990909,0.95509091,3.53636364,0.00000000,0.04090909,25235,2.71278763,0.38505554,0.08578873,0.63073635,3.81436825,0.06715459
den201d,70,3072,39,0.18163636,0.35527273,0.16454545,0.70145455,3.12727273,0.00000000,0.02727273,8136,0.72641754,0.12414551,0.02972031,0.20166302,1.08194637,0.08376848
den202d,84,5370,47,0.23828571,0.35271429,0.19657143,0.78757143,3.87857143,0.00000000,0.15000000,14454,1.70126343,0.22055054,0.05125046,0.36381531,2.33687973,0.06040408
den203d,314,14507,160,0.26841176,0.48070588,0.30194118,1.05105882,5.85294118,0.00000000,0.04117647,44021,4.75306320,0.67170715,0.13831711,1.04979801,6.61288548,0.07029622
den206d,362,19366,188,0.25363215,0.55387944,0.36476043,1.17227202,7.35703246,0.00000000,0.06027821,54984,6.61164093,0.83898926,0.18202591,1.47016621,9.10282230,0.06703060
den207d,100,8816,50,0.09712500,0.39950000,0.21337500,0.71000000,3.16875000,0.00000000,0.08750000,23924,2.85042191,0.36505127,0.08280182,0.61843204,3.91670704,0.05957916
den308d,396,60610,204,0.25741935,0.70032258,0.37103226,1.32877419,4.25483871,0.00000000,0.00645161,162353,28.61167526,2.47731018,0.57048798,4.93069553,36.59016895,0.04085793
den312d,362,30640,180,0.48218750,0.81531250,0.48800000,1.78550000,3.27812500,0.00000000,0.07500000,81329,10.84245300,1.24098206,0.28857803,2.42138577,14.79339886,0.05329890
den403d,166,10728,80,0.18227273,0.47363636,0.24536364,0.90127273,4.87727273,0.00000000,0.06818182,29695,3.22759247,0.45310974,0.10145187,0.76585293,4.54800701,0.06556600
den404d,68,1330,35,0.08276923,0.27476923,0.14800000,0.50553846,2.73846154,0.00000000,0.00000000,3225,0.21946716,0.04920959,0.01267624,0.07775211,0.35910511,0.11109107
den405d,136,7580,67,0.38855556,0.68722222,0.37055556,1.44633333,3.66666667,0.00000000,0.00555556,17736,1.59208298,0.27062988,0.07038879,0.52743530,2.46053696,0.07840629
den407d,114,8555,64,0.28771429,0.46900000,0.31800000,1.07471429,5.12142857,0.00000000,0.04285714,21523,2.34635544,0.32841492,0.07998276,0.59554195,3.35029507,0.06480454
den408d,122,14679,65,0.30885714,0.40300000,0.12828571,0.84014286,1.53571429,0.00000000,0.18571429,37211,5.16879654,0.56779480,0.13859940,1.08441830,6.95960903,0.04907865
den998d,333,45672,190,0.46884615,0.91184615,0.74207692,2.12276923,7.78846154,0.00000000,0.08461538,140610,22.99860764,2.14553833,0.42794800,3.68181992,29.25391388,0.04893334
hrt001d,442,97140,234,0.50341176,1.03923529,0.66723529,2.20988235,5.72058824,0.00000000,0.17352941,274203,50.70436096,4.18400574,0.90521622,8.09851837,63.89210129,0.03991080
hrt002d,194,12843,100,0.48449339,0.67497797,0.47700441,1.63647577,4.07488987,0.00000000,0.03524229,34322,4.17892838,0.52371216,0.12100601,0.92491627,5.74856281,0.05886703
lak101d,52,1629,25,0.22725000,0.37525000,0.07700000,0.67950000,1.02500000,0.00000000,0.00000000,3715,0.27017975,0.05668640,0.01535034,0.09880924,0.44102573,0.09509401
lak102d,90,2613,42,0.13692308,0.30107692,0.21615385,0.65415385,5.38461538,0.00000000,0.54615385,7027,0.61238861,0.10722351,0.02497864,0.16646481,0.91105556,0.09166642
lak103d,136,6022,67,0.17040541,0.34668919,0.19445946,0.71155405,3.60810811,0.00000000,0.02702703,15794,1.53579330,0.24099731,0.05712128,0.41264153,2.24655342,0.07296110
lak104d,100,6740,52,0.14169231,0.53430769,0.43369231,1.10969231,6.29230769,0.00000000,0.11538462,16456,1.59330750,0.25109863,0.06291580,0.46751785,2.37483978,0.07099583
lak105d,91,3680,43,0.11540000,0.31580000,0.18640000,0.61760000,4.75000000,0.00000000,0.02000000,10093,1.02707291,0.15400696,0.03484344,0.24440861,1.46033192,0.07385296
lak106d,215,40726,111,0.21432000,0.55184000,0.28184000,1.04800000,2.90400000,0.00000000,0.00800000,115878,18.02682114,1.76815796,0.37940216,3.29688835,23.47126961,0.04056901
lak107d,56,1601,28,0.12618182,0.27963636,0.12636364,0.53218182,2.07272727,0.00000000,0.00909091,3792,0.26406097,0.05786133,0.01516724,0.09813595,0.43522549,0.10513429
lak108d,72,2468,33,0.22644444,0.47777778,0.17155556,0.87577778,1.71111111,0.00000000,0.00000000,5965,0.50751495,0.09101868,0.02296066,0.15910912,0.78060341,0.08764796
lak109d,96,3199,58,0.39538462,0.43707692,0.22723077,1.05969231,2.26153846,0.00000000,0.00000000,8323,0.71492767,0.12699890,0.03058624,0.20601463,1.07852745,0.09080308
lak202d,629,71840,325,0.28254286,0.72077143,0.38351429,1.38682857,6.77571429,0.00000000,0.00714286,194301,27.60300827,2.96479797,0.66787720,5.90243435,37.13811779,0.05015529
lak203d,447,50353,201,0.36517647,0.80923529,0.40652941,1.58094118,2.79411765,0.00000000,0.01470588,126916,18.12437057,1.93658447,0.46928787,4.08694458,24.61718750,0.04923906
lak507d,300,93782,157,0.31090909,0.74481818,0.19990909,1.25563636,1.41818182,0.00000000,0.01363636,239087,50.42928696,3.64817810,0.86942291,7.75445080,62.70133877,0.03368024
lak515d,200,77846,109,0.48052632,0.60200000,0.12021053,1.20273684,1.71578947,0.00000000,0.02631579,244821,53.63032913,3.73567200,0.73197937,6.45818710,64.55616760,0.03203705
lak526d,212,16919,120,0.32290909,0.51781818,0.33281818,1.17354545,2.70000000,0.00000000,0.06363636,46033,5.82402802,0.70240784,0.16283417,1.26635170,7.95562172,0.05915388
lgt101d,128,7474,71,0.21553846,0.37600000,0.33830769,0.92984615,7.96153846,0.00000000,0.01538462,22466,2.49938583,0.34280396,0.07141876,0.50969505,3.42330360,0.07045819
lgt605d,230,43580,136,0.38903704,0.60066667,0.22474074,1.21444444,2.59259259,0.00000000,0.08148148,119173,23.01074219,1.81843567,0.42029190,3.48371506,28.73318481,0.03775951
orz000d,252,34271,111,0.17735450,0.58888889,0.40761905,1.17386243,7.21164021,0.00000000,0.06613757,96917,14.61442947,1.47883606,0.31631851,2.78288078,19.19246483,0.04516739
orz101d,200,17441,105,0.26791304,0.49156522,0.30043478,1.05991304,5.54347826,0.00000000,0.06521739,46158,5.83748627,0.70431519,0.16389465,1.32174110,8.02743721,0.05689636
orz102d,84,3885,38,0.23892308,0.38569231,0.17800000,0.80261538,2.45384615,0.00000000,0.02307692,9542,0.93266678,0.14559937,0.03619003,0.26341152,1.37786770,0.07163767
orz105d,110,5433,56,0.16520000,0.38560000,0.21400000,0.76480000,3.10666667,0.00000000,0.04000000,13666,1.44688797,0.20852661,0.05137253,0.36694050,2.07372761,0.06917984
orz106d,60,2813,28,0.27300000,0.36150000,0.12225000,0.75675000,2.71250000,0.00000000,0.07500000,7224,0.69080353,0.11022949,0.02655029,0.18360710,1.01119041,0.07728437
orz107d,82,3701,40,0.17850000,0.38000000,0.06950000,0.62800000,1.03333333,0.00000000,0.05833333,8401,0.72257996,0.12818909,0.03441620,0.24786949,1.13305473,0.07888132
orz201d,136,8069,60,0.14800000,0.42586667,0.21613333,0.79000000,3.14666667,0.00000000,0.01333333,19794,1.92704010,0.30203247,0.07606506,0.55743694,2.86257458,0.07193245
orz302d,444,67757,225,0.29450000,0.75161538,0.42400000,1.47011538,5.29615385,0.00000000,0.02500000,173137,24.58818817,2.64186096,0.62760925,5.58278751,33.44044590,0.05068118
orz304d,464,73768,251,0.18419048,0.66533333,0.42623810,1.27576190,6.18095238,0.00000000,0.05476190,204178,32.20997620,3.11550903,0.68994522,6.11469555,42.13012600,0.04670850
orz601d,292,26810,141,0.22515385,0.54615385,0.34346154,1.11476923,5.07692308,0.00000000,0.01538462,67994,9.57384109,1.03750610,0.24790955,2.12637234,12.98562908,0.05250146
