Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0041SR,246,49433,143,0.39034375,1.14129687,0.14217187,1.67381250,0.88125000,0.00000000,0.02500000,135842,29.55730438,2.07278442,0.47981262,4.05657959,36.16648102,0.03300770
AR0042SR,162,40997,104,0.32634375,1.18850000,0.11892187,1.63376562,1.07421875,0.00000000,0.01640625,111368,21.27896500,1.69934082,0.39141464,3.38366795,26.75338840,0.03417379
AR0043SR,188,37812,113,0.34151562,1.01884375,0.10934375,1.46970312,0.72500000,0.00000000,0.01718750,101231,18.51227951,1.54466248,0.35946655,3.08900356,23.50541210,0.03785288
AR0044SR,84,16359,57,0.22621875,0.84093750,0.18596875,1.25312500,3.28203125,0.00000000,0.05703125,56383,7.97343445,0.86033630,0.15808105,1.27011585,10.26196766,0.04685886
AR0046SR,318,74952,179,0.35495312,1.99015625,0.34654688,2.69165625,2.10156250,0.00000000,0.04375000,194750,36.86928940,2.97164917,0.70329285,6.29072857,46.83495998,0.03811292
AR0201SR,350,28993,214,0.33789062,1.03215625,0.40468750,1.77473438,4.03281250,0.00000000,0.01328125,92133,11.37582397,1.40583801,0.29325104,2.31931877,15.39423180,0.06759663
AR0203SR,256,49385,149,0.30265625,1.20228125,0.32285937,1.82779687,2.85859375,0.00000000,0.02656250,121652,19.82304382,1.85626221,0.45685577,4.09562778,26.23178959,0.04267959
AR0310SR,256,74424,154,0.28731244,1.50320988,0.39361823,2.18414055,3.17853751,0.00000000,0.07502374,206514,40.30635452,3.15115356,0.69667816,6.27335644,50.42754269,0.03788114
AR0331SR,356,58644,220,0.49813356,2.56575342,1.09097603,4.15486301,6.99229452,0.00000000,0.03339041,184988,34.71353149,2.82269287,0.57974625,4.87737274,42.99334335,0.04273789
AR0410SR,272,56270,160,0.32029643,1.15808195,0.35229294,1.83067132,3.29555362,0.00000000,0.01394943,145443,25.82888412,2.21928406,0.53133392,4.69915390,33.27865601,0.04009686
AR0413SR,352,22114,215,0.26117187,0.90153125,0.41398438,1.57668750,6.06796875,0.00000000,0.02500000,70589,9.07836914,1.07710266,0.22011948,1.74352074,12.11911201,0.06588533
AR0418SR,122,13498,71,0.20940503,0.74828375,0.02379863,0.98148741,0.18306636,0.00000000,0.00686499,31749,4.13143158,0.48445129,0.12544632,1.01564598,5.75697517,0.05145752
AR0502SR,336,80620,187,0.32870152,1.57645868,0.54919056,2.45435076,4.98145025,0.00000000,0.04468803,216881,37.51649857,3.30934143,0.74977875,6.84426117,48.41987991,0.04246101
AR0503SR,316,40222,183,0.30457483,1.16647959,0.47132653,1.94238095,4.45068027,0.00000000,0.04166667,114814,16.45397568,1.75192261,0.38179779,3.33105373,21.91874981,0.05181240
AR0517SR,120,12235,62,0.19053807,0.70229442,0.04105584,0.93388832,0.42639594,0.00000000,0.00507614,28366,3.63028717,0.43283081,0.11376190,0.91041279,5.08729267,0.05125852
AR0526SR,356,58644,220,0.39215753,1.59823630,0.76020548,2.75059932,6.99229452,0.00000000,0.03339041,184988,34.71353149,2.82269287,0.57974625,4.87737274,42.99334335,0.04273789
AR0705SR,864,64236,471,0.35201563,1.64359375,0.68785937,2.68346875,6.73203125,0.00000000,0.08671875,209302,28.23170090,3.19369507,0.62690735,5.29527569,37.34757900,0.06100743
AR0711SR,502,64051,290,0.38742188,1.45332812,0.60445312,2.44520312,5.40312500,0.00000000,0.03671875,187262,28.93387222,2.85739136,0.60824966,5.33547211,37.73498535,0.04788372
