Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
arena,112,26642,55,0.25900000,0.59187500,0.37212500,1.22300000,9.94375000,0.00000000,0.68750000,117171,14.13789368,1.78788757,0.24209213,2.13285255,18.30072594,0.07056150
combat,44,1269,28,0.18503864,0.36828439,0.18247295,0.73579598,5.53941267,0.00000000,0.15765070,5279,0.37809753,0.08055115,0.01222992,0.07852173,0.54940033,0.12794303
combat2,38,1047,22,0.14831530,0.33400309,0.17582689,0.65814529,6.36939722,0.00000000,0.10819165,3911,0.28392792,0.05967712,0.01006317,0.06249809,0.41616631,0.12314225
den009d,94,3265,47,0.20430000,0.32600000,0.14630000,0.67660000,3.04500000,0.00000000,0.00000000,8411,0.67821884,0.12834167,0.03036880,0.21485519,1.05178452,0.10268955
den020d,369,32274,191,0.20700000,0.54971429,0.32261905,1.07933333,4.75714286,0.00000000,0.04761905,116137,13.12964630,1.77210999,0.30272293,2.55357265,17.75805187,0.08256453
den101d,162,9063,87,0.25400000,0.45818182,0.24754545,0.95972727,3.53636364,0.00000000,0.04090909,29407,2.76320267,0.44871521,0.08479691,0.63073635,3.92745113,0.09235817
den201d,70,3072,39,0.18636364,0.36345455,0.15436364,0.70418182,3.12727273,0.00000000,0.02727273,9078,0.73965836,0.13851929,0.02931976,0.20166302,1.10916042,0.10943590
den202d,84,5370,47,0.36328571,0.49671429,0.29157143,1.15157143,3.87857143,0.00000000,0.15000000,17373,1.74074554,0.26509094,0.05064774,0.36381531,2.42029953,0.08949523
den203d,314,14507,160,0.27088235,0.48817647,0.30588235,1.06494118,5.85294118,0.00000000,0.04117647,51748,4.84399033,0.78961182,0.13659286,1.04979801,6.81999302,0.09611475
den206d,362,19366,188,0.25285935,0.55153014,0.35715611,1.16154560,7.35703246,0.00000000,0.06027821,64255,6.74428558,0.98045349,0.17999649,1.47016621,9.37490177,0.09170303
den207d,100,8816,50,0.09787500,0.40975000,0.20525000,0.71287500,3.16875000,0.00000000,0.08750000,28566,2.90953445,0.43588257,0.08179474,0.61843204,4.04564381,0.08606958
den308d,396,60610,204,0.22606452,0.61445161,0.34374194,1.18425806,4.25483871,0.00000000,0.00645161,220480,29.44995880,3.36425781,0.56309891,4.93069553,38.30801105,0.07428649
den312d,362,30640,180,0.26506250,0.51762500,0.29175000,1.07443750,3.27812500,0.00000000,0.07500000,99869,11.09424210,1.52388000,0.28508759,2.42138577,15.32459545,0.08184873
den403d,166,10728,80,0.23754545,0.55327273,0.28309091,1.07390909,4.87727273,0.00000000,0.06818182,34777,3.28906631,0.53065491,0.10019684,0.76585293,4.68577099,0.09122246
den404d,68,1330,35,0.08292308,0.25492308,0.13153846,0.46938462,2.73846154,0.00000000,0.00000000,3356,0.22131729,0.05120850,0.01252747,0.07775211,0.36280537,0.12642020
den405d,136,7580,67,0.20455556,0.43066667,0.18422222,0.81944444,3.66666667,0.00000000,0.00555556,19351,1.61598969,0.29527283,0.06965256,0.52743530,2.50835037,0.09905876
den407d,114,8555,64,0.22928571,0.40528571,0.24600000,0.88057143,5.12142857,0.00000000,0.04285714,24633,2.38896179,0.37586975,0.07905579,0.59554195,3.43942928,0.08865369
den408d,122,14679,65,0.31485714,0.41028571,0.12485714,0.85000000,1.53571429,0.00000000,0.18571429,46468,5.30018997,0.70904541,0.13676834,1.08441830,7.23042202,0.07979658
den998d,333,45672,190,0.25530769,0.60176923,0.46300000,1.32007692,7.78846154,0.00000000,0.08461538,182567,23.56597137,2.78575134,0.42283249,3.68181992,30.45637512,0.07752677
hrt001d,442,97140,234,0.32135294,0.73188235,0.47841176,1.53164706,5.72058824,0.00000000,0.17352941,375063,52.08385468,5.72300720,0.89451218,8.09851837,66.79989243,0.07077627
hrt002d,194,12843,100,0.24590308,0.39030837,0.26801762,0.90422907,4.07488987,0.00000000,0.03524229,41031,4.26861572,0.62608337,0.11952209,0.92491627,5.93913746,0.08592207
isound1,20,82,11,0.09881818,0.19372727,0.04381818,0.33636364,0.94545455,0.00000000,0.00000000,199,0.00730515,0.00303650,0.00074005,0.00377178,0.01485348,0.29692833
lak101d,52,1629,25,0.27075000,0.39625000,0.07375000,0.74075000,1.02500000,0.00000000,0.00000000,3928,0.27327347,0.05993652,0.01519394,0.09880924,0.44721317,0.11339241
lak102d,90,2613,42,0.13846154,0.29723077,0.18984615,0.62553846,5.38461538,0.00000000,0.54615385,7711,0.62233353,0.11766052,0.02466965,0.16646481,0.93112850,0.11434585
lak103d,136,6022,67,0.19945946,0.40614865,0.22364865,0.82925676,3.60810811,0.00000000,0.02702703,17902,1.56233597,0.27316284,0.05639648,0.41264153,2.30453682,0.09746630
lak104d,100,6740,52,0.13261538,0.48846154,0.33092308,0.95200000,6.29230769,0.00000000,0.11538462,18416,1.61995697,0.28100586,0.06219101,0.46751785,2.43067169,0.09376787
lak105d,91,3680,43,0.14920000,0.36240000,0.18460000,0.69620000,4.75000000,0.00000000,0.02000000,11477,1.04441833,0.17512512,0.03444290,0.24440861,1.49839497,0.09755787
lak106d,215,40726,111,0.21744000,0.55672000,0.29232000,1.06648000,2.90400000,0.00000000,0.00800000,157303,18.47822571,2.40025330,0.37490463,3.29688835,24.55027199,0.07081439
lak107d,56,1601,28,0.15436364,0.30036364,0.13618182,0.59090909,2.07272727,0.00000000,0.00909091,3961,0.26648331,0.06044006,0.01501083,0.09813595,0.44007015,0.12071524
lak108d,72,2468,33,0.14200000,0.30066667,0.09288889,0.53555556,1.71111111,0.00000000,0.00000000,6376,0.51355743,0.09729004,0.02273178,0.15910912,0.79268837,0.10474911
lak109d,96,3199,58,0.52769231,0.55123077,0.27138462,1.35030769,2.26153846,0.00000000,0.00000000,9085,0.72617340,0.13862610,0.03020477,0.20601463,1.10101891,0.11314105
lak110d,36,502,16,0.21228571,0.26085714,0.08514286,0.55828571,1.22857143,0.00000000,0.11428571,1269,0.07129288,0.01936340,0.00471497,0.02782345,0.12319469,0.15615879
lak202d,629,71840,325,0.28494286,0.73442857,0.39968571,1.41905714,6.77571429,0.00000000,0.00714286,241563,28.22389603,3.68595886,0.66062164,5.90243435,38.47291088,0.07723423
lak203d,447,50353,201,0.25011765,0.61623529,0.29688235,1.16323529,2.79411765,0.00000000,0.01470588,156425,18.55223465,2.38685608,0.46368027,4.08694458,25.48971558,0.07735764
lak507d,300,93782,157,0.54618182,1.28854545,0.35945455,2.19418182,1.41818182,0.00000000,0.01363636,333956,51.85601425,5.09576416,0.85951996,7.75445080,65.56574917,0.06495692
lak515d,200,77846,109,1.08063158,1.09189474,0.22126316,2.39378947,1.71578947,0.00000000,0.02631579,391735,55.37801743,5.97740173,0.72234344,6.45818710,68.53594971,0.06864439
lak526d,212,16919,120,0.25318182,0.44563636,0.28709091,0.98590909,2.70000000,0.00000000,0.06363636,56699,5.98128891,0.86515808,0.16050339,1.26635170,8.27330208,0.09207001
lgt101d,128,7474,71,0.25753846,0.42523077,0.35738462,1.04015385,7.96153846,0.00000000,0.01538462,26427,2.54954910,0.40324402,0.07049561,0.50969505,3.53298378,0.09685645
lgt605d,230,43580,136,0.77429630,1.01444444,0.39777778,2.18651852,2.59259259,0.00000000,0.08148148,172783,23.82225418,2.63645935,0.41378021,3.48371506,30.35620880,0.07748757
orz000d,252,34271,111,0.17439153,0.58497354,0.40492063,1.16428571,7.21164021,0.00000000,0.06613757,125247,14.94782257,1.91111755,0.31295013,2.78288078,19.95477104,0.07250439
orz101d,200,17441,105,0.48321739,0.81886957,0.51130435,1.81339130,5.54347826,0.00000000,0.06521739,55613,5.96649170,0.84858704,0.16196442,1.32174110,8.29878426,0.08436157
orz102d,84,3885,38,0.23169231,0.39907692,0.17907692,0.80984615,2.45384615,0.00000000,0.02307692,10579,0.94702911,0.16142273,0.03582764,0.26341152,1.40769100,0.09221986
orz105d,110,5433,56,0.32093333,0.63840000,0.37440000,1.33373333,3.10666667,0.00000000,0.04000000,15562,1.47520065,0.23745728,0.05075455,0.36694050,2.13035297,0.09445898
orz106d,60,2813,28,0.40175000,0.50825000,0.17375000,1.08375000,2.71250000,0.00000000,0.07500000,7968,0.70119095,0.12158203,0.02625656,0.18360710,1.03263664,0.09790526
orz107d,82,3701,40,0.30866667,0.46150000,0.09716667,0.86733333,1.03333333,0.00000000,0.05833333,9075,0.73249435,0.13847351,0.03404617,0.24786949,1.15288353,0.09862726
orz201d,136,8069,60,0.17800000,0.48960000,0.24613333,0.91373333,3.14666667,0.00000000,0.01333333,22106,1.95999146,0.33731079,0.07514191,0.55743694,2.92988110,0.09512007
orz203d,36,699,19,0.17700000,0.22925000,0.02300000,0.42925000,0.70000000,0.00000000,0.00000000,1672,0.09942627,0.02551270,0.00653076,0.03857040,0.17004013,0.13635423
orz302d,444,67757,225,0.40919231,1.08542308,0.57919231,2.07380769,5.29615385,0.00000000,0.02500000,212355,25.15479279,3.24028015,0.62063599,5.58278751,34.59849644,0.07792041
orz304d,464,73768,251,0.33452381,1.14823810,0.74404762,2.22680952,6.18095238,0.00000000,0.05476190,263897,33.03054428,4.02674866,0.68162537,6.11469555,43.85361385,0.07649039
orz601d,292,26810,141,0.31969231,0.72323077,0.47361538,1.51653846,5.07692308,0.00000000,0.01538462,82023,9.78524017,1.25157166,0.24524307,2.12637234,13.40842724,0.07843524
orz704d,154,33546,79,0.27830000,0.66060000,0.24660000,1.18550000,2.22500000,0.00000000,0.05000000,130086,17.10328293,1.98495483,0.30826569,2.70506668,22.10157013,0.07192606
ost102d,38,669,18,0.26028571,0.38257143,0.09942857,0.74228571,1.34285714,0.00000000,0.00000000,1540,0.09405136,0.02349854,0.00616837,0.03693485,0.16065311,0.12900414
rmtst,409,83598,215,0.31872340,0.77229787,0.57680851,1.66782979,7.28085106,0.00000000,0.61914894,305527,39.12142944,4.66197205,0.76758957,6.96580029,51.51679134,0.07376259
rmtst01,393,79489,205,0.29268085,0.82923404,0.62940426,1.75131915,8.15531915,0.00000000,0.76170213,286973,36.60101318,4.37886047,0.72879791,6.62171841,48.33038998,0.07369218
rmtst03,413,84157,213,0.24280851,0.70370213,0.52536170,1.47187234,8.75957447,0.00000000,0.56170213,308488,39.71953583,4.70715332,0.77218628,7.02042389,52.21929932,0.07329436
