Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
64room_000,614,29265,320,0.20950739,0.98733990,0.58155665,1.77840394,8.58768473,0.00000000,0.20049261,145205,14.90130234,2.21565247,0.27547073,2.36127090,19.75369644,0.10047527
64room_001,590,24205,310,0.22368473,1.21626601,0.58599015,2.02594089,7.02315271,0.00000000,0.16699507,96773,9.47315598,1.47663879,0.22761917,1.92727757,13.10469151,0.10377373
64room_002,630,31718,340,0.21624413,1.02126761,0.64580282,1.88331455,11.35446009,0.00000000,0.21924883,149880,15.51020050,2.28698730,0.29799271,2.57147598,20.66665649,0.09747709
64room_003,598,27051,321,0.21810138,1.06827650,0.62017512,1.90655300,8.88294931,0.00000000,0.25069124,128896,12.86273575,1.96679688,0.25416946,2.16938972,17.25309181,0.10177147
64room_004,560,22573,302,0.24461607,0.96801786,0.58861607,1.80125000,8.84419643,0.00000000,0.16026786,101559,9.77991867,1.54966736,0.21219254,1.78511047,13.32688904,0.10684186
64room_005,622,28045,334,0.23305405,1.06436036,0.60770270,1.90511712,7.31576577,0.00000000,0.14639640,130161,13.22042847,1.98609924,0.26367950,2.25372314,17.72393036,0.10147039
64room_006,630,30104,340,0.21791743,0.98321101,0.63275229,1.83388073,9.64678899,0.00000000,0.17522936,152969,16.19677734,2.33412170,0.28319168,2.43217278,21.24626350,0.10123629
64room_007,628,25814,331,0.20667317,0.97203902,0.55008780,1.72880000,9.74000000,0.00000000,0.12292683,111574,10.91302872,1.70248413,0.24256897,2.06122494,14.91930676,0.10348962
64room_008,640,34085,348,0.21685128,1.08237949,0.64750769,1.94673846,9.70256410,0.00000000,0.20564103,167802,17.19601440,2.56045532,0.32059479,2.77383614,22.85090065,0.09993360
64room_009,626,28090,340,0.21553846,0.99729808,0.54757692,1.76041346,9.39663462,0.00000000,0.15288462,126979,12.54756546,1.93754578,0.26440430,2.25784397,17.00735950,0.10238493
