Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
ca_cave,707,80084,372,0.40223333,0.93626667,0.42720000,1.76570000,3.20500000,0.00000000,0.02166667,271735,33.48562241,4.14634705,0.74858093,6.50954151,44.89009190,0.08017738
dr_primevalentrance,536,87184,274,0.36611111,1.07851111,0.48264444,1.92726667,3.78444444,0.00000000,0.01555556,314445,38.81893539,4.79804993,0.80657959,7.21823692,51.64180183,0.07444569
dr_slavers,728,94470,293,0.39625263,1.59496842,0.81821053,2.80943158,6.53263158,0.00000000,0.08842105,427629,52.02602005,6.52510071,0.87142944,7.95237732,67.37492752,0.07456900
ht_brothel_n,846,92158,432,0.39381481,1.27770370,0.66985185,2.34137037,7.72222222,0.00000000,0.08703704,359402,44.49758911,5.48403931,0.85219955,7.57465172,58.40847969,0.07724138
ht_chantry,510,53727,271,0.34187234,1.00957447,0.55978723,1.91123404,8.54468085,0.00000000,0.08510638,239981,29.41342163,3.66181946,0.49885559,4.38467503,37.95877171,0.07320203
ht_chantry_n,500,52364,267,0.33463830,0.96344681,0.54102128,1.83910638,7.92127660,0.00000000,0.21702128,223582,27.09910202,3.41159058,0.48623657,4.27030754,35.26723671,0.07452146
ht_keep,788,70592,396,0.35162500,1.35355000,0.67247500,2.37765000,6.87875000,0.00000000,0.11500000,288469,34.62230301,4.40168762,0.65747833,5.80757332,45.48904228,0.07729602
ht_keep_n,782,70028,394,0.35210000,1.20530000,0.59965000,2.15705000,6.72125000,0.00000000,0.05625000,285053,34.67585373,4.34956360,0.65104675,5.76030827,45.43677235,0.07587888
ht_playershouse_n,226,10257,109,0.28826316,0.64489474,0.30289474,1.23605263,4.79210526,0.00000000,0.01842105,32544,3.01720047,0.49658203,0.09618759,0.71870041,4.32867050,0.09871290
ht_store,42,1419,19,0.21400000,0.47114286,0.13514286,0.82028571,2.04285714,0.00000000,0.14285714,3794,0.27676392,0.05789185,0.01313782,0.08623600,0.43402958,0.11345562
lt_backalley_g,400,68553,189,0.32534884,0.91232558,0.37344186,1.61111628,4.34651163,0.00000000,0.06744186,220616,29.65890884,3.36633301,0.62815475,5.66272640,39.31612301,0.07047497
lt_backalley_n,400,68553,189,0.32060465,0.92358140,0.36948837,1.61367442,4.23023256,0.00000000,0.05116279,220616,29.65890884,3.36633301,0.62815475,5.66272640,39.31612301,0.07047497
lt_darktown,839,93587,450,0.39320879,1.18527473,0.61909890,2.19758242,6.57142857,0.00000000,0.04065934,352787,43.64192200,5.38310242,0.87460327,7.72119713,57.62082481,0.07877968
lt_foundry_n,270,14110,147,0.33890566,0.72728302,0.32803774,1.39422642,3.88490566,0.00000000,0.01320755,45453,4.52106857,0.69355774,0.13382721,1.03228664,6.38074017,0.09432894
lt_gallowsprison_n,156,20342,71,0.30376471,0.72317647,0.22711765,1.25405882,2.71176471,0.00000000,0.12647059,64790,7.60378647,0.98861694,0.18628693,1.59767342,10.37636375,0.07632621
lt_gallowstemplar,593,59578,287,0.37161290,1.03419355,0.61574194,2.02154839,10.01935484,0.00000000,0.15645161,336166,35.96170807,5.12948608,0.55699539,4.90437698,46.55256653,0.07715880
lt_gallowstemplar_f,704,68051,356,0.37348387,1.22225806,0.72545161,2.32119355,8.63064516,0.00000000,0.20483871,340483,38.22850037,5.19535828,0.63211060,5.62631989,49.68228912,0.07708050
lt_gallowstemplar_n,587,58847,280,0.36964516,1.04674194,0.61861290,2.03500000,9.56774194,0.00000000,0.21129032,334895,35.82497787,5.11009216,0.54992294,4.84466267,46.32965565,0.07718366
lt_gamlenshouse_n,122,8542,68,0.35415385,0.66476923,0.27400000,1.29292308,2.45384615,0.00000000,0.06923077,25528,2.50677872,0.38952637,0.07841492,0.59601402,3.57073402,0.08742851
lt_hangedman,655,68614,346,0.34966667,0.95262963,0.44251852,1.74481481,5.08148148,0.00000000,0.02222222,262247,31.96547699,4.00157166,0.64114761,5.56443214,42.17262840,0.08044841
lt_hangedman_n,655,68614,346,0.34014815,0.95096296,0.44148148,1.73259259,5.09444444,0.00000000,0.02037037,262247,31.96547699,4.00157166,0.64114761,5.56443214,42.17262840,0.08044841
