Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
16room_000,9882,27086,5520,0.63281720,1.97581720,4.12339785,6.73203226,135.19301075,6.91075269,208.57526882,9042323,44.43138504,146.59833050,0.10332489,2.58623409,193.71927452,1.00000000
16room_001,9680,26480,5398,0.61707853,1.95582199,3.57162304,6.14452356,90.91623037,6.83455497,211.75863874,7703972,38.82938766,124.90036392,0.10101318,2.51260090,166.34336567,1.00000000
16room_002,9808,26981,5491,0.70144041,2.05848705,4.31525389,7.07518135,136.19015544,6.82279793,210.20207254,9081207,44.37223816,147.22873592,0.10292435,2.56671810,194.27061653,1.00000000
16room_003,9768,26743,5446,0.61908247,1.93652577,3.74295876,6.29856701,95.87680412,6.54587629,187.32628866,8074951,40.23113251,130.91484737,0.10201645,2.53811550,173.78611183,1.00000000
16room_004,9734,26549,5405,0.62651064,1.95178723,4.01101064,6.58930851,131.85638298,7.10053191,204.51117021,8321158,41.78327942,134.90646935,0.10127640,2.51250267,179.30352783,1.00000000
16room_005,9766,26799,5458,0.61529843,1.95232461,4.01408377,6.58170681,147.60523560,7.10890052,173.23769634,8244477,40.96392059,133.66328144,0.10223007,2.54854393,177.27797604,1.00000000
16room_006,9768,26711,5437,0.63509474,2.00103158,3.80503158,6.44115789,101.42473684,6.67368421,204.21526316,8278089,41.48302460,134.20821476,0.10189438,2.54248142,178.33561516,1.00000000
16room_007,9814,26975,5491,0.63638743,1.97629319,3.85186387,6.46454450,113.67591623,6.59842932,177.82356021,8126052,40.66664886,131.74332047,0.10290146,2.55744076,175.07031155,1.00000000
16room_008,9684,26525,5397,0.61868718,1.99845128,3.92176410,6.53890256,139.90615385,6.88717949,176.81435897,8055414,39.88139343,130.59810448,0.10118484,2.51709080,173.09777355,1.00000000
16room_009,9784,26917,5487,0.63621164,1.97947090,4.02973545,6.64541799,137.23492063,7.21322751,186.63968254,8577916,42.35845947,139.06914902,0.10268021,2.55700970,184.08729839,1.00000000
32room_000,2618,7104,1440,0.33061053,0.97458947,2.57647368,3.88167368,91.24315789,7.95421053,118.37947368,1294902,7.01592636,20.99355125,0.02709961,0.62057590,28.65715313,1.00000000
32room_001,2592,7043,1431,0.30411579,0.91585263,2.13026316,3.35023158,74.37789474,7.20105263,77.97210526,1022056,5.80377960,16.57004547,0.02686691,0.61250114,23.01319313,1.00000000
32room_002,2580,7008,1422,0.28552475,0.88528713,2.09728713,3.26809901,70.19306931,6.70445545,84.39306931,1080893,6.13328171,17.52393818,0.02673340,0.60900211,24.29295540,1.00000000
32room_003,2590,7011,1424,0.30256566,0.91189899,2.14649495,3.36095960,71.11010101,6.84292929,90.03484848,1077260,6.07372284,17.46503830,0.02674484,0.61087799,24.17638397,1.00000000
32room_004,2460,6672,1361,0.32114917,0.95373481,2.42956906,3.70445304,81.65966851,7.00939227,104.47292818,1095632,6.17907333,17.76289368,0.02545166,0.57529354,24.54271221,1.00000000
32room_005,2592,7008,1422,0.32465263,0.99089474,2.45412632,3.76967368,89.77263158,7.37263158,102.97105263,1172604,6.58318710,19.01079941,0.02673340,0.61215687,26.23287678,1.00000000
