Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0011SR,2198,6695,1339,0.65185937,1.08053125,7.92964062,9.66203125,541.61015625,43.47812500,912.65703125,2921951,8.81295013,47.37202358,0.02553940,0.55244350,56.76295662,1.00000000
AR0012SR,1930,5660,1132,0.52307813,0.95045312,5.17631250,6.64984375,284.11953125,24.56953125,456.94296875,1616648,6.33729172,26.20984650,0.02159119,0.47768784,33.04641724,1.00000000
AR0013SR,2038,5985,1197,0.56638404,1.13527847,7.86128013,9.56294264,517.69492934,32.28096426,1380.18869493,2969438,9.31118774,48.14190483,0.02283096,0.51646328,57.99238682,1.00000000
AR0014SR,1762,5134,1027,0.54260163,0.97318699,6.31765854,7.83344715,404.43414634,26.80162602,1035.39593496,2403658,7.44636917,38.96921730,0.01958466,0.43039608,46.86556721,1.00000000
AR0015SR,658,1839,368,0.43834138,0.61608696,3.86579710,4.92022544,219.18276973,23.07407407,243.32769726,298148,1.49498749,4.83371353,0.00701523,0.14742947,6.48314571,1.00000000
AR0016SR,690,2001,401,0.49927928,0.69914824,4.28194922,5.48037674,271.71334971,21.70843571,331.84029484,417077,1.73672485,6.76184559,0.00763321,0.16003609,8.66623974,1.00000000
AR0017SR,622,1760,352,0.40178125,0.58271875,2.63546875,3.61996875,140.75703125,16.68750000,97.18046875,185762,1.10128403,3.01165962,0.00671387,0.13816833,4.25782585,1.00000000
AR0018SR,938,2735,548,0.45882813,0.71917187,5.35617187,6.53417187,322.30468750,26.51640625,578.48515625,902136,3.56089020,14.62584686,0.01043320,0.22742271,18.42459297,1.00000000
AR0020SR,330,980,196,0.48023810,0.51528571,4.18147619,5.17700000,336.97777778,25.19761905,356.71904762,236739,0.94956589,3.83812237,0.00373840,0.07335281,4.86477947,1.00000000
AR0041SR,246,715,143,0.46421875,0.44845313,0.92487500,1.83754688,55.55937500,6.35234375,90.59843750,108164,0.51824188,1.75360489,0.00272751,0.04954243,2.32411671,1.00000000
