Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
16room_000,9882,5520,0.32973118,0.96979570,2.12549462,3.42502151,25.41397849,1.38817204,55.32903226,56302485,417.77648544,912.80197620,1330.57846165
16room_001,9680,5398,0.30932984,0.94343455,1.92285864,3.17562304,17.80628272,1.37382199,54.88586387,49364990,373.27619553,800.32809258,1173.60428810
16room_002,9808,5491,0.34688083,0.99493264,2.17469430,3.51650777,28.83989637,1.57357513,57.26528497,56823563,418.83999252,921.24993420,1340.08992672
16room_003,9768,5446,0.29174227,0.83006186,1.76451546,2.88631959,17.72113402,1.20463918,48.91546392,51030874,382.92061996,827.33617592,1210.25679588
16room_004,9734,5405,0.28917021,0.82071277,1.86755319,2.97743617,25.68670213,1.33085106,55.87553191,53289770,401.10842514,863.95844460,1265.06686974
16room_005,9766,5458,0.32795812,0.89440838,1.99554974,3.21791623,27.67382199,1.27486911,48.18376963,51831601,387.95699692,840.31793308,1228.27493000
16room_006,9768,5437,0.29955789,0.82701053,1.85880000,2.98536842,17.69894737,1.29210526,53.94736842,52484415,394.64126205,850.90165615,1245.54291821
16room_007,9814,5491,0.28845026,0.78547644,1.80581152,2.87973822,22.53769634,1.35497382,49.19109948,51135310,383.36985397,829.02934074,1212.39919472
16room_008,9684,5397,0.30973333,0.87926154,1.93258462,3.12157949,29.90564103,1.56974359,48.64564103,51427184,382.96096420,833.76133728,1216.72230148
16room_009,9784,5487,0.28601058,0.81438095,1.87242328,2.97281481,27.44603175,1.41164021,50.53068783,53440481,397.61033249,866.40184116,1264.01217365
32room_000,2618,1440,0.21786316,0.49109474,1.28803158,1.99698947,13.38578947,1.04947368,25.77052632,23209916,231.81116867,376.28991318,608.10108185
32room_001,2592,1431,0.20569474,0.44952632,1.04404211,1.69926316,11.98789474,1.03263158,18.04842105,19533481,198.27300644,316.68584538,514.95885181
32room_002,2580,1422,0.20045545,0.44267327,1.04708911,1.69021782,11.27871287,0.88910891,20.22772277,20472758,208.12696457,331.91383934,540.04080391
32room_003,2590,1424,0.20153535,0.44897980,1.06159596,1.71211111,11.09090909,0.89040404,21.04595960,20441580,206.69706345,331.40836716,538.10543060
32room_004,2460,1361,0.20079558,0.45372376,1.15316022,1.80767956,12.64364641,0.92983425,24.95745856,20961874,211.65053940,339.84361458,551.49415398
32room_005,2592,1422,0.20554737,0.45652632,1.13984211,1.80191579,13.50105263,0.94421053,23.79421053,22134980,224.26589584,358.86255264,583.12844849
32room_006,2592,1428,0.20951042,0.45787500,1.16833333,1.83571875,16.12395833,0.96562500,24.46510417,21992103,221.68047714,356.54616451,578.22664165
32room_007,2580,1433,0.20078173,0.44677157,1.11576650,1.76331980,13.63857868,0.96192893,19.88172589,21218884,213.08327866,344.01037979,557.09365845
32room_008,2628,1447,0.23518367,0.51301020,1.12213265,1.87032653,11.71071429,0.94642857,17.81683673,19456330,195.61666489,315.43503761,511.05170250
32room_009,2596,1423,0.21775369,0.49157635,1.20303448,1.91236453,13.75073892,0.90098522,25.35615764,21306420,214.97167587,345.42955399,560.40122986
64room_000,614,320,0.17456158,0.31244335,0.59633498,1.08333990,6.33399015,0.79310345,14.25369458,9599336,114.43407822,155.62888336,270.06296158
64room_001,590,310,0.17709360,0.31721182,0.57525123,1.06955665,6.45123153,0.85911330,6.01379310,7450044,91.25999069,120.78356552,212.04355621
64room_002,630,340,0.18374648,0.32373709,0.70451643,1.21200000,9.75821596,0.87746479,9.11690141,9611861,115.25274277,155.83194447,271.08468723
64room_003,598,321,0.20103226,0.34905991,0.67138249,1.22147465,7.15069124,0.71566820,10.03824885,8942938,108.39454269,144.98705482,253.38159752
64room_004,560,302,0.17566964,0.30648214,0.56162500,1.04377679,7.52678571,0.75267857,7.82053571,7671982,92.97312546,124.38172722,217.35485268
64room_005,622,334,0.18299099,0.32427928,0.62168468,1.12895495,6.76711712,0.84504505,7.13603604,8830946,105.75114059,143.17138863,248.92252922
64room_006,630,340,0.23283486,0.40748624,0.80835780,1.44867890,8.42798165,0.90321101,11.27660550,10180381,122.58387375,165.04905415,287.63292789
64room_007,628,331,0.17858537,0.32526829,0.70543415,1.20928780,8.42000000,0.80243902,8.89951220,8443805,101.77289963,136.89487934,238.66777897
64room_008,640,348,0.18322051,0.32258462,0.65002051,1.15582564,8.10974359,0.92923077,9.90307692,10349372,123.73225021,167.78881454,291.52106476
64room_009,626,340,0.18550000,0.31846154,0.61786538,1.12182692,8.07980769,0.85625000,7.45288462,8608992,104.67605209,139.57296753,244.24901962
8room_000,35320,20134,0.45049485,1.58998969,3.05148454,5.09196907,45.31907216,2.16237113,119.05721649,140261837,689.37978745,2273.98989582,2963.36968327
8room_001,35436,20256,0.48084974,1.59547150,3.57006218,5.64638342,57.22797927,2.53160622,136.61813472,154001136,743.68468857,2496.73777771,3240.42246628
8room_002,35454,20273,0.44071875,1.45722917,3.03514583,4.93309375,60.46614583,2.23906250,117.70000000,147333628,714.14225388,2388.64104843,3102.78330231
