Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
ca_cave,707,372,0.41226667,0.41503333,9.29476667,10.12206667,757.54666667,88.65166667,81.46666667,8537,0.01659393,0.13840580,0.15499973
ca_cavern1_haunted,2668,1484,0.44726126,0.57172072,13.53852252,14.55750450,1026.44549550,134.48558559,139.07747748,39277,0.05584335,0.63677692,0.69262028
ca_caverns1,2676,1489,0.45836771,0.57239462,12.62852915,13.65929148,912.13318386,131.90852018,156.42735426,40403,0.05660629,0.65503216,0.71163845
ca_caverns1_mines,2654,1473,0.44472727,0.57827273,12.35063636,13.37363636,865.33590909,132.62227273,135.67590909,38427,0.05566025,0.62299633,0.67865658
ca_caverns2,1937,1045,0.43226027,0.53750685,10.47154795,11.44131507,673.29726027,109.33904110,101.41027397,24842,0.03797531,0.40275002,0.44072533
ca_caverns2prc,1507,825,0.41114103,0.50615385,8.08358974,9.00088462,495.55705128,81.45320513,80.85064103,17775,0.03097153,0.28817654,0.31914806
dr_0_deeproads,2522,1328,0.45894795,0.56570411,8.73088767,9.75553973,509.98328767,87.39643836,36.79890411,47243,0.08140182,0.76592541,0.84732723
dr_dungeon,864,359,0.36924211,0.42484211,7.98189474,8.77597895,548.72631579,74.35894737,177.70000000,15545,0.02731323,0.25202274,0.27933598
dr_primevalentrance,536,274,0.38431111,0.39166667,7.44511111,8.22108889,485.04222222,77.75111111,87.72444444,5364,0.01079941,0.08696365,0.09776306
dr_primevaltomb,1424,691,0.40042678,0.48204184,7.25882008,8.14128870,490.18451883,71.82343096,55.93054393,28359,0.04685593,0.45976925,0.50662518
dr_slavers,728,293,0.35385263,0.40842105,7.33149474,8.09376842,479.32526316,68.44842105,183.92947368,13745,0.02719116,0.22284031,0.25003147
ht_0_hightown,1408,679,0.44051128,0.54578947,16.72299248,17.70929323,1329.50526316,107.79924812,491.12330827,51190,0.07006836,0.82991600,0.89998436
ht_0_hightown_a2,1428,690,0.46640000,0.62515556,15.27322963,16.36478519,1068.35333333,102.91777778,484.61333333,48522,0.06994629,0.78666115,0.85660744
ht_0_hightown_a3,1440,696,0.41728244,0.51465649,13.83578626,14.76772519,1111.84503817,101.66030534,575.55496183,51100,0.07102966,0.82845688,0.89948654
