Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
arena,112,55,0.28075000,0.22000000,6.34275000,6.84350000,638.40000000,60.58750000,0.00000000,673,0.00100708,0.01091099,0.01191807
arena2,1075,547,0.46262648,0.49033369,29.64645856,30.59941873,2767.90096878,228.46071044,730.59526372,31616,0.04406357,0.51257324,0.55663681
brc000d,2353,1331,1.01000000,1.12101176,154.95529412,157.08630588,19056.31294118,545.58941176,5923.01764706,237733,0.14791870,3.85423756,4.00215626
brc100d,3334,1918,0.58440868,0.65610917,36.15753674,37.39805458,3888.73058083,275.38838348,988.01189643,174580,0.14318466,2.83037186,2.97355652
brc101d,2646,1534,0.65072831,0.76943635,23.53614946,24.95631412,2197.44268524,126.37618746,773.66751108,121760,0.10770798,1.97402954,2.08173752
brc200d,1322,708,0.67720000,0.39798667,6.91645333,7.99164000,489.97733333,69.31466667,73.53133333,25454,0.03643417,0.41267204,0.44910622
brc201d,4214,2170,0.48436263,0.54876208,14.53500230,15.56812701,1260.49516797,124.35158767,287.78785090,72505,0.08903503,1.17548466,1.26451969
brc202d,4035,2013,0.54185788,0.70666137,18.76663755,20.01515681,1434.38666137,132.42993251,391.48114331,109393,0.14048386,1.77353001,1.91401386
brc203d,2258,1190,0.53965152,0.60007576,21.19078788,22.33051515,1705.44242424,153.02575758,507.10606061,56475,0.07442474,0.91559887,0.99002361
brc204d,2399,1254,0.49306202,0.59954780,22.29063307,23.38324289,1891.35400517,167.44379845,789.37790698,60187,0.07797241,0.97577953,1.05375195
brc300d,848,483,0.38542623,0.39893443,8.60145902,9.38581967,725.83524590,82.12704918,109.84672131,13657,0.01739120,0.22141361,0.23880482
brc501d,2853,1601,1.23039416,1.26332847,143.53059854,146.02432117,18140.22554745,518.33211679,6465.42992701,409850,0.21441269,6.64467812,6.85909081
brc502d,670,394,0.54127049,0.43295082,29.27479508,30.24901639,3226.00409836,222.05122951,617.44672131,20916,0.02099228,0.33909988,0.36009216
brc503d,4313,2433,0.95953964,1.09854220,118.54202046,120.60010230,15375.94948849,525.94117647,5041.21035806,376623,0.24736023,6.10598660,6.35334682
brc504d,5007,2739,1.12958438,1.30731738,108.90345088,111.34035264,10858.97040302,623.93576826,1667.01763224,200290,0.17568588,3.24719429,3.42288017
brc505d,3903,2186,0.97098039,1.04475817,101.00717647,103.02291503,11440.84640523,467.39084967,2740.06928105,259484,0.16144943,4.20687485,4.36832428
brc997d,1751,1003,0.81617084,0.77066274,106.42294551,108.00977909,12629.28571429,455.07069219,3792.52871870,128921,0.10024643,2.09012699,2.19037342
brc999d,782,460,0.70826087,0.52304348,49.93360870,51.16491304,5293.33260870,257.96086957,3192.38695652,55015,0.04969406,0.89192867,0.94162273
combat,44,28,0.19159196,0.19975270,1.31851623,1.70986090,96.79907264,14.77897991,23.24265842,1540,0.00489426,0.02496719,0.02986145
combat2,38,22,0.23530139,0.33916538,1.82374034,2.39820711,86.18238022,14.54868624,19.51622875,1333,0.00452805,0.02161121,0.02613926
den000d,3997,2244,0.86738095,0.78558730,49.13641270,50.78938095,4637.83015873,300.66349206,2382.01349206,257492,0.23623276,4.17457962,4.41081238
den001d,484,245,0.62623529,0.38749020,22.47662745,23.49035294,1923.89803922,178.98627451,458.96274510,8803,0.01345444,0.14271832,0.15617275
den005d,1953,976,0.38729551,0.49770449,15.14102902,16.02602902,1206.00527704,153.76253298,152.22031662,25613,0.03797531,0.41524982,0.45322514
den009d,94,47,0.23290000,0.25480000,3.83980000,4.32750000,355.32000000,66.20000000,0.00000000,253,0.00074768,0.00410175,0.00484943
den011d,1346,604,0.43848718,0.47423077,17.52823077,18.44094872,1438.46025641,165.90384615,178.44743590,20196,0.03078842,0.32742691,0.35821533
den012d,1541,852,0.57607083,0.53887015,19.67298482,20.78792580,1486.81450253,140.38870152,691.50590219,52971,0.06973648,0.85879040,0.92852688
den020d,369,191,0.24628571,0.34276190,14.64004762,15.22909524,1462.70952381,180.24285714,68.63809524,3137,0.00579453,0.05085850,0.05665302
den101d,162,87,0.28700000,0.26763636,9.25236364,9.80700000,908.98181818,130.55454545,0.52727273,798,0.00191116,0.01293755,0.01484871
den200d,1270,688,0.43371538,0.44922636,16.84009551,17.72303725,1497.08022923,145.57211079,354.14899713,31792,0.04606247,0.51542664,0.56148911
den200n,1309,717,0.52516252,0.57577438,20.52795411,21.62889101,1495.08126195,153.91969407,351.03346080,34696,0.05036545,0.56250763,0.61287308
den201d,70,39,0.23727273,0.25290909,3.12400000,3.61418182,239.40000000,40.02727273,0.00000000,210,0.00056458,0.00340462,0.00396919
den202d,84,47,0.26942857,0.22800000,4.29828571,4.79571429,422.87142857,59.32142857,0.00000000,300,0.00067139,0.00486374,0.00553513
den203d,314,160,0.33605882,0.32905882,16.02500000,16.69011765,1788.47058824,215.12058824,13.65294118,2150,0.00425339,0.03485680,0.03911018
den204d,207,106,0.34283186,0.30646018,16.91681416,17.56610619,1894.90265487,152.34070796,0.35398230,3049,0.00484848,0.04943180,0.05428028
den206d,362,188,0.30664606,0.33564142,8.81536321,9.45765070,835.75115920,101.59350850,52.01700155,2335,0.00417328,0.03785610,0.04202938
den207d,100,50,0.13550000,0.27337500,7.32237500,7.73125000,541.35000000,72.78125000,0.00000000,402,0.00085449,0.00651741,0.00737190
den308d,396,204,0.28703226,0.31438710,15.82716129,16.42858065,1575.35806452,170.92903226,113.37741935,4601,0.00817490,0.07459354,0.08276844
den312d,362,180,0.34425000,0.33168750,19.74787500,20.42381250,2251.22500000,251.59687500,7.29375000,2441,0.00436020,0.03957462,0.04393482
den400d,1631,886,0.68347500,0.64267500,62.62785000,63.95400000,6997.97125000,292.22500000,3270.37250000,124833,0.10804749,2.02385044,2.13189793
den401d,1161,576,0.42935065,0.45038961,19.46007792,20.33981818,1667.92077922,168.33116883,255.18701299,16017,0.02479935,0.25967503,0.28447437
den403d,166,80,0.19945455,0.25563636,9.21981818,9.67490909,989.51818182,123.62727273,1.29090909,1059,0.00215530,0.01716900,0.01932430
