Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
den404d,68,35,0.09861538,0.24061538,3.38584615,3.72507692,225.96923077,52.97692308,0.00000000,137,0.00051880,0.00222111,0.00273991
den405d,136,67,0.23755556,0.23511111,6.30211111,6.77477778,551.17777778,104.89444444,0.25555556,435,0.00140762,0.00705242,0.00846004
den407d,114,64,0.26114286,0.22842857,6.21514286,6.70471429,542.05714286,85.47142857,0.00000000,373,0.00093079,0.00604725,0.00697803
den408d,122,65,0.49100000,0.23228571,4.64942857,5.37271429,413.14285714,51.40000000,0.00000000,483,0.00096130,0.00783062,0.00879192
den500d,1708,822,0.30901181,0.49463021,14.06324425,14.86688626,1191.61280298,131.57426973,326.05469236,39113,0.06006622,0.63411808,0.69418430
den501d,1963,965,0.37235489,0.45484245,11.49694859,12.32414594,970.97927032,110.19402985,192.83250415,39330,0.05626297,0.63763618,0.69389915
den502d,734,400,0.62055313,0.55010189,22.38486172,23.55551674,1582.05967977,150.92139738,1050.67831150,29958,0.04162216,0.48569298,0.52731514
den504d,1164,658,0.44907216,0.49307806,29.59081001,30.53296024,2829.75699558,258.29896907,312.10162003,22246,0.03126144,0.36066246,0.39192390
den505d,1684,805,0.30728510,0.50470006,14.02141002,14.83339518,1046.93568336,130.89239332,329.23005566,36496,0.05898285,0.59169006,0.65067291
den510d,3832,2178,0.64227439,0.67178925,38.49418884,39.80825248,3650.49869588,263.10119979,1493.63588941,192906,0.19497299,3.12748146,3.32245445
den520d,1663,917,0.59718468,0.60531532,26.81400901,28.01650901,2068.35923423,160.76463964,857.80743243,62026,0.07287216,1.00559425,1.07846642
den600d,1017,536,0.33697143,0.40867143,7.86100000,8.60664286,645.68214286,89.38571429,91.93357143,13394,0.02414322,0.21714973,0.24129295
den601d,1605,794,0.35824837,0.43928105,7.67011765,8.46764706,520.15424837,81.65228758,60.49673203,24729,0.03801346,0.40091801,0.43893147
den602d,3391,1757,0.48135556,0.56002963,11.60700000,12.64838519,838.69407407,102.58222222,67.01518519,69592,0.09484482,1.12825775,1.22310257
den900d,489,269,0.45269136,0.44587654,30.29343210,31.19200000,2671.83950617,260.61728395,286.96790123,6412,0.01096725,0.10395432,0.11492157
den901d,394,212,0.37697228,0.35799574,15.89134328,16.62631130,1642.55863539,125.95522388,148.34754797,6703,0.00941849,0.10867214,0.11809063
den998d,333,190,0.32823077,0.35315385,24.37461538,25.05600000,2680.83846154,252.20000000,24.31538462,2351,0.00339127,0.03811550,0.04150677
hrt000d,5519,3095,1.09849953,1.04643989,52.05123020,54.19616962,4781.10531221,245.56477167,3548.73671948,635158,0.44961929,10.29747581,10.74709511
hrt001d,442,234,0.43564706,0.36311765,26.36676471,27.16552941,2685.24117647,240.52352941,255.49411765,5962,0.00869370,0.09665871,0.10535240
hrt002d,194,100,0.31136564,0.28158590,13.19700441,13.78995595,1288.77533040,168.80176211,0.00000000,755,0.00154114,0.01224041,0.01378155
hrt201d,2571,1334,0.37924563,0.49771849,20.94447102,21.82143514,1993.53265869,193.07727691,616.82428703,51853,0.06169128,0.84066486,0.90235615
hrt201n,2607,1368,0.36887603,0.54409917,19.43714050,20.35011570,1662.37603306,191.17024793,466.78677686,42529,0.06326294,0.68949986,0.75276279
isound1,20,11,0.09545455,0.13754545,0.30745455,0.54045455,21.16363636,7.05000000,0.00000000,25,0.00015259,0.00040531,0.00055790
lak100c,3725,2122,0.44424213,0.59627953,16.81231299,17.85283465,1597.25000000,138.78051181,484.23720472,142071,0.13624573,2.30332088,2.43956661
lak100d,4572,2571,0.49943227,0.65362550,27.09274900,28.24580677,2879.43426295,189.98157371,717.15737052,169467,0.15354919,2.74747753,2.90102673
lak100n,3875,2210,0.42650295,0.55463654,13.95168959,14.93282908,1170.14292731,127.68123772,515.17387033,139648,0.13491821,2.26403809,2.39895630
lak101d,52,25,0.19150000,0.18375000,0.80400000,1.17925000,48.87500000,13.75000000,0.00000000,86,0.00039673,0.00139427,0.00179100
lak102d,90,42,0.14323077,0.20107692,5.08800000,5.43230769,536.21538462,76.70000000,0.00000000,315,0.00071716,0.00510693,0.00582409
lak103d,136,67,0.21108108,0.27364865,8.57540541,9.06013514,817.43243243,120.62500000,0.00000000,461,0.00106812,0.00747395,0.00854206
lak104d,100,52,0.10969231,0.22292308,6.18030769,6.51292308,552.00000000,95.85384615,0.00000000,300,0.00082397,0.00486374,0.00568771
lak105d,91,43,0.10780000,0.16940000,3.60100000,3.87820000,372.30000000,48.91000000,0.00000000,366,0.00076294,0.00593376,0.00669670
lak106d,215,111,0.25936000,0.29296000,12.69568000,13.24800000,1319.38000000,146.46400000,21.18800000,1515,0.00306320,0.02456188,0.02762508
lak107d,56,28,0.13472727,0.20527273,1.87545455,2.21545455,146.47272727,35.49090909,0.00000000,107,0.00042725,0.00173473,0.00216198
lak108d,72,33,0.21466667,0.18933333,2.01466667,2.41866667,158.40000000,33.01111111,0.00000000,163,0.00054932,0.00264263,0.00319195
lak109d,96,58,0.28138462,0.22738462,4.18446154,4.69323077,406.15384615,70.09230769,0.00000000,265,0.00073242,0.00429630,0.00502872
lak110d,36,16,0.19828571,0.21314286,0.95371429,1.36514286,50.57142857,13.52857143,0.00000000,60,0.00027466,0.00097275,0.00124741
lak200d,786,436,0.39068852,0.35940984,10.55570492,11.30580328,933.13114754,104.65409836,136.09508197,11610,0.01991653,0.18822670,0.20814323
lak201d,1277,663,0.40862651,0.42161446,11.99710843,12.82734940,964.95421687,122.53614458,141.20722892,13772,0.02331161,0.22327805,0.24658966
lak202d,629,325,0.33180000,0.37234286,12.47777143,13.18191429,1161.26571429,140.32285714,57.28857143,6392,0.01335144,0.10363007,0.11698151
lak203d,447,201,0.30147059,0.29794118,11.25135294,11.85076471,1023.02352941,127.24117647,27.27058824,3008,0.00644302,0.04876709,0.05521011
lak250d,1101,611,0.58272401,0.54860215,15.52458781,16.65591398,916.62365591,93.53046595,33.72043011,11834,0.02021790,0.19185829,0.21207619
lak300d,589,336,0.56548263,0.40486486,20.34226512,21.31261261,1935.40669241,136.57400257,618.50450450,28578,0.03459549,0.46331978,0.49791527
lak302d,1176,573,0.39269045,0.48786885,10.01706847,10.89762777,660.51687560,108.06557377,76.11089682,16168,0.03138351,0.26212311,0.29350662
lak303d,2530,1409,0.61264151,0.68062264,60.35207547,61.64533962,6700.21037736,453.98962264,524.10849057,61092,0.06162643,0.99045181,1.05207825
lak304d,3024,1653,0.57270375,0.81505821,81.38077620,82.76853816,9702.44113842,554.69857697,1483.97283312,73346,0.06632614,1.18911934,1.25544548
lak307d,288,158,0.29972222,0.29648148,7.75018519,8.34638889,679.93518519,54.45370370,36.35648148,5592,0.00817490,0.09066010,0.09883499
lak308d,1695,944,0.45574791,0.49738800,15.06364465,16.01678056,1157.69400152,146.60440395,296.13135915,32460,0.04574966,0.52625656,0.57200623
lak400d,3501,1972,0.60087022,0.74186047,43.17206302,44.51479370,4384.24456114,239.94823706,671.75468867,188729,0.18707275,3.05976200,3.24683475
lak401d,3972,2058,0.41172540,0.56126316,10.49323570,11.46622426,755.15789474,88.80915332,145.22379863,84515,0.11331558,1.37019634,1.48351192
lak403d,1281,738,0.67663897,0.51486611,33.75619575,34.94770083,3504.97599261,174.21329640,3278.81994460,123011,0.09956360,1.99431133,2.09387493
lak404d,1266,654,0.82823184,0.53969186,14.87536317,16.24328687,1024.39398386,125.60821717,166.63683052,18704,0.03027725,0.30323792,0.33351517
lak405d,5171,2910,0.45544630,0.55037232,9.88800477,10.89382339,725.37565632,89.03794749,138.93412888,128001,0.16276169,2.07521152,2.23797321
lak503d,2573,1392,0.62883871,0.75656452,80.22300000,81.60840323,9546.50241935,531.05806452,688.03064516,67173,0.06527328,1.08903980,1.15431309
lak504d,2962,1586,0.54299213,0.68125984,81.43734908,82.66160105,9831.02099738,543.42257218,1315.27952756,69524,0.06388474,1.12715530,1.19104004
lak505d,2785,1536,0.71212380,0.91477054,107.83818570,109.46508004,11618.49306297,627.32550694,886.78975454,77364,0.07699203,1.25426102,1.33125305
lak506d,2446,1336,0.46128205,0.61854701,39.01211966,40.09194872,3987.15641026,327.28461538,232.87948718,45156,0.05485153,0.73209000,0.78694153
lak507d,300,157,0.34345455,0.29718182,9.77836364,10.41900000,866.36818182,90.12272727,77.56363636,4296,0.00819016,0.06964874,0.07783890
lak510d,434,231,0.35731818,0.38463636,34.29922727,35.04118182,3639.10909091,234.68409091,668.62500000,10038,0.01125717,0.16274071,0.17399788
lak511d,2480,1381,0.46227405,0.47593780,15.01669582,15.95490768,1260.61516035,133.15257532,186.40913508,50598,0.06936264,0.82031822,0.88968086
lak512d,2003,1036,0.52287594,0.49696429,9.71187970,10.73171992,675.69078947,91.01456767,157.99765038,41308,0.06461334,0.66970444,0.73431778
lak513d,3982,2193,0.58044297,0.69220377,21.80117386,23.07382060,1914.16279070,147.00664452,1139.47619048,98505,0.11865616,1.59700871,1.71566486
lak514d,2121,1191,0.48921182,0.50137931,20.83906404,21.82965517,1809.04679803,178.56896552,103.96059113,22630,0.04208755,0.36688805,0.40897560
lak515d,200,109,0.49884211,0.24536842,3.28073684,4.02494737,308.04736842,24.95263158,62.20000000,4831,0.00625229,0.07832241,0.08457470
lak519d,1187,687,0.64815261,0.60040161,63.88855422,65.13710843,7487.74297189,399.36345382,2053.95381526,52094,0.04486084,0.84457207,0.88943291
lak526d,212,120,0.33590909,0.28300000,11.18681818,11.80572727,1071.76363636,131.66363636,52.94545455,1403,0.00287247,0.02274609,0.02561855
lgt101d,128,71,0.24707692,0.25292308,9.12446154,9.62446154,968.67692308,116.10769231,0.00000000,584,0.00109863,0.00946808,0.01056671
lgt300d,2549,1439,0.84590582,0.65370637,63.92831025,65.42792244,7031.13351801,304.06149584,2086.96509695,238280,0.19013596,3.86310577,4.05324173
lgt600d,1110,655,0.61505595,0.56813835,26.34036623,27.52356053,2647.81383520,158.49135300,2071.85249237,84071,0.06784058,1.36299801,1.43083858
lgt601d,1478,856,0.75817284,0.63034568,69.48358025,70.87209877,8726.30617284,364.98271605,3054.36296296,121180,0.09924316,1.96462631,2.06386948
lgt602d,2548,1476,0.54185859,0.57642424,41.60898990,42.72727273,4298.87979798,313.01111111,1396.36060606,104405,0.10389709,1.69266224,1.79655933
lgt603d,2177,1247,0.48794355,0.57083333,33.16135753,34.22013441,3186.52284946,287.23588710,440.81653226,67195,0.08190918,1.08939648,1.17130566
lgt604d,1024,603,0.75242458,0.62679330,37.97418994,39.35340782,3687.11508380,239.00893855,808.25363128,43566,0.03707504,0.70631218,0.74338722
lgt605d,230,136,0.44614815,0.28896296,8.12651852,8.86162963,879.83333333,77.36296296,104.11111111,3211,0.00457382,0.05205822,0.05663204
orz000d,252,111,0.21063492,0.31047619,13.75142857,14.27253968,1295.46560847,144.00529101,167.93386243,2646,0.00456619,0.04289818,0.04746437
orz100d,6719,3778,0.79249277,0.89785035,51.88498553,53.57532865,5235.98139727,329.22529971,2083.00413394,447030,0.36441040,7.24745750,7.61186790
orz101d,200,105,0.36713043,0.31330435,13.02643478,13.70686957,1020.41304348,133.13478261,7.68695652,1145,0.00242996,0.01856327,0.02099323
orz102d,84,38,0.25661538,0.20630769,3.61369231,4.07661538,300.07692308,53.51538462,0.00000000,236,0.00067139,0.00382614,0.00449753
orz103d,4913,2670,0.43898702,0.58997709,12.38806312,13.41702723,743.61160601,132.96004072,170.27207941,75571,0.11129379,1.22519207,1.33648586
orz105d,110,56,0.21120000,0.26933333,7.37426667,7.85480000,512.13333333,81.00000000,0.00000000,335,0.00083923,0.00543118,0.00627041
orz106d,60,28,0.26950000,0.17900000,1.64675000,2.09525000,136.50000000,21.92500000,0.00000000,183,0.00048828,0.00296688,0.00345516
orz107d,82,40,0.18283333,0.20433333,1.30083333,1.68800000,97.46666667,22.04166667,0.00000000,173,0.00062561,0.00280476,0.00343037
orz200d,1275,668,0.51724528,0.53709434,57.01177358,58.06611321,6291.20566038,449.28301887,501.40377358,21474,0.02636719,0.34814644,0.37451363
orz201d,136,60,0.18920000,0.29480000,8.80533333,9.28933333,632.32000000,103.06666667,0.00000000,417,0.00106812,0.00676060,0.00782871
orz203d,36,19,0.16775000,0.16200000,0.21075000,0.54050000,11.47500000,3.57500000,0.00000000,52,0.00027466,0.00084305,0.00111771
orz300d,6031,3373,0.90630952,1.02554233,59.87195767,61.80380952,5980.77777778,378.88624339,3353.98611111,347863,0.27716064,5.63971615,5.91687679
orz301d,836,451,0.24506977,0.37293023,30.86362791,31.48162791,3135.16279070,331.92790698,121.79069767,10313,0.01675797,0.16719913,0.18395710
orz302d,444,225,0.28865385,0.36365385,11.30165385,11.95396154,938.61153846,128.65961538,64.30192308,4923,0.01126099,0.07981396,0.09107494
orz303d,1964,989,0.29104348,0.41102609,12.82380870,13.52587826,1349.56608696,106.29739130,559.72086957,51721,0.06360626,0.83852482,0.90213108
orz304d,464,251,0.23066667,0.37247619,22.16357143,22.76671429,1918.08571429,201.65714286,108.00000000,5554,0.01083755,0.09004402,0.10088158
orz500d,1263,667,0.46444700,0.52806452,25.94894009,26.94145161,2405.30299539,170.48732719,722.77073733,35283,0.04849625,0.57202435,0.62052059
orz601d,292,141,0.27876923,0.32030769,14.26369231,14.86276923,1272.50000000,166.44230769,75.50769231,1553,0.00331497,0.02517796,0.02849293
orz700d,7295,4166,0.61544554,0.69875977,19.16454403,20.47874935,1801.28087546,129.20218864,778.12272017,411203,0.35607529,6.66661358,7.02268887
orz701d,4289,2476,0.63280747,0.55491951,17.50199614,18.68972312,1543.57469414,128.07791372,618.47746297,164694,0.16651535,2.67009544,2.83661079
orz702d,5831,3295,0.66184102,0.69392417,17.26694381,18.62270900,1407.49794427,129.06349931,634.61649155,396009,0.31032944,6.42028141,6.73061085
orz703d,3722,2183,0.44631155,0.61214861,13.55856759,14.61702775,1046.07743957,104.38316920,733.20411817,206032,0.21026230,3.34028625,3.55054855
orz704d,154,79,0.33940000,0.31450000,8.67010000,9.32400000,597.65000000,60.19500000,12.14000000,1566,0.00249100,0.02538872,0.02787971
orz800d,2404,1290,0.41912094,0.40187278,5.34101556,6.16200928,398.50641551,55.54627355,341.04122304,60523,0.08999252,0.98122692,1.07121944
orz900d,7867,4402,0.52595581,0.61834925,9.16402566,10.30833072,507.99515324,92.68638632,202.83877406,228711,0.27990341,3.70796871,3.98787212
orz901d,3876,2167,0.53603899,0.53598669,7.82430813,8.89633381,492.09629101,77.21469330,64.65240133,119438,0.14218521,1.93638420,2.07856941
orz999d,1831,973,0.39472995,0.45247136,7.13634206,7.98354337,619.44803601,62.27905074,168.96072013,69679,0.09210587,1.12966824,1.22177410
ost000a,10161,5604,0.97351675,1.29208134,66.19650718,68.46210526,6392.60925040,317.14354067,4547.02113238,917100,0.62987900,14.86845016,15.49832916
ost000t,7797,4311,0.97817255,1.19884706,63.59225882,65.76927843,6233.46313725,314.13725490,3649.27686275,690146,0.50010300,11.18896675,11.68906975
ost001d,1551,848,0.52693939,0.58536364,46.71306061,47.82536364,5149.63181818,337.39848485,567.05757576,36676,0.03759384,0.59460831,0.63220215
ost002d,1492,805,0.62464516,0.76438710,77.36074194,78.74977419,7559.29677419,426.60645161,1480.99354839,44722,0.04386902,0.72505379,0.76892281
ost003d,1718,938,0.58598109,0.56368794,66.27139480,67.42106383,7555.78250591,454.41725768,499.65130024,41017,0.04880905,0.66498661,0.71379566
ost004d,343,184,0.40600000,0.37200000,17.65927273,18.43727273,1706.24545455,113.32272727,86.04545455,8221,0.00989914,0.13328266,0.14318180
ost100d,8815,5069,0.81379729,1.00370450,62.18378301,64.00128480,6805.29621699,292.21805853,5303.38829408,1499395,0.91875839,24.30888653,25.22764492
ost101d,382,224,0.50518293,0.31847561,11.71908537,12.54274390,1091.19512195,111.76829268,113.55487805,5412,0.01125717,0.08774185,0.09899902
ost102d,38,18,0.20057143,0.17657143,0.63685714,1.01400000,39.08571429,11.58571429,0.00000000,58,0.00028992,0.00094032,0.00123024
oth000d,1503,870,0.51460773,0.47272928,19.63433149,20.62166851,2032.74475138,130.82651934,736.84530387,73136,0.06672287,1.18571472,1.25243759
oth001d,2170,1202,0.72218579,0.67437158,15.76693989,17.16349727,1012.99180328,86.33333333,50.88251366,40585,0.05128098,0.65798283,0.70926380
oth999d,6,2,0.06813333,0.12666667,0.00680000,0.20160000,0.02666667,0.02666667,0.00000000,2,0.00004578,0.00003242,0.00007820
rmtst,409,215,0.34042553,0.33442553,20.55276596,21.22761702,1905.64255319,212.66170213,282.20425532,3752,0.00669098,0.06082916,0.06752014
rmtst01,393,205,0.31446809,0.35327660,22.24148936,22.90923404,1799.23191489,203.93829787,272.08723404,3565,0.00634003,0.05779743,0.06413746
rmtst03,413,213,0.33846809,0.32502128,18.79080851,19.45429787,1756.68085106,200.21276596,282.01702128,3679,0.00649261,0.05964565,0.06613827
