Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
arena,112,26642,55,0.49575000,0.96262500,0.64612500,2.10450000,9.94375000,0.00000000,0.68750000,89850,13.84982681,1.37100220,0.24435425,2.13285255,17.59803581,0.04604807
combat,44,1269,28,0.24182380,0.47873261,0.23486862,0.95542504,5.53941267,0.00000000,0.15765070,4779,0.37365341,0.07292175,0.01239395,0.07852173,0.53749084,0.10715516
combat2,38,1047,22,0.18630603,0.39069552,0.20850077,0.78550232,6.36939722,0.00000000,0.10819165,3567,0.28030014,0.05442810,0.01018906,0.06249809,0.40741539,0.10313163
den009d,94,3265,47,0.25990000,0.39920000,0.20060000,0.85970000,3.04500000,0.00000000,0.00000000,7882,0.67044830,0.12026978,0.03065491,0.21485519,1.03622818,0.08599386
den020d,369,32274,191,0.21000000,0.55061905,0.31285714,1.07347619,4.75714286,0.00000000,0.04761905,92889,12.82035828,1.41737366,0.30637741,2.55357265,17.09768200,0.05362259
den101d,162,9063,87,0.25118182,0.45027273,0.24681818,0.94827273,3.53636364,0.00000000,0.04090909,25466,2.71530151,0.38858032,0.08569336,0.63073635,3.82031155,0.06861039
den201d,70,3072,39,0.18000000,0.36109091,0.15290909,0.69400000,3.12727273,0.00000000,0.02727273,8177,0.72696304,0.12477112,0.02968597,0.20166302,1.08308315,0.08499424
den202d,84,5370,47,0.23700000,0.35885714,0.19885714,0.79471429,3.87857143,0.00000000,0.15000000,14608,1.70329666,0.22290039,0.05119324,0.36381531,2.34120560,0.06200187
den203d,314,14507,160,0.27311765,0.48517647,0.30235294,1.06064706,5.85294118,0.00000000,0.04117647,44366,4.75689697,0.67697144,0.13815308,1.04979801,6.62181950,0.07152102
den206d,362,19366,188,0.25112828,0.55069552,0.35839258,1.16021638,7.35703246,0.00000000,0.06027821,55482,6.61869431,0.84658813,0.18183136,1.47016621,9.11728001,0.06841234
den207d,100,8816,50,0.14350000,0.53337500,0.29500000,0.97187500,3.16875000,0.00000000,0.08750000,24207,2.85380936,0.36936951,0.08269501,0.61843204,3.92430592,0.06125843
den308d,396,60610,204,0.37458065,0.84903226,0.48367742,1.70729032,4.25483871,0.00000000,0.00645161,167491,28.68508148,2.55570984,0.56964493,4.93069553,36.74113178,0.04384048
den312d,362,30640,180,0.34081250,0.65987500,0.37706250,1.37775000,3.27812500,0.00000000,0.07500000,82646,10.85972214,1.26107788,0.28819275,2.42138577,14.83037853,0.05537978
den403d,166,10728,80,0.18045455,0.47200000,0.24118182,0.89363636,4.87727273,0.00000000,0.06818182,29994,3.23097610,0.45767212,0.10132599,0.76585293,4.55582714,0.06714019
den404d,68,1330,35,0.08384615,0.27400000,0.14323077,0.50107692,2.73846154,0.00000000,0.00000000,3226,0.21947098,0.04922485,0.01266479,0.07775211,0.35911274,0.11145176
den405d,136,7580,67,0.20311111,0.43711111,0.18833333,0.82855556,3.66666667,0.00000000,0.00555556,17812,1.59316635,0.27178955,0.07031250,0.52743530,2.46270370,0.07950288
den407d,114,8555,64,0.22985714,0.40457143,0.26300000,0.89742857,5.12142857,0.00000000,0.04285714,21686,2.34846878,0.33090210,0.07988358,0.59554195,3.35479641,0.06614886
den408d,122,14679,65,0.31457143,0.42314286,0.13385714,0.87157143,1.53571429,0.00000000,0.18571429,37937,5.17891693,0.57887268,0.13838959,1.08441830,6.98059750,0.05154252
