Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0041SR,246,49433,143,0.37726562,1.13350000,0.14403125,1.65479687,0.88125000,0.00000000,0.02500000,144063,29.68178558,2.19822693,0.47885132,4.05657959,36.41544342,0.03770851
AR0042SR,162,40997,104,0.27912500,0.97103125,0.09629688,1.34645313,1.07421875,0.00000000,0.01640625,116889,21.34737778,1.78358459,0.39075089,3.38366795,26.90538120,0.03808512
AR0043SR,188,37812,113,0.30734375,1.01685938,0.11428125,1.43848438,0.72500000,0.00000000,0.01718750,105251,18.56827164,1.60600281,0.35890961,3.08900356,23.62218761,0.04137200
AR0044SR,84,16359,57,0.23992188,0.86732812,0.19168750,1.29893750,3.28203125,0.00000000,0.05703125,58249,7.99139023,0.88880920,0.15780258,1.27011585,10.30811787,0.04976153
AR0046SR,318,74952,179,0.35060937,1.55679687,0.31153125,2.21893750,2.10156250,0.00000000,0.04375000,201710,36.97439194,3.07785034,0.70219421,6.29072857,47.04516506,0.04134996
AR0201SR,350,28993,214,0.33801562,1.00489062,0.40285938,1.74576563,4.03281250,0.00000000,0.01328125,93912,11.40237427,1.43298340,0.29265594,2.31931877,15.44733238,0.07055242
AR0203SR,256,49385,149,0.30985937,1.22948437,0.33245312,1.87179687,2.85859375,0.00000000,0.02656250,124698,19.86808014,1.90274048,0.45626831,4.09562778,26.32271671,0.04534316
AR0310SR,256,74424,154,0.29549858,1.61568851,0.43737892,2.34856600,3.17853751,0.00000000,0.07502374,214454,40.41683197,3.27230835,0.69564438,6.27335644,50.65814114,0.04104510
AR0331SR,356,58644,220,0.36325342,1.72659247,0.78924658,2.87909247,6.99229452,0.00000000,0.03339041,193481,34.83725739,2.95228577,0.57854843,4.87737274,43.24546432,0.04684452
AR0410SR,272,56270,160,0.33115955,1.36641674,0.42385353,2.12142982,3.29555362,0.00000000,0.01394943,150561,25.90612030,2.29737854,0.53047562,4.69915390,33.43312836,0.04352867
AR0413SR,352,22114,215,0.26448437,0.97107812,0.46310938,1.69867188,6.06796875,0.00000000,0.02500000,71961,9.09845734,1.09803772,0.21974564,1.74352074,12.15976143,0.06865251
AR0418SR,122,13498,71,0.19340961,0.71180778,0.02379863,0.92901602,0.18306636,0.00000000,0.00686499,32182,4.13787842,0.49105835,0.12528610,1.01564598,5.76986885,0.05343473
AR0502SR,336,80620,187,0.33362563,1.71979764,0.60006745,2.65349073,4.98145025,0.00000000,0.04468803,222838,37.60047531,3.40023804,0.74879456,6.84426117,48.59376907,0.04507510
AR0503SR,316,40222,183,0.32103741,1.32151361,0.53205782,2.17460884,4.45068027,0.00000000,0.04166667,117411,16.48742676,1.79154968,0.38120651,3.33105373,21.99123669,0.05440726
AR0517SR,120,12235,62,0.18968528,0.71602030,0.04318782,0.94889340,0.42639594,0.00000000,0.00507614,28702,3.63527298,0.43795776,0.11362076,0.91041279,5.09726429,0.05303228
AR0526SR,356,58644,220,0.35852740,1.70191781,0.79388699,2.85433219,6.99229452,0.00000000,0.03339041,193481,34.83725739,2.95228577,0.57854843,4.87737274,43.24546432,0.04684452
AR0705SR,864,64236,471,0.34876562,1.86957812,0.72820312,2.94654687,6.73203125,0.00000000,0.08671875,213377,28.28572464,3.25587463,0.62586212,5.29527569,37.46273708,0.06343716
AR0711SR,502,64051,290,0.36326563,1.44545313,0.59995312,2.40867187,5.40312500,0.00000000,0.03671875,192017,28.99316788,2.92994690,0.60742569,5.33547211,37.86601257,0.05047483
