Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
ca_cave,707,80084,372,0.41936667,0.98003333,0.44480000,1.84420000,3.20500000,0.00000000,0.02166667,216642,32.65655899,3.30569458,0.75737762,6.50954151,43.22917271,0.05059766
dr_primevalentrance,536,87184,274,0.37597778,1.34160000,0.56955556,2.28713333,3.78444444,0.00000000,0.01555556,245374,37.90989304,3.74411011,0.81552124,7.21823692,49.68776131,0.04649171
dr_slavers,728,94470,293,0.35136842,1.22240000,0.60640000,2.18016842,6.53263158,0.00000000,0.08842105,325083,50.87037659,4.96037292,0.88061142,7.95237732,64.66373825,0.04791823
ht_brothel_n,846,92158,432,0.38714815,1.35151852,0.70900000,2.44766667,7.72222222,0.00000000,0.08703704,285567,43.54248428,4.35740662,0.86109924,7.57465172,56.33564186,0.05145555
ht_chantry,510,53727,271,0.34961702,1.05761702,0.59289362,2.00012766,8.54468085,0.00000000,0.08510638,177673,28.72177505,2.71107483,0.50427628,4.38467503,36.32180119,0.04457059
ht_chantry_n,500,52364,267,0.34634043,1.22246809,0.71429787,2.28310638,7.92127660,0.00000000,0.21702128,168709,26.47113037,2.57429504,0.49150467,4.27030754,33.80723763,0.04628821
ht_keep,788,70592,396,0.39425000,1.32685000,0.69665000,2.41775000,6.87875000,0.00000000,0.11500000,220676,33.80564880,3.36724854,0.66469193,5.80757332,43.64516258,0.04844710
ht_keep_n,782,70028,394,0.35520000,1.28110000,0.61745000,2.25375000,6.72125000,0.00000000,0.05625000,217804,33.86869431,3.32342529,0.65817261,5.76030827,43.61060047,0.04743989
ht_playershouse_n,226,10257,109,0.29268421,0.64021053,0.30457895,1.23747368,4.79210526,0.00000000,0.01842105,28629,2.96443939,0.43684387,0.09722900,0.71870041,4.21721268,0.07520502
ht_store,42,1419,19,0.24942857,0.53514286,0.13428571,0.91885714,2.04285714,0.00000000,0.14285714,3535,0.27349854,0.05393982,0.01327515,0.08623600,0.42694950,0.09453566
lt_backalley_g,400,68553,189,0.33693023,1.06427907,0.44102326,1.84223256,4.34651163,0.00000000,0.06744186,174887,28.98200226,2.66856384,0.63441467,5.66272640,37.94770718,0.04366095
lt_backalley_n,400,68553,189,0.33651163,1.01032558,0.41265116,1.75948837,4.23023256,0.00000000,0.05116279,174887,28.98200226,2.66856384,0.63441467,5.66272640,37.94770718,0.04366095
lt_darktown,839,93587,450,0.40476923,1.29813187,0.64885714,2.35175824,6.57142857,0.00000000,0.04065934,274174,42.57163239,4.18356323,0.88454437,7.72119713,55.36093712,0.04930779
lt_foundry_n,270,14110,147,0.30403774,0.68124528,0.27090566,1.25618868,3.88490566,0.00000000,0.01320755,38244,4.41643143,0.58355713,0.13554382,1.03228664,6.16781902,0.06481767
lt_gallowsprison_n,156,20342,71,0.31088235,0.72241176,0.22829412,1.26158824,2.71176471,0.00000000,0.12647059,53394,7.44723892,0.81472778,0.18817139,1.59767342,10.04781151,0.05132432
lt_gallowstemplar,593,59578,287,0.37429032,1.07570968,0.65322581,2.10322581,10.01935484,0.00000000,0.15645161,244019,35.15432358,3.72343445,0.56330109,4.90437698,44.34543610,0.04817763
lt_gallowstemplar_f,704,68051,356,0.37458065,1.21577419,0.70290323,2.29325806,8.63064516,0.00000000,0.20483871,256340,37.39751434,3.91143799,0.63896942,5.62631989,47.57424164,0.04980061
lt_gallowstemplar_n,587,58847,280,0.36948387,1.06616129,0.64370968,2.07935484,9.56774194,0.00000000,0.21129032,242268,35.01499176,3.69671631,0.55603790,4.84466267,44.11240864,0.04804299
lt_gamlenshouse_n,122,8542,68,0.30476923,0.60846154,0.21584615,1.12907692,2.45384615,0.00000000,0.06923077,22323,2.46452713,0.34062195,0.07917786,0.59601402,3.48034096,0.06539994
lt_hangedman,655,68614,346,0.35170370,1.20755556,0.56770370,2.12696296,5.08148148,0.00000000,0.02222222,204804,31.19223404,3.12506104,0.64860535,5.56443214,40.53033257,0.05109444
lt_hangedman_n,655,68614,346,0.33900000,0.95222222,0.44074074,1.73196296,5.09444444,0.00000000,0.02037037,204804,31.19223404,3.12506104,0.64860535,5.56443214,40.53033257,0.05109444
lt_house,118,4328,58,0.31414286,0.66300000,0.25128571,1.22842857,2.50000000,0.00000000,0.05000000,11208,1.00960541,0.17102051,0.04075241,0.29391861,1.51529694,0.08704620
lt_ruinedhouse_n,104,3751,56,0.29040000,0.50546667,0.15013333,0.94600000,2.36666667,0.00000000,0.04666667,9231,0.76364136,0.14085388,0.03504944,0.24859238,1.18813705,0.09200252
lt_shop,122,6746,62,0.28800000,0.60781818,0.19218182,1.08800000,2.40000000,0.00000000,0.01818182,16993,1.71009827,0.25929260,0.06415939,0.46291828,2.49646854,0.07248806
lt_undercitydungeon,592,92028,309,0.39939216,1.19866667,0.66272549,2.26078431,4.67745098,0.00000000,0.04803922,299945,51.20132065,4.57679749,0.86416626,7.64572239,64.28800678,0.04241967
lt_undercityencounter,385,36105,213,0.29223077,0.80423077,0.37025641,1.46671795,5.80384615,0.00000000,0.03076923,110075,15.23321915,1.67961121,0.34376144,2.87986279,20.13645458,0.05333626
lt_warehouse,363,34124,184,0.32826087,0.84439130,0.42252174,1.59517391,6.43695652,0.00000000,0.05000000,100078,14.87845993,1.52706909,0.31883240,2.73806667,19.46242809,0.04822884
lt_warehouse_n,361,38603,182,0.32178261,0.85456522,0.39395652,1.57030435,4.69782609,0.00000000,0.09565217,112553,17.20053482,1.71742249,0.36119461,3.12051105,22.39966297,0.04535291
