Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
arena,112,492,55,0.26500000,0.32550000,1.25137500,1.84187500,72.46875000,7.33750000,76.56875000,44699,0.28425217,0.72468090,0.00187683,0.03647232,1.04728222,1.00000000
arena2,1075,4834,547,0.41857912,0.61214209,2.56258342,3.59330463,132.03552207,11.29494080,178.68998924,708667,4.38933182,11.48923779,0.01844025,0.42129040,16.31830025,1.00000000
brc000d,2353,11913,1331,0.68421176,1.18407059,11.06552941,12.93381176,744.84000000,35.77764706,2850.14823529,11332001,37.06768799,183.71965122,0.04544449,1.15872383,221.99150753,1.00000000
brc100d,3334,17180,1918,0.53126662,1.06503849,4.87937019,6.47567530,321.09377187,17.78726382,280.08677397,6392764,24.59669113,103.64245224,0.06553650,1.66664124,129.97132111,1.00000000
brc101d,2646,13780,1534,0.53536415,0.96544649,4.65832806,6.15913870,385.94300190,16.28815706,280.94490184,4177453,16.80591965,67.72680378,0.05256653,1.29415512,85.87944508,1.00000000
brc200d,1322,6237,708,0.67737333,0.61284000,2.19524000,3.48545333,87.91133333,10.34866667,41.46800000,836209,4.88218689,13.55700779,0.02379227,0.55729771,19.02028465,1.00000000
brc201d,4214,17457,2170,0.49814082,0.94808099,3.02549471,4.47171652,165.40911183,11.20754717,97.71099862,2489723,11.77745056,40.36454296,0.06659317,1.55528736,53.76387405,1.00000000
brc202d,4035,17711,2013,0.44616118,0.92878920,3.45549821,4.83044859,158.03969829,15.43668122,151.09011513,2953242,15.76622772,47.87932777,0.06756210,1.70174122,65.41485882,1.00000000
brc203d,2258,10447,1190,0.48337879,0.91963636,3.31562121,4.71863636,132.87500000,13.97954545,201.62954545,1708549,9.28545380,27.69978809,0.03985214,0.95777225,37.98286629,1.00000000
brc204d,2399,11068,1254,0.45790698,1.01297158,4.01616279,5.48704134,197.81524548,16.44896641,228.20865633,2073965,11.26812363,33.62408161,0.04222107,1.02774525,45.96217155,1.00000000
brc300d,848,4334,483,0.38281967,0.52026230,2.26191803,3.16500000,136.00655738,9.51065574,35.57950820,549756,2.84543228,8.91289902,0.01653290,0.36819553,12.14305973,1.00000000
brc501d,2853,14291,1601,0.89185401,1.43899270,14.90818978,17.23903650,1149.91751825,46.66131387,2538.80437956,16866353,44.02187347,273.44513035,0.05451584,1.39925194,318.92077160,1.00000000
brc502d,670,3520,394,0.49725410,0.63836066,3.63709016,4.77270492,194.72950820,17.38934426,379.82377049,775455,3.67516708,12.57203579,0.01342773,0.30617714,16.56680775,1.00000000
brc503d,4313,21467,2433,0.79076726,1.42681586,21.40496164,23.62254476,1994.16496164,78.26150895,2896.33184143,13159809,43.73155975,213.35292149,0.08189011,2.11791611,259.28428745,1.00000000
brc504d,5007,24076,2739,0.71348866,1.24838791,6.15482368,8.11670025,359.63916877,21.96914358,323.25629723,8133275,34.32029343,131.86042309,0.09184265,2.36227036,168.63482952,1.00000000
brc505d,3903,19372,2186,0.76392157,1.38345098,12.22023529,14.36760784,892.59803922,36.08104575,1236.74509804,10869477,37.72694016,176.22099781,0.07389832,1.90718460,215.92902088,1.00000000
brc997d,1751,9002,1003,0.76877761,1.22556701,14.14235641,16.13670103,933.86008837,48.44477172,2317.01325479,5341986,19.55388260,86.60675240,0.03433990,0.84015846,107.03513336,1.00000000
brc999d,782,4116,460,0.56965217,0.58604348,7.21073913,8.36643478,458.96956522,39.67826087,1655.19347826,2070752,8.81696701,33.57199097,0.01570129,0.37246799,42.77712727,1.00000000
