Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0011SR,2198,12051,1339,0.70210938,1.53970312,6.79373437,9.03554687,412.65390625,31.00781250,733.13750000,4004512,14.92469025,64.92300415,0.04597092,1.13040829,81.02407360,1.00000000
AR0012SR,1930,10182,1132,0.52892188,1.21453125,4.57139063,6.31484375,237.59453125,19.86796875,398.26093750,2244936,10.64911270,36.39594269,0.03884125,0.94055939,48.02445602,1.00000000
AR0013SR,2038,10773,1197,0.57378221,1.43773899,6.69310058,8.70462178,410.85785536,24.54613466,1170.37406484,4073583,15.68095398,66.04281521,0.04109573,1.01397419,82.77883911,1.00000000
AR0014SR,1762,9234,1027,0.56201626,1.26494309,5.44616260,7.27312195,318.18455285,20.29756098,845.36341463,3316440,12.57228470,53.76766205,0.03522491,0.84582424,67.22099590,1.00000000
AR0015SR,658,3301,368,0.44495974,0.74133655,3.20256039,4.38885668,162.92270531,17.50161031,191.89774557,426436,2.50273132,6.91357803,0.01259232,0.28760433,9.71650600,1.00000000
AR0016SR,690,3598,401,0.47674038,0.86178542,3.55577396,4.89429975,212.04914005,17.04586405,274.65683866,579178,2.93927383,9.38990211,0.01372528,0.31252575,12.65542698,1.00000000
AR0017SR,622,3163,352,0.40029688,0.65070312,2.18804687,3.23904687,110.69296875,13.00312500,85.03359375,271315,1.86524200,4.39868450,0.01206589,0.27357960,6.54957199,1.00000000
AR0018SR,938,4901,548,0.46339063,0.91268750,4.74825000,6.12432813,267.40781250,21.91406250,510.51093750,1276421,5.96789551,20.69392872,0.01869583,0.43939114,27.11991119,1.00000000
AR0020SR,330,1764,196,0.48304762,0.57677778,2.56373016,3.62355556,168.18095238,14.60873016,351.98333333,327067,1.59534836,5.30256176,0.00672913,0.14930916,7.05394840,1.00000000
AR0041SR,246,1287,143,0.38856250,0.46425000,0.52321875,1.37603125,30.20390625,3.37734375,69.93203125,149479,0.87657928,2.42342281,0.00490952,0.10018444,3.40509605,1.00000000
AR0042SR,162,915,104,0.27959375,0.45050000,0.50021875,1.23031250,26.85546875,3.31640625,43.90312500,97244,0.52747345,1.57656479,0.00349045,0.07065010,2.17817879,1.00000000
AR0043SR,188,1007,113,0.31279687,0.43345313,0.35598438,1.10223438,13.91484375,2.29609375,33.10312500,74289,0.55152130,1.20440769,0.00384140,0.07695484,1.83672523,1.00000000
AR0044SR,84,483,57,0.29876562,0.51425000,1.04917187,1.86218750,45.45468750,5.93593750,42.56796875,40815,0.23995209,0.66171169,0.00184250,0.03628922,0.93979549,1.00000000
AR0045SR,296,1642,184,0.39443750,0.54042187,2.21017187,3.14503125,123.48437500,15.54843750,199.12578125,211144,1.29158401,3.42316437,0.00626373,0.13352013,4.85453224,1.00000000
AR0046SR,318,1607,179,0.36404687,0.52859375,1.57589063,2.46853125,91.14140625,10.82343750,99.75078125,117299,0.84897614,1.90170574,0.00613022,0.13337994,2.89019203,1.00000000
AR0070SR,1364,7033,783,0.48715625,1.00846875,3.48404688,4.97967188,225.95703125,15.18281250,251.84375000,1165452,5.38444519,18.89484787,0.02682877,0.62042141,24.92654324,1.00000000
AR0071SR,1839,9376,1062,0.50089063,1.14406250,3.58318750,5.22814063,215.27500000,14.39921875,314.32968750,2658759,9.21329880,43.10503292,0.03576660,0.83785915,53.19195747,1.00000000
AR0072SR,670,3616,403,0.45237500,0.74257812,3.03625000,4.23120312,150.70546875,19.67812500,114.85000000,325870,2.04670334,5.28315544,0.01379395,0.30834198,7.65199471,1.00000000
AR0201SR,350,1903,214,0.35240625,0.58593750,1.59303125,2.53137500,86.05703125,10.46171875,25.39296875,151984,0.86554718,2.46403503,0.00725937,0.15425587,3.49109745,1.00000000
AR0202SR,2808,15050,1698,0.57501563,1.27642187,3.48779687,5.33923437,195.70078125,13.48046875,152.14375000,2510945,11.98768997,40.70860386,0.05741119,1.40707684,54.16078186,1.00000000
AR0203SR,256,1341,149,0.40893750,0.63054687,1.92137500,2.96085937,82.41718750,10.03750000,33.55625000,78722,0.65748596,1.27627754,0.00511551,0.10788059,2.04675961,1.00000000
AR0204SR,2204,11636,1295,0.71320313,1.33421875,5.87442187,7.92184375,331.65078125,22.67265625,523.62031250,2789106,12.16616440,45.21827888,0.04438782,1.07932472,58.50815582,1.00000000
AR0205SR,1864,10567,1178,0.53817188,1.35275000,5.26979688,7.16071875,279.03906250,18.98750000,561.03593750,3028486,13.14278412,49.09921837,0.04030991,0.97302818,63.25534058,1.00000000
AR0206SR,510,2537,282,0.42382979,0.63671489,2.62224681,3.68279149,159.37702128,14.75829787,153.06297872,298831,1.69256592,4.84478664,0.00967789,0.21663952,6.76366997,1.00000000
AR0300SR,3766,20116,2258,0.71071875,1.60656250,6.87540625,9.19268750,369.73203125,28.86250000,591.75078125,4594305,20.68897629,74.48500156,0.07673645,1.92970181,97.18041611,1.00000000
AR0301SR,642,3349,373,0.48746875,0.79620312,2.69807813,3.98175000,119.06796875,12.60859375,117.77187500,303902,1.95924377,4.92700005,0.01277542,0.28812408,7.18714333,1.00000000
AR0302SR,602,3248,363,0.42032441,0.70887267,2.85239254,3.98158962,133.31467964,15.54095702,147.28872668,352007,2.19439316,5.70690060,0.01239014,0.28460503,8.19828892,1.00000000
AR0303SR,566,2981,333,0.46347134,0.72401274,3.80175159,4.98923567,221.21496815,21.42038217,275.57165605,388404,2.18588257,6.29698563,0.01137161,0.25906658,8.75330639,1.00000000
AR0304SR,722,3816,425,0.40229020,0.69176471,2.02779608,3.12185098,103.04549020,10.67607843,110.65803922,400414,2.38111496,6.49169731,0.01455688,0.32536221,9.21273136,1.00000000
AR0305SR,808,4237,472,0.44039063,0.74404687,2.85004688,4.03448437,121.93359375,17.75312500,127.72500000,476088,2.81530762,7.71855927,0.01616287,0.36784744,10.91787720,1.00000000
AR0306SR,670,3460,387,0.40657813,0.65701562,2.30507813,3.36867187,103.91875000,14.26250000,116.83359375,293472,1.97053146,4.75790405,0.01319885,0.30050755,7.04214191,1.00000000
AR0307SR,4340,22857,2564,0.71570313,1.63315625,4.23735938,6.58621875,213.82187500,12.87578125,264.52265625,5644832,22.89665222,91.51663208,0.08719254,2.20118237,116.70165920,1.00000000
AR0308SR,1122,6078,676,0.49120312,1.00923437,6.75598437,8.25642187,415.03046875,30.61406250,1178.23984375,2684137,9.89746475,43.51647282,0.02318573,0.55853558,53.99565887,1.00000000
AR0309SR,1413,7098,797,0.47550000,1.01878125,3.86562500,5.35990625,176.62578125,15.24375000,251.60000000,1098672,5.81654739,17.81217957,0.02707672,0.62719250,24.28299618,1.00000000
AR0310SR,256,1385,154,0.29363723,0.52144349,1.70412156,2.51920228,86.51282051,11.69135802,129.15764482,144795,0.88545227,2.34748363,0.00528336,0.11476040,3.35297966,1.00000000
AR0314SR,368,1872,208,0.41985308,0.64102847,2.89777778,3.95865932,152.45454545,17.65289256,249.47199265,228602,1.30131149,3.70620155,0.00714111,0.16060352,5.17525768,1.00000000
AR0316SR,352,1808,202,0.41207101,0.63521555,3.95631445,5.00360101,254.24429417,21.42603550,259.85714286,272020,1.49023056,4.41011429,0.00689697,0.15497494,6.06221676,1.00000000
AR0317SR,362,1858,207,0.40838046,0.63179092,2.82594687,3.86611825,135.56212511,16.40188518,275.05998286,260172,1.50217056,4.21802902,0.00708771,0.16063690,5.88792419,1.00000000
AR0331SR,356,1977,220,0.35619863,0.60226027,1.96268836,2.92114726,132.45633562,9.68065068,111.42294521,283285,1.39543152,4.59274769,0.00754166,0.16489983,6.16062069,1.00000000
AR0400SR,3604,18703,2097,0.80357812,1.64067187,7.38567188,9.82992188,410.65156250,29.53593750,789.43828125,4936310,19.90583038,80.02974510,0.07134628,1.76332378,101.77024555,1.00000000
AR0404SR,2398,13364,1486,0.62442188,1.30268750,4.24890625,6.17601563,274.07578125,12.98203125,352.95000000,5613554,17.51304245,91.00953865,0.05097961,1.25473022,109.82829094,1.00000000
AR0405SR,1900,9396,1044,0.63535937,1.11337500,4.68965625,6.43839062,288.44609375,20.25859375,281.68984375,1323495,7.59806442,21.45711422,0.03584290,0.83134747,29.92236900,1.00000000
AR0406SR,3778,19687,2196,0.65787500,1.63009375,4.39276563,6.68073438,208.77031250,13.11328125,208.28125000,3836537,17.28255463,62.19971561,0.07509995,1.88091373,81.43828392,1.00000000
AR0410SR,272,1440,160,0.34547515,0.53583261,1.46172624,2.34303400,65.77593723,10.45161290,44.86050567,89128,0.65084457,1.44498444,0.00549316,0.11648273,2.21780491,1.00000000
AR0411SR,1914,10242,1143,0.49151563,0.98468750,3.64845312,5.12465625,230.87812500,16.11015625,135.88906250,1303552,7.22758865,21.13378906,0.03907013,0.91885948,29.31930733,1.00000000
AR0412SR,862,4589,512,0.56325000,0.93487500,5.06785938,6.56598438,239.23281250,22.64843750,244.39765625,705104,3.99534607,11.43147278,0.01750565,0.40547848,15.84980297,1.00000000
AR0413SR,352,1895,215,0.27575000,0.58167187,1.35062500,2.20804687,68.37265625,7.35859375,37.41875000,119814,0.75965118,1.94248009,0.00722885,0.15258694,2.86194706,1.00000000
AR0414SR,2144,11858,1326,0.74793624,1.47283557,8.65677852,10.87755034,471.69630872,27.64345638,1391.26761745,5620373,23.05650711,91.12009144,0.04523468,1.12052250,115.34235573,1.00000000
AR0418SR,122,639,71,0.18521739,0.36041190,0.06441648,0.61004577,1.95537757,0.46567506,1.49542334,21677,0.22896576,0.35143757,0.00243759,0.04631424,0.62915516,1.00000000
AR0500SR,4832,26054,2916,0.84559375,1.67529687,6.74590625,9.26679687,409.61015625,28.54140625,532.51562500,5623164,26.14636612,91.16534042,0.09938812,2.51742744,119.92852211,1.00000000
AR0502SR,336,1681,187,0.42961214,0.71129848,2.60310287,3.74401349,103.55733558,14.43760540,95.64333895,124904,0.88241577,2.02500153,0.00641251,0.14086723,3.05469704,1.00000000
AR0503SR,316,1632,183,0.32386054,0.55457483,1.47476190,2.35319728,62.88520408,8.94472789,46.47363946,96358,0.68264389,1.56220055,0.00622559,0.13633251,2.38740253,1.00000000
AR0504SR,1918,9860,1101,0.58655556,1.20476190,5.53442857,7.32574603,306.99873016,25.36571429,479.06571429,2105646,10.41283798,34.13770866,0.03761292,0.91471767,45.50287724,1.00000000
AR0505SR,1818,9651,1075,0.57403125,1.11579687,5.95521875,7.64504688,348.20468750,29.97890625,505.54765625,2298182,11.24512482,37.25919151,0.03681564,0.88694286,49.42807484,1.00000000
AR0506SR,462,2373,265,0.35542308,0.62567308,1.67992308,2.66101923,74.66634615,9.74711538,110.89615385,197503,1.32978821,3.20201015,0.00905228,0.20602894,4.74687958,1.00000000
AR0509SR,472,2448,275,0.34951562,0.61932812,2.56126563,3.53010937,124.31953125,14.66640625,207.40546875,278690,1.72541428,4.51825142,0.00933838,0.21166706,6.46467113,1.00000000
AR0510SR,1266,6586,732,0.50337500,1.00168750,6.45850000,7.96356250,468.56250000,28.44843750,994.67578125,2324849,9.46228409,37.69152927,0.02512360,0.59898281,47.77791977,1.00000000
AR0511SR,1080,5645,629,0.44521875,0.80606250,3.62795313,4.87923438,203.17500000,18.41406250,318.33203125,978227,4.95310974,15.85946941,0.02153397,0.50174618,21.33585930,1.00000000
AR0513SR,508,2682,298,0.48335938,0.71203125,3.92029687,5.11568750,201.13984375,20.80000000,220.22343750,428110,2.33305740,6.94071770,0.01023102,0.23444271,9.51844883,1.00000000
AR0516SR,1074,5611,624,0.51956250,0.83937500,3.35893750,4.71787500,160.83906250,16.29765625,209.95546875,687309,4.07935333,11.14297199,0.02140427,0.50227737,15.74600697,1.00000000
AR0517SR,120,558,62,0.22207107,0.41094416,0.14992893,0.78294416,4.14923858,0.97157360,5.22131980,19466,0.20212173,0.31559181,0.00212860,0.04039478,0.56023693,1.00000000
AR0526SR,356,1977,220,0.39744863,0.66674658,2.19032534,3.25452055,132.45633562,9.68065068,111.42294521,283285,1.39543152,4.59274769,0.00754166,0.16489983,6.16062069,1.00000000
AR0600SR,706,3935,438,0.55265625,0.76850000,2.93464063,4.25579688,149.93203125,11.64687500,134.22656250,921061,3.71228790,14.93266773,0.01501083,0.33706570,18.99703217,1.00000000
