Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
16room_000,9882,47432,5520,0.71859140,2.70607527,4.10718280,7.53184946,107.90752688,5.00537634,172.18817204,13025409,76.05201340,211.17396641,0.18093872,4.74281693,292.14973545,1.00000000
16room_001,9680,46325,5398,0.63553927,2.36593717,3.28676440,6.28824084,71.74031414,4.82146597,173.91151832,11046673,66.51708984,179.09378147,0.17671585,4.60487175,250.39245892,1.00000000
16room_002,9808,47278,5491,0.86818653,3.46226943,4.95253886,9.28299482,111.58704663,5.25803109,177.30414508,13012962,76.14574051,210.97216988,0.18035126,4.72364998,292.02191162,1.00000000
16room_003,9768,46777,5446,0.66064948,2.45839175,3.53946392,6.65850515,77.38298969,4.82268041,157.69690722,11592435,68.87361145,187.94192791,0.17844009,4.67092037,261.66489983,1.00000000
16room_004,9734,46467,5405,0.63174468,2.28810638,3.71128723,6.63113830,107.11382979,5.35797872,169.57872340,11912399,71.59491730,193.12933254,0.17725754,4.61777496,269.51928234,1.00000000
16room_005,9766,46865,5458,0.60975916,2.20645026,3.60964398,6.42585340,119.50942408,5.23769634,145.10418848,11816649,70.07917786,191.57698917,0.17877579,4.67320538,266.50814819,1.00000000
16room_006,9768,46767,5437,0.68596842,2.60565263,3.75886316,7.05048421,81.23000000,4.91000000,170.70473684,11930736,71.06967926,193.42662048,0.17840195,4.67039394,269.34509563,1.00000000
16room_007,9814,47185,5491,0.73260733,2.63504712,3.79802094,7.16567539,91.89319372,4.64869110,148.50575916,11687974,69.61514282,189.49085045,0.17999649,4.70027065,263.98626041,1.00000000
16room_008,9684,46395,5397,0.60721026,2.18594872,3.46331282,6.25647179,112.94256410,4.93128205,147.63487179,11535833,68.34021759,187.02427006,0.17698288,4.61506557,260.15653610,1.00000000
16room_009,9784,47146,5487,0.74730159,2.57002116,4.11280423,7.43012698,110.75820106,5.28783069,152.78201058,12320851,72.59724808,199.75134563,0.17984772,4.70786095,277.23630238,1.00000000
32room_000,2618,12492,1440,0.35718947,1.25067368,2.37037895,3.97824211,74.29789474,6.15263158,100.83684211,1858344,11.96041489,30.12833405,0.04765320,1.18372631,43.32012844,1.00000000
32room_001,2592,12321,1431,0.32068421,1.12728421,1.95672632,3.40469474,59.99894737,5.37947368,65.89157895,1466903,9.85226440,23.78211117,0.04700089,1.16112804,34.84250450,1.00000000
32room_002,2580,12244,1422,0.33737624,1.18247525,2.04043564,3.56028713,57.75940594,5.16237624,71.31237624,1552436,10.39275742,25.16881180,0.04670715,1.15297604,36.76125240,1.00000000
32room_003,2590,12228,1424,0.38184848,1.32376768,2.17801010,3.88362626,56.88636364,4.96414141,76.01515152,1555396,10.31164169,25.21680069,0.04664612,1.14690304,36.72199154,1.00000000
32room_004,2460,11616,1361,0.31167956,1.11188950,2.07735912,3.50092818,65.68232044,5.35193370,88.47127072,1576779,10.47507858,25.56347179,0.04431152,1.08470917,37.16757107,1.00000000
32room_005,2592,12249,1422,0.32372632,1.18333684,2.19454737,3.70161053,72.17473684,5.34684211,84.73052632,1679504,11.16781616,27.22889709,0.04672623,1.15426922,39.59770870,1.00000000
32room_006,2592,12283,1428,0.60026042,2.16558333,3.16527083,5.93111458,81.75885417,5.40937500,89.73177083,1677354,11.07450104,27.19404030,0.04685593,1.15555859,39.47095585,1.00000000
32room_007,2580,12361,1433,0.55816244,1.98630457,2.92198985,5.46645685,65.88121827,4.77563452,66.80355330,1639287,10.79884338,26.57688046,0.04715347,1.16486549,38.58774281,1.00000000
32room_008,2628,12464,1447,0.31924490,1.10553061,1.90876531,3.33354082,62.60561224,5.14336735,62.46071429,1476175,9.85392380,23.93243313,0.04754639,1.17522430,35.00912762,1.00000000
64room_000,614,2656,320,0.21120197,0.57974384,1.08782266,1.87876847,38.72561576,4.38128079,45.06403941,177951,1.33497238,2.88502407,0.01013184,0.22635365,4.45648193,1.00000000
64room_001,590,2613,310,0.21216749,0.59091626,0.87279803,1.67588177,28.53891626,3.68029557,18.96600985,123149,1.02392578,1.99654865,0.00996780,0.22002506,3.25046730,1.00000000
64room_002,630,2829,340,0.22527700,0.62602817,1.22578404,2.07708920,45.27511737,4.89718310,29.32441315,188398,1.38757324,3.05439568,0.01079178,0.24413109,4.69689178,1.00000000
64room_003,598,2735,321,0.21924424,0.60410138,1.08489401,1.90823963,37.54285714,4.80460829,32.53640553,168611,1.30463409,2.73359966,0.01043320,0.23476124,4.28342819,1.00000000
64room_004,560,2531,302,0.26658929,0.70660714,1.23741964,2.21061607,36.17633929,4.51741071,22.80401786,133206,1.06142426,2.15959740,0.00965500,0.21382523,3.44450188,1.00000000
64room_006,630,2866,340,0.22665138,0.60801835,1.17924771,2.01391743,41.91559633,4.87706422,37.33944954,192005,1.48843765,3.11287403,0.01093292,0.24520969,4.85745430,1.00000000
64room_007,628,2827,331,0.23201951,0.69843902,1.17484878,2.10530732,38.57463415,4.12682927,23.94292683,151250,1.20572662,2.45213509,0.01078415,0.24132252,3.90996838,1.00000000
64room_008,640,2962,348,0.22966154,0.62446154,1.24622564,2.10034872,43.12000000,5.29384615,32.08410256,203312,1.53209305,3.29618835,0.01129913,0.25647354,5.09605408,1.00000000
64room_009,626,2848,340,0.25118269,0.69036538,1.21002885,2.15157692,41.00625000,4.67836538,23.51105769,161396,1.26194382,2.61662674,0.01086426,0.24375153,4.13318634,1.00000000
8room_000,35320,170459,20134,0.82140206,3.33691753,4.78682474,8.94514433,115.43762887,3.76494845,252.35979381,76379717,427.43138885,1238.30336475,0.65024948,18.03624821,1684.42125130,1.00000000
8room_001,35436,171740,20256,0.83943005,3.59998964,5.19493264,9.63435233,144.73886010,4.12953368,294.50880829,84925326,465.18645859,1376.84873772,0.65513611,18.20233059,1860.89266300,1.00000000
8room_002,35454,171692,20273,0.85315625,3.34157292,5.22291667,9.41764583,156.16510417,4.26354167,248.24322917,81175967,445.94535446,1316.06239223,0.65495300,18.18829060,1780.85099030,1.00000000
8room_003,35292,170137,20114,0.81908901,3.29682723,5.14535079,9.26126702,162.42879581,4.11047120,266.08115183,80266169,443.19026184,1301.31232548,0.64902115,17.98503208,1763.13664055,1.00000000
8room_004,35602,172368,20340,0.88432821,3.50440000,4.77964103,9.16836923,113.09076923,3.60307692,328.12717949,87254179,477.38752365,1414.60518169,0.65753174,18.28326225,1910.93349934,1.00000000
8room_005,35276,170133,20099,0.87555208,3.47345833,5.02914583,9.37815625,114.51510417,3.50781250,258.58854167,75250410,419.70095825,1219.99451637,0.64900589,18.00462151,1658.34910202,1.00000000
8room_006,35322,170572,20165,0.97112500,3.51079167,5.48306250,9.96497917,137.89791667,4.13020833,280.86770833,80649032,443.78710556,1307.51947784,0.65068054,18.05760670,1770.01487064,1.00000000
8room_007,35488,171620,20235,0.90506122,3.67300000,5.26874490,9.84680612,124.81071429,4.03316327,322.14795918,85504081,466.04510117,1386.23178196,0.65467834,18.19763851,1871.12919998,1.00000000
8room_008,35524,171966,20320,0.86488205,3.45930256,4.92785641,9.25204103,131.07794872,4.08512821,233.96923077,78053977,430.54466629,1265.44724369,0.65599823,18.24140930,1714.88931751,1.00000000
8room_009,35314,170774,20186,0.81453968,3.31451852,4.78140741,8.91046561,131.33121693,3.80370370,265.48835979,79508870,443.56019974,1289.03464317,0.65145111,18.05202579,1751.29831982,1.00000000
