Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0011SR,2198,12051,1339,0.89196875,1.99187500,13.72814063,16.61198438,412.65390625,38.87343750,222.54218750,2180972,19.80982971,33.27899170,1.25821304,1.13040829,55.47744274,0.54138613
AR0012SR,1930,10182,1132,0.57582813,1.35628125,8.23450000,10.16660937,237.59453125,24.49609375,116.02890625,1186470,14.04457474,18.10409546,0.81193924,0.94055939,33.90116882,0.52360663
AR0013SR,2038,10773,1197,0.75190357,2.00887781,13.73559435,16.49637573,410.85785536,30.29426434,389.24605154,2263993,21.09909439,34.54579163,0.81118393,1.01397419,57.47004414,0.55294119
AR0014SR,1762,9234,1027,0.61115447,1.42570732,10.56977236,12.60663415,318.18455285,26.43333333,253.07235772,1803629,16.67390442,27.52119446,0.79704666,0.84582424,45.83796978,0.54087831
AR0018SR,938,4901,548,0.49956250,0.95543750,8.15415625,9.60915625,267.40781250,25.21015625,156.25781250,669898,7.89844131,10.22183228,0.38501358,0.43939114,18.94467831,0.52064616
AR0045SR,296,1642,184,0.41409375,0.56943750,3.47940625,4.46293750,123.48437500,17.05703125,58.47343750,104360,1.64937973,1.59240723,0.16059113,0.13352013,3.53589821,0.48568510
AR0070SR,1364,7033,783,0.53507813,1.03310937,6.61746875,8.18565625,225.95703125,19.84531250,73.78750000,610466,7.03043747,9.31497192,0.55370331,0.62042141,17.51953411,0.51731023
AR0071SR,1839,9376,1062,0.63775000,1.42629687,7.64034375,9.70439062,215.27500000,19.04375000,102.36093750,1505799,12.24236679,22.97666931,0.80419159,0.83785915,36.86108685,0.56271328
AR0202SR,2808,15050,1698,0.68085938,1.56084375,7.34370313,9.58540625,195.70078125,19.58046875,49.27656250,1340276,15.85969543,20.45098877,1.08575058,1.40707684,38.80351162,0.52729582
AR0204SR,2204,11636,1295,0.73490625,1.40687500,10.53596875,12.67775000,331.65078125,28.41796875,158.10078125,1503539,16.16452789,22.94218445,0.93342209,1.07932472,41.11945915,0.53454403
AR0205SR,1864,10567,1178,0.61081250,1.53696875,10.26896875,12.41675000,279.03906250,23.77421875,177.12265625,1662863,17.62002182,25.37327576,0.80203629,0.97302818,44.76836205,0.54531053
AR0300SR,3766,20116,2258,0.77621875,1.80604687,12.58492188,15.16718750,369.73203125,33.05390625,165.08359375,2480392,27.45405960,37.84777832,1.54066467,1.92970181,68.77220440,0.53512830
AR0307SR,4340,22857,2564,0.81831250,1.88123438,8.53057812,11.23012500,213.82187500,19.38828125,81.79453125,3117780,30.45501328,47.57354736,1.77132797,2.20118237,82.00107098,0.54799105
AR0308SR,1122,6078,676,0.60285937,1.26448438,12.81107813,14.67842188,415.03046875,34.08984375,309.47187500,1440020,13.33657455,21.97296143,0.58673859,0.55853558,36.45481014,0.53401811
AR0309SR,1413,7098,797,0.45535938,1.06021875,6.16503125,7.68060938,176.62578125,19.02578125,77.70781250,565951,7.60544968,8.63572693,0.46947098,0.62719250,17.33784008,0.50806908
AR0317SR,362,1858,207,0.46805484,0.69449871,5.09398458,6.25653813,135.56212511,19.55526992,79.78149100,134646,1.97411728,2.05453491,0.14693832,0.16063690,4.33622742,0.50963556
AR0400SR,3604,18703,2097,0.78490625,1.74876563,12.58984375,15.12351563,410.65156250,35.91250000,249.47968750,2729627,26.13327026,41.65080261,1.70699310,1.76332378,71.25438976,0.54897148
AR0404SR,2398,13364,1486,0.69839063,1.56610937,9.23067188,11.49517188,274.07578125,20.65781250,123.73125000,3255249,23.46010590,49.67115784,1.38146973,1.25473022,75.76746368,0.57738291
AR0405SR,1900,9396,1044,0.67128125,1.24582812,8.02021875,9.93732813,288.44609375,25.69140625,80.50781250,657790,9.74937439,10.03707886,0.77650070,0.83134747,21.39430141,0.48926983
AR0406SR,3778,19687,2196,0.84446875,2.08643750,9.64556250,12.57646875,208.77031250,17.84609375,61.78125000,2065726,22.96210861,31.52047729,1.35367966,1.88091373,57.71717930,0.53293527
AR0414SR,2144,11858,1326,0.76657718,1.55795302,15.84914430,18.17367450,471.69630872,33.89513423,462.07634228,3103689,30.72107697,47.35853577,1.24614334,1.12052250,80.44627857,0.54993702
AR0500SR,4832,26054,2916,1.01029688,2.00796875,12.69868750,15.71695312,409.61015625,34.79375000,168.33593750,2984001,34.14849854,45.53224182,2.38376617,2.51742744,84.58193398,0.52563555
AR0502SR,336,1681,187,0.36349073,0.62851602,3.52860034,4.52060708,103.55733558,17.27150084,27.71416526,61719,1.13842773,0.94175720,0.11223602,0.14086723,2.33328819,0.47882295
AR0504SR,1918,9860,1101,0.66615873,1.40641270,9.78512698,11.85769841,306.99873016,28.53238095,134.50460317,1061372,13.64759064,16.19525146,0.85070419,0.91471767,31.60826397,0.49889111
AR0505SR,1818,9651,1075,0.64598438,1.28689062,10.82215625,12.75503125,348.20468750,33.93046875,140.63046875,1171214,14.80292511,17.87130737,0.87220001,0.88694286,34.43337536,0.50495929
AR0513SR,508,2682,298,0.47217188,0.71921875,6.20400000,7.39539062,201.13984375,23.96328125,70.60390625,219075,3.03704453,3.34281921,0.23339081,0.23444271,6.84769726,0.50489154
AR0602SR,5504,29090,3240,0.80329688,1.96729687,8.62273437,11.39332812,217.29375000,22.32578125,68.61093750,3145042,36.20852661,47.98953247,2.23381042,2.87347794,89.30534744,0.52882708
AR0603SR,2986,15404,1718,0.69262500,1.53657812,10.23170313,12.46090625,327.32187500,27.06718750,139.99375000,1840820,19.32471466,28.08868408,1.17724991,1.45594597,50.04659462,0.53768103
AR0700SR,7821,41889,4697,1.22926563,2.88967187,19.86198437,23.98092187,579.22968750,39.52031250,607.16250000,10670830,97.67591858,162.82394409,3.68481064,4.14883327,268.33350658,0.53155750
AR0701SR,2996,16147,1796,0.90559375,2.12748438,17.09554687,20.12862500,487.64921875,35.43515625,382.44453125,4822641,41.46111679,73.58766174,1.43192291,1.56558609,118.04628754,0.54779469
