Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
brc000d,2353,11913,1331,0.71402353,1.25211765,20.35428235,22.32042353,744.84000000,42.09882353,719.12000000,5973867,50.26526642,91.15397644,1.34539795,1.15872383,143.92336464,0.52600192
brc100d,3334,17180,1918,0.56429671,1.07167250,9.15318404,10.78915325,321.09377187,24.54023793,78.06508048,3449195,32.86333466,52.63053894,1.60241318,1.66664124,88.76292801,0.53662096
brc101d,2646,13780,1534,0.58121596,1.01784674,8.36687777,9.96594047,385.94300190,20.15389487,83.74920836,2232925,22.28344345,34.07173157,1.26244354,1.29415512,58.91177368,0.53092378
brc201d,4214,17457,2170,0.49710078,0.89583985,5.15047400,6.54341463,165.40911183,16.62264151,30.50759319,1314349,15.44699097,20.05537415,1.18128586,1.55528736,38.23893833,0.52043914
brc202d,4035,17711,2013,0.48261215,0.97703851,5.89718142,7.35683208,158.03969829,18.74156411,43.11353712,1537889,20.78523636,23.46632385,1.16905212,1.70174122,47.12235355,0.51412266
brc203d,2258,10447,1190,0.48503030,0.78001515,5.13101515,6.39606061,132.87500000,17.95151515,61.89545455,889299,12.19507599,13.56962585,0.72348404,0.95777225,27.44595814,0.51370059
brc204d,2399,11068,1254,0.45078811,0.87294574,6.17297158,7.49670543,197.81524548,19.38501292,76.22868217,1084158,14.71887589,16.54293823,0.86751938,1.02774525,33.15707874,0.51683627
brc501d,2853,14291,1601,0.93254015,1.49080292,26.98267153,29.40601460,1149.91751825,56.15109489,635.44087591,8668312,60.39829254,132.26794434,1.76088715,1.39925194,195.82637596,0.51298820
brc502d,670,3520,394,0.47741803,0.56475410,5.46786885,6.51004098,194.72950820,23.27663934,122.51844262,424156,4.86746216,6.47210693,0.31678391,0.30617714,11.96253014,0.54205471
brc503d,4313,21467,2433,0.92780051,1.63760870,37.68500000,40.25040921,1994.16496164,91.13427110,1168.93925831,6783051,58.86880493,103.50114441,2.05526733,2.11791611,166.54313278,0.51362904
brc504d,5007,24076,2739,0.80658690,1.37900504,11.93255668,14.11814861,359.63916877,29.00062972,91.28715365,4153259,45.64278412,63.37370300,1.98911285,2.36227036,113.36787033,0.50735171
brc505d,3903,19372,2186,0.74853595,1.28513725,19.84398693,21.87766013,892.59803922,45.68039216,319.62614379,5687451,51.15629959,86.78361511,1.53607178,1.90718460,141.38317108,0.52127247
brc997d,1751,9002,1003,0.75687776,1.13095729,24.16592047,26.05375552,933.86008837,56.96023564,654.39027982,2769457,26.27951050,42.25856018,0.97598648,0.84015846,70.35421562,0.51656183
den000d,3997,20056,2244,0.77865079,1.14011111,14.25207937,16.17084127,546.84761905,45.29841270,302.54285714,4258600,43.73528671,64.98107910,2.39177704,1.94642162,113.05456448,0.52985389
den012d,1541,7584,852,0.52436762,0.76782462,6.68465430,7.97684654,196.71922428,23.50168634,86.89207420,877244,11.32772827,13.38568115,0.61560822,0.69314098,26.02215862,0.50763816
den200d,1270,6067,688,0.39023878,0.60301815,4.18930277,5.18255969,134.92359121,18.23782235,49.56542502,422985,6.26679230,6.45423889,0.42169571,0.53549957,13.67822647,0.50641187
den400d,1631,7872,886,0.82160000,1.38155000,19.59810000,21.80125000,607.93875000,39.95375000,460.74750000,2176105,21.73151779,33.20472717,0.86618423,0.72353745,56.52596664,0.50737816
den510d,3832,19136,2178,0.64731351,1.12576943,9.25751695,11.03059990,297.55242567,26.68075117,109.44600939,2975450,34.51448059,45.40176392,1.71236801,1.85394573,83.48255825,0.51430609
den520d,1663,8181,917,0.64653153,1.23304054,8.53236486,10.41193694,209.16328829,23.98536036,126.02139640,1123258,14.14693832,17.13955688,0.83382416,0.74373055,32.86404991,0.51089635
den602d,3391,15172,1757,0.46066667,0.88413333,4.25142222,5.59622222,110.44962963,14.86888889,9.82000000,895867,13.96247482,13.66984558,0.85144424,1.41937256,29.90313721,0.48279154
den900d,489,2326,269,0.48528395,0.66528395,4.68355556,5.83412346,123.35061728,20.95061728,31.73827160,105368,1.83241272,1.60778809,0.15256119,0.19412136,3.78688335,0.48806339
hrt000d,5519,27562,3095,1.02005592,1.65823858,20.98320596,23.66150047,794.90680336,50.11602982,454.75675676,9325694,80.37152481,142.29879761,3.68122101,2.71374416,229.06528759,0.52607907
lak100c,3725,18999,2122,0.44765748,0.98591535,5.98040354,7.41397638,197.69537402,18.49803150,49.38779528,2649194,28.25820541,40.42349243,1.66459656,1.81824207,72.16453648,0.52317707
lak100d,4572,22900,2571,0.53050797,1.11956175,8.47098606,10.12105578,304.66284861,21.37699203,70.05776892,3172123,33.74048615,48.40275574,1.89737701,2.21084595,86.25146484,0.51743793
lak100n,3875,19791,2210,0.44836935,0.98580550,4.57461690,6.00879175,111.44007859,15.75687623,39.92043222,2599811,28.91517258,39.66996765,1.63709641,1.89328861,72.11552525,0.51686221
lak200d,786,3795,436,0.35934426,0.48629508,2.51183607,3.35747541,76.03606557,13.62786885,11.60983607,158320,2.73974991,2.41577148,0.24593735,0.31949043,5.72094917,0.49203409
lak250d,1101,5467,611,0.74365591,0.97670251,5.31663082,7.03698925,79.06810036,12.73835125,18.67025090,193144,3.51450348,2.94714355,0.34159851,0.46616077,7.26940632,0.48275185
lak300d,589,2970,336,0.58517375,0.59124839,8.35091377,9.52733591,284.02059202,27.76962677,111.56370656,357053,4.59064102,5.44819641,0.29172134,0.26018906,10.59074783,0.49548712
lak303d,2530,12604,1409,0.53509434,0.85971698,5.13609434,6.53090566,151.98490566,16.42735849,33.95000000,1262549,16.38923645,19.26496887,0.90163040,1.16849899,37.72433472,0.50908760
lak304d,3024,14646,1653,0.51205692,0.97360931,5.49306598,6.97873221,145.10349288,15.86157827,74.26649418,1366510,17.39960861,20.85128784,0.99008942,1.36483192,40.60581779,0.51789926
lak308d,1695,8387,944,0.41705391,0.68270311,3.57681093,4.67656796,106.91951405,13.92786636,16.03416856,479781,7.15979767,7.32087708,0.53158569,0.74302101,15.75528145,0.50061404
lak400d,3501,17696,1972,0.66855214,1.24951238,14.12510128,16.04316579,456.60615154,31.68867217,94.82970743,3182796,33.93925095,48.56561279,1.90189743,1.71553802,86.12229919,0.52271012
lak401d,3972,18089,2058,0.47997254,1.10281922,4.26855835,5.85135011,94.97986270,12.58260870,10.25537757,1333885,19.22114563,20.35346985,1.14004517,1.72776890,42.44242954,0.50474276
lak403d,1281,6601,738,0.69475531,0.86879040,15.10535549,16.66890120,650.06186519,37.44413666,430.20498615,2204587,18.64702988,33.63932800,0.89606476,0.59296894,53.77539158,0.53175790
lak503d,2573,12444,1392,0.53090323,0.90146774,6.28682258,7.71919355,197.04838710,21.08870968,60.90322581,1231359,15.88916016,18.78904724,0.93497467,1.14533520,36.75851727,0.50976175
lak504d,2962,13967,1586,0.50173228,0.96540682,5.47545932,6.94259843,173.77690289,15.99212598,79.39501312,1191324,15.70164108,18.17816162,0.90087891,1.29191303,36.07259464,0.51568594
lak505d,2785,13733,1536,0.58924226,1.06083244,7.95871932,9.60879402,241.34471718,25.08217716,72.44183565,1599425,20.54714966,24.40528870,1.07853317,1.30464649,47.33561802,0.50095898
lak506d,2446,11780,1336,0.48711111,0.87401709,4.72859829,6.08972650,118.17094017,14.22564103,20.04188034,803663,11.74393082,12.26292419,0.78474045,1.07637405,25.86796951,0.50284437
lak510d,434,2067,231,0.33422727,0.50531818,7.14809091,7.98763636,268.19772727,27.14772727,99.28409091,157653,2.63535690,2.40559387,0.16580963,0.17363930,5.38039970,0.45340155
lak511d,2480,12143,1381,0.59492711,0.96069971,5.31068999,6.86631681,121.16423712,17.61418853,21.39261419,774968,11.99696350,11.82507324,0.89727783,1.12057781,25.83989239,0.48665592
lak512d,2003,9068,1036,0.54852444,0.82369361,4.39859962,5.77081767,107.47086466,15.93186090,11.46851504,537107,8.38421631,8.19560242,0.59960556,0.80656242,17.98598671,0.48600268
lak513d,3982,19482,2193,0.60267996,1.15880399,7.68429679,9.44578073,207.44075305,23.96677741,139.96234773,1694890,24.23922729,25.86196899,1.57793808,1.87118053,53.55031490,0.49547144
lak514d,2121,10703,1191,0.51847291,0.85453202,3.98285714,5.35586207,105.72906404,15.08374384,19.17733990,349504,7.15376663,5.33300781,0.79966354,0.93291855,14.21935654,0.45191926
lak519d,1187,5934,687,0.57578313,0.72771084,10.54148594,11.84497992,423.74899598,38.56024096,260.06827309,835650,9.84804153,12.75100708,0.53015518,0.50740433,23.63660812,0.51866171
lgt300d,2549,12909,1439,0.83761773,1.06059834,31.46803324,33.36624931,1440.49695291,74.48531856,462.08476454,4878145,42.75378418,74.43458557,1.64379501,1.27220726,120.10437202,0.52792623
lgt600d,1110,5876,655,0.49186165,0.64492370,6.15460834,7.29139369,265.57477111,20.57782299,99.22583927,1474290,11.86991882,22.49588013,0.73050308,0.50871086,35.60501289,0.55250279
lgt601d,1478,7646,856,0.71081481,0.93871605,15.50140741,17.15093827,739.70864198,49.07530864,346.61481481,2003340,18.95983887,30.56854248,0.95317459,0.68549538,51.16705132,0.53058158
lgt602d,2548,12983,1476,0.53256566,0.91751515,6.79068687,8.24076768,244.00404040,24.94747475,110.72020202,1577372,18.60085678,24.06878662,1.12184143,1.18110275,44.97258759,0.51641222
lgt603d,2177,11061,1247,0.50701613,0.83018817,5.18557796,6.52278226,162.22647849,20.73387097,29.62903226,942670,12.76483536,14.38400269,0.92016602,0.99734592,29.06634998,0.50218088
lgt604d,1024,5392,603,0.54996648,0.65193296,5.43760894,6.63950838,191.78882682,20.49832402,142.52178771,850254,7.79198837,12.97384644,0.53043747,0.45401287,21.75028515,0.54019551
orz100d,6719,33647,3778,0.76148822,1.42226540,14.37346011,16.55721372,496.10500207,42.94956594,223.02976437,6905266,72.59322739,105.36599731,3.36378479,3.31942558,184.64243507,0.51515272
orz103d,4913,23643,2670,0.46573174,1.05617205,3.27896157,4.80086536,57.27309748,12.41028251,9.06057521,1101174,18.77428055,16.80258179,1.36888504,2.27848721,39.22423458,0.48336990
orz300d,6031,29981,3373,0.86420635,1.61125661,14.25395503,16.72941799,435.48280423,36.19576720,282.80291005,5401262,57.06321716,82.41671753,2.80019760,2.92634201,145.20647430,0.51574406
orz500d,1263,5812,667,0.42587558,0.69721198,5.97534562,7.09843318,199.11866359,22.30760369,83.90207373,516054,6.95333862,7.87435913,0.42462540,0.50827503,15.76059818,0.50501718
orz701d,4289,22167,2476,0.65920155,1.01052157,7.59880232,9.26852543,237.55666452,24.53831294,70.40470058,2858629,31.54595566,43.61921692,1.74958420,2.16079807,79.07555485,0.51964089
orz702d,5831,29512,3295,0.65979899,1.21312471,9.86146642,11.73439013,355.27889447,28.71128369,80.87163088,8062876,71.42477036,123.02972412,3.08446884,2.95941162,200.49837494,0.52397671
orz703d,3722,16984,2183,0.50080573,1.04373321,8.90835273,10.45289167,313.81557744,31.22515667,121.49239033,2959074,28.79052734,45.15188599,1.68286896,1.55623341,77.18151569,0.50701965
orz800d,2404,11483,1290,0.42401310,0.66671581,3.86677041,4.95749932,140.86404586,20.20202020,54.53726454,579627,9.12424469,8.84440613,0.76184845,1.03066826,19.76116753,0.48454585
orz900d,7867,39098,4402,0.62683963,1.32623236,5.17194868,7.12502067,98.30765502,19.22329294,19.56068425,3410684,46.33848953,52.04290771,3.03007507,3.85513020,105.26660252,0.50330580
orz901d,3876,19350,2167,0.54242986,0.92835949,4.69688065,6.16767000,127.37993343,18.15026153,9.58892059,2067675,25.77290726,31.55021667,1.62958908,1.86295605,60.81566906,0.50819767
orz999d,1831,8604,973,0.43630115,0.72224223,4.96576923,6.12431260,165.48936170,19.96522095,22.55564648,692735,8.78050232,10.57029724,0.64407349,0.73765182,20.73252487,0.51632346
ost000a,10161,49757,5604,1.08899522,2.50848485,19.82847687,23.42595694,469.74362041,33.40629984,338.54346093,17721498,157.10028458,270.40859985,4.69861984,5.14245415,437.34995842,0.51871674
ost000t,7797,38267,4311,0.87778039,1.79645490,17.13916078,19.81339608,532.99333333,35.30000000,295.96588235,13644084,123.81682968,208.19219971,3.78825378,3.92820072,339.72548389,0.51891854
ost002d,1492,7179,805,0.45251613,0.67661290,7.25625806,8.38538710,248.92096774,24.37419355,122.93064516,991475,11.33833694,15.12870789,0.58885956,0.63988304,27.69578743,0.52892521
ost003d,1718,8409,938,0.51460993,0.70936170,6.63834515,7.86231678,239.74586288,23.85460993,60.86288416,704379,9.79003906,10.74797058,0.65892410,0.75094032,21.94787407,0.50416408
ost004d,343,1655,184,0.42036364,0.59400000,2.71209091,3.72645455,64.98636364,10.07727273,53.40454545,166051,2.37813568,2.53373718,0.17834091,0.13670826,5.22692204,0.47960451
ost100d,8815,45534,5069,0.89334047,1.96435403,34.59264097,37.45033547,1444.38151320,56.37901499,559.93004996,36474531,249.84379578,556.55717468,6.46807098,4.82887268,817.69791412,0.52281616
oth000d,1503,7827,870,0.51049724,0.71704972,7.33424309,8.56179006,288.79226519,26.60828729,93.27624309,1286305,11.92350769,19.62745667,0.78762436,0.68642902,33.02501774,0.54164255
oth001d,2170,10696,1202,0.43497268,0.62841530,3.83950820,4.90289617,113.77595628,15.84426230,23.43442623,787651,11.16574478,12.01860046,0.75647736,0.97288895,24.91371155,0.49915690
rmtst01,393,1774,205,0.26978723,0.44204255,2.68795745,3.39978723,74.42553191,13.03829787,13.33404255,61945,1.23321152,0.94520569,0.10482025,0.14595699,2.42919445,0.48032040
