Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
ca_cavern1_haunted,2668,12878,1484,0.51063964,0.99468468,3.63290991,5.13823423,96.64504505,11.57162162,8.66621622,542423,8.83163071,8.27671814,0.70240402,1.16226482,18.97301769,0.49821118
ca_caverns2prc,1507,7196,825,0.41842308,0.74026923,2.63089744,3.78958974,62.31217949,10.45448718,7.52628205,236321,4.44581985,3.60597229,0.38531494,0.61645031,9.05355740,0.47898370
dr_0_deeproads,2522,11639,1328,0.49310685,0.94073973,3.42151233,4.85535890,80.99780822,12.65232877,2.75123288,444563,7.75612259,6.78349304,0.66393661,1.04510975,16.24866199,0.49372009
dr_primevaltomb,1424,6083,691,0.42887866,0.74375732,2.97071130,4.14334728,69.14602510,11.78661088,6.43807531,317908,5.16980362,4.85089111,0.37677383,0.52768612,10.92515469,0.50156849
ht_0_hightown_a2,1428,6092,690,0.46173333,0.91407407,4.87866667,6.25447407,117.18000000,15.42888889,48.74814815,643779,8.02227020,9.82328796,0.41389465,0.55353928,18.81299210,0.51034166
ht_0_hightown_a3,1440,6148,696,0.55422901,1.04540458,6.37688550,7.97651908,130.91832061,16.20381679,56.55877863,675215,8.33621216,10.30296326,0.41689301,0.55810070,19.61416912,0.50784289
ht_0_hightown_n,1420,6022,682,0.49049254,0.91182090,6.66726866,8.06958209,220.98656716,17.42462687,45.32313433,667545,8.10855865,10.18592834,0.40873337,0.54552078,19.24874115,0.50924157
lt_0_lowtown_a2,1820,7956,895,0.51297600,0.87225600,4.27764800,5.66288000,97.21360000,14.90240000,30.54240000,444605,6.83292389,6.78413391,0.50430298,0.70171547,14.82307625,0.51347295
lt_0_lowtown_a2_n_c,2151,9317,1057,0.58549206,1.04077778,5.54842857,7.17469841,139.22857143,15.88095238,23.77063492,575356,8.27215195,8.77923584,0.58905029,0.81480694,18.45524502,0.51923946
lt_0_lowtown_n,1826,7896,890,0.49107200,0.83236800,4.03137600,5.35481600,105.11040000,15.21040000,33.84160000,419834,6.58089828,6.40615845,0.50090027,0.69111156,14.17906857,0.51126050
lt_backalley_g,400,1583,189,0.35651163,0.53469767,2.40916279,3.30037209,60.87906977,11.24651163,14.80930233,45223,0.98880386,0.69004822,0.10164642,0.12289238,1.90339088,0.45747452
lt_backalley_n,400,1583,189,0.42586047,0.63274419,3.09032558,4.14893023,65.61627907,12.22325581,14.63953488,45223,0.98880386,0.69004822,0.10164642,0.12289238,1.90339088,0.45747452
w_blightlands,1869,9788,1101,0.57141441,1.02716216,6.54742342,8.14600000,193.66216216,20.51936937,25.88738739,1328095,12.75551224,20.26512146,0.78483582,0.86445808,34.66992760,0.56345048
w_bonepit,1486,7688,872,0.59694545,0.86514545,6.80638182,8.26847273,221.07090909,26.36363636,78.60454545,638350,8.21796417,9.74044800,0.64913940,0.66242599,19.26997757,0.51369067
w_bonepitdestroyed_a3,2031,9672,1124,0.64928655,0.93501754,8.21578947,9.80009357,323.44619883,32.90350877,100.39707602,1037972,12.48034286,15.83819580,0.96692276,0.84381199,30.12927341,0.51290868
w_encounter2_camp,1770,8866,987,0.74216529,1.06185124,10.12919008,11.93320661,325.69173554,32.51735537,115.32148760,1299506,12.83235550,19.82888794,0.91165924,0.76635838,34.33926105,0.52742989
w_encounter3,913,4743,533,0.55924444,0.81842222,4.65473333,6.03240000,133.51222222,16.74888889,23.39444444,439402,4.74567032,6.70474243,0.34603882,0.39929199,12.19574356,0.54670458
w_sundermount,3645,18701,2110,0.76897006,1.56479042,9.19011976,11.52388024,306.74071856,24.59700599,76.94790419,2019237,23.69380569,30.81111145,1.59569550,1.76763248,57.86824512,0.51579666
w_woundedcoast,4596,23099,2629,0.68496262,1.48708411,5.67506542,7.84711215,135.00747664,16.52663551,36.90420561,2013758,23.89440536,30.72750854,1.61060715,2.18281555,58.41533661,0.52645950
