Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
AR0046SR,318,179,0.32429687,0.31051562,0.53537500,1.17018750,16.72890625,3.03906250,36.18515625,88004,0.49570847,1.42676163,1.92247009
AR0070SR,1364,783,0.41773437,0.47412500,4.60193750,5.49379688,307.95937500,27.15859375,352.38984375,359746,0.61877060,5.83236885,6.45113945
AR0071SR,1839,1062,0.50095313,0.57481250,6.11615625,7.19192187,329.70390625,32.34921875,522.77578125,642861,0.72883224,10.42236042,11.15119267
AR0072SR,670,403,0.42820312,0.46326563,2.39981250,3.29128125,97.00312500,14.77812500,88.71015625,124628,0.37594223,2.02052689,2.39646912
AR0201SR,350,214,0.32740625,0.35996875,2.14228125,2.82965625,129.35546875,15.75625000,48.71718750,41779,0.10981369,0.67734051,0.78715420
AR0202SR,2808,1698,0.55398438,0.67301562,6.99115625,8.21815625,391.50156250,37.20390625,295.26640625,422251,0.61161423,6.84572887,7.45734310
AR0203SR,256,149,0.28226562,0.31359375,0.82450000,1.42035937,29.14609375,5.46328125,23.95937500,63058,0.35081100,1.02232552,1.37313652
AR0204SR,2204,1295,0.60718750,0.61075000,7.57954688,8.79748438,459.55156250,38.76171875,699.93906250,508087,0.76681137,8.23734188,9.00415325
AR0205SR,1864,1178,0.43546875,0.54145312,7.92100000,8.89792187,468.21640625,40.61484375,911.22968750,670514,1.02712631,10.87068367,11.89780998
AR0206SR,510,282,0.37686809,0.35778723,1.96711489,2.70177021,101.58042553,12.44170213,113.81446809,118117,0.36941147,1.91496754,2.28437901
AR0300SR,3766,2258,0.56573438,0.65926562,9.44640625,10.67140625,520.83984375,50.44609375,834.72578125,774551,1.19340134,12.55737972,13.75078106
AR0301SR,642,373,0.37417188,0.37857813,2.03687500,2.78962500,89.88125000,12.76953125,116.25468750,127365,0.39095688,2.06490040,2.45585728
AR0302SR,602,363,0.36285483,0.38326034,2.52600162,3.27211679,101.93511760,16.66504461,148.49797242,150853,0.46686935,2.44569874,2.91256809
AR0303SR,566,333,0.39595541,0.38542994,2.53519108,3.31657643,113.58121019,16.13057325,238.38933121,182896,0.53411484,2.96519470,3.49930954
AR0304SR,722,425,0.38185098,0.40247843,2.47024314,3.25457255,109.48078431,16.11764706,149.99921569,169756,0.42705917,2.75216293,3.17922211
AR0305SR,808,472,0.38092188,0.40226563,2.49070312,3.27389063,92.82109375,17.22421875,146.39296875,173526,0.46601486,2.81328392,3.27929878
AR0306SR,670,387,0.37412500,0.36951563,1.78382812,2.52746875,63.69843750,11.75703125,113.68750000,110160,0.38001633,1.78596497,2.16598129
AR0307SR,4340,2564,0.58195313,0.70101562,9.29754688,10.58051563,551.03984375,50.68750000,629.11953125,688028,0.78469467,11.15462875,11.93932343
AR0308SR,1122,676,0.43981250,0.46440625,5.94310937,6.84732813,307.55546875,30.26250000,984.83984375,813065,1.47829819,13.18178654,14.66008472
AR0309SR,1413,797,0.37481250,0.46390625,4.09370312,4.93242187,200.77578125,23.16953125,310.86562500,337825,0.70270920,5.47697544,6.17968464
AR0310SR,256,154,0.27181387,0.31756885,1.10731244,1.69669516,35.71699905,7.16619183,93.28300095,87475,0.38697433,1.41818523,1.80515957
AR0314SR,368,208,0.39039486,0.36325069,2.08437098,2.83801653,72.85032140,13.20661157,171.01469238,119658,0.43291855,1.93995094,2.37286949
AR0316SR,352,202,0.37406593,0.35978022,2.81966188,3.55350803,120.46661031,16.75147929,207.15046492,137058,0.46506882,2.22204781,2.68711662
AR0317SR,362,207,0.36515853,0.33886889,1.81688089,2.52090831,59.86803770,11.60497001,213.02399314,133857,0.49280930,2.17015171,2.66296101
AR0331SR,356,220,0.33684932,0.35787671,3.09436644,3.78909247,188.76198630,21.07106164,203.44349315,136552,0.26697922,2.21384430,2.48082352
AR0400SR,3604,2097,0.56025000,0.60393750,6.56832813,7.73251562,362.11796875,35.67656250,871.60546875,1083725,1.61933517,17.56985188,19.18918705
AR0404SR,2398,1486,0.54837500,0.58062500,9.50078125,10.62978125,732.50234375,52.86796875,806.61250000,892373,0.80904770,14.46756458,15.27661228
AR0405SR,1900,1044,0.54820313,0.56900000,4.42514063,5.54234375,230.77734375,22.39921875,289.21718750,369837,0.78808212,5.99596882,6.78405094
AR0406SR,3778,2196,0.46973438,0.61489062,8.08240625,9.16703125,500.04687500,45.54687500,454.59218750,657199,0.86982346,10.65481472,11.52463818
AR0410SR,272,160,0.32674804,0.32142982,1.24758500,1.89576286,43.32955536,8.96076722,39.04620750,54152,0.24595261,0.87793732,1.12388992
AR0411SR,1914,1143,0.47354688,0.55235937,5.20182813,6.22773438,312.72812500,29.04453125,202.99453125,269722,0.55349350,4.37285805,4.92635155
AR0412SR,862,512,0.39946875,0.42376563,2.49371875,3.31695313,107.75859375,13.51171875,179.85546875,230703,0.71895981,3.74026394,4.45922375
AR0413SR,352,215,0.26610937,0.38023438,2.50043750,3.14678125,127.57109375,18.40625000,74.07812500,43889,0.11521530,0.71154881,0.82676411
AR0414SR,2144,1326,0.57847315,0.61684564,9.55610738,10.75142617,531.30369128,45.03691275,1541.18791946,1037875,1.69729233,16.82651043,18.52380276
AR0418SR,122,71,0.17544622,0.27146453,0.06828375,0.51519451,1.46910755,0.50915332,2.17276888,18834,0.14806747,0.30534554,0.45341301
AR0500SR,4832,2916,0.77109375,0.77615625,8.38007812,9.92732812,420.39765625,39.53281250,642.96015625,906095,1.36191940,14.69003201,16.05195141
AR0502SR,336,187,0.34374368,0.37172007,1.65752108,2.37298482,52.20320405,10.31281619,78.15682968,77834,0.34406662,1.26188087,1.60594749
AR0503SR,316,183,0.30394558,0.33977891,1.61528912,2.25901361,59.76700680,11.74659864,59.93112245,45186,0.17382431,0.73257637,0.90640068
AR0504SR,1918,1101,0.61961905,0.66800000,6.30180952,7.58942857,259.75873016,27.84841270,439.83253968,554908,1.13120651,8.99642563,10.12763214
AR0505SR,1818,1075,0.64107813,0.69443750,7.32096875,8.65648437,301.30468750,32.82031250,460.87578125,610232,1.19181442,9.89336395,11.08517838
AR0506SR,462,265,0.35171154,0.38809615,1.67830769,2.41811538,54.22980769,11.17307692,103.43365385,100137,0.37055588,1.62346745,1.99402332
AR0509SR,472,275,0.36332812,0.40457813,2.54726563,3.31517188,83.08046875,13.83906250,192.68828125,134833,0.45907211,2.18597507,2.64504719
AR0510SR,1266,732,0.68310938,0.77656250,9.28400000,10.74367188,361.85156250,31.99531250,994.65546875,650836,1.12136459,10.55165482,11.67301941
AR0511SR,1080,629,0.45871875,0.49743750,4.10825000,5.06440625,162.79609375,20.89375000,311.25859375,336190,0.74352646,5.45046806,6.19399452
AR0513SR,508,298,0.41740625,0.39751563,2.42393750,3.23885938,90.97343750,13.69375000,165.47812500,198999,0.61970139,3.22626400,3.84596539
AR0516SR,1074,624,0.55812500,0.60131250,5.26403125,6.42346875,197.88828125,27.32734375,275.74218750,174332,0.41941452,2.82635117,3.24576569
AR0517SR,120,62,0.17912690,0.26286294,0.13660914,0.57859898,3.47918782,0.99086294,6.49035533,19786,0.16341782,0.32077980,0.48419762
AR0526SR,356,220,0.36407534,0.38907534,3.35318493,4.10633562,188.76198630,21.07106164,203.44349315,136552,0.26697922,2.21384430,2.48082352
AR0600SR,706,438,0.51701562,0.49090625,5.60128125,6.60920312,325.94453125,32.09296875,267.36328125,193071,0.25921249,3.13015652,3.38936901
AR0601SR,568,352,0.56881250,0.56054687,7.37050000,8.49985938,394.89140625,34.51484375,273.87890625,146261,0.26914597,2.37125111,2.64039707
AR0602SR,5504,3240,0.85492188,1.27435938,12.01462500,14.14390625,471.07265625,47.70390625,468.64843750,769047,1.05698776,12.46814632,13.52513409
AR0603SR,2986,1718,0.63325000,0.82042188,9.24035937,10.69403125,475.86015625,42.16562500,643.20234375,609688,0.82332993,9.88454437,10.70787430
AR0604SR,500,313,0.47907813,0.54901563,2.92232812,3.95042187,76.20156250,13.30937500,103.68125000,142178,0.45756149,2.30505562,2.76261711
AR0605SR,278,168,0.38781893,0.40788477,1.14823045,1.94393416,25.22551440,4.97283951,57.56625514,100533,0.58390427,1.62988758,2.21379185
AR0700SR,7821,4697,0.81975000,1.09584375,15.43682813,17.35242188,858.68437500,64.70859375,2867.43671875,3267473,3.37939072,52.97378635,56.35317707
AR0701SR,2996,1796,0.67664063,0.79785937,14.75706250,16.23156250,908.76875000,63.73281250,2068.92031250,1693107,1.95118332,27.44943523,29.40061855
AR0702SR,680,386,0.35585526,0.40940789,3.76731908,4.53258224,165.65213816,22.29194079,377.94325658,222487,0.57798386,3.60706234,4.18504620
AR0704SR,614,357,0.35853125,0.39214063,2.61642188,3.36709375,102.51250000,16.30625000,233.06562500,189591,0.53054428,3.07373714,3.60428143
AR0705SR,864,471,0.31867187,0.45621875,2.43356250,3.20845313,108.50781250,15.49765625,71.08437500,126360,0.33959579,2.04860687,2.38820267
AR0709SR,486,283,0.49564437,0.49344209,3.54766721,4.53675367,109.27650897,15.32544861,302.15334421,222663,0.71703720,3.60991573,4.32695293
AR0711SR,502,290,0.35706250,0.39684375,2.47560937,3.22951563,108.18203125,17.03203125,73.08671875,52518,0.17712021,0.85144615,1.02856636
