Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
16room_000,9882,5520,0.42245161,1.42651613,11.43846237,13.28743011,658.20053763,41.17204301,753.42365591,2143719,2.74456406,34.75496578,37.49952984
16room_001,9680,5398,0.41752880,1.49950785,9.90624084,11.82327749,437.98429319,38.63298429,793.02303665,1850131,2.44453049,29.99518108,32.43971157
16room_002,9808,5491,0.48290155,1.59528497,12.57543005,14.65361658,641.04870466,41.81191710,752.64041451,2132779,2.69431686,34.57760143,37.27191830
16room_003,9768,5446,0.42343299,1.48106186,10.26290722,12.16740206,472.87319588,38.20927835,678.59381443,1924122,2.54160690,31.19475746,33.73636436
16room_004,9734,5405,0.35525532,1.16506383,9.37117021,10.89148936,623.50000000,40.29521277,748.70159574,2006527,2.60201645,32.53074551,35.13276196
16room_005,9766,5458,0.35513089,1.14151832,9.41895288,10.91560209,658.37225131,40.30890052,647.57486911,1958320,2.55755234,31.74919128,34.30674362
16room_006,9768,5437,0.35570526,1.13318947,8.44169474,9.93058947,493.30736842,38.96684211,731.74578947,1966164,2.60694504,31.87636185,34.48330688
16room_007,9814,5491,0.37687958,1.15871204,9.20873298,10.74432461,560.26753927,39.95759162,678.21151832,1929260,2.54194260,31.27805710,33.81999969
16room_008,9684,5397,0.37533333,1.16941538,9.79843077,11.34317949,638.91589744,40.98410256,638.33128205,1926199,2.48138046,31.22843075,33.70981121
16room_009,9784,5487,0.36922751,1.22952381,9.81520635,11.41395767,625.66878307,41.73068783,688.19523810,2031277,2.62841415,32.93200397,35.56041813
32room_000,2618,1440,0.28804211,0.70315789,4.38730526,5.37850526,174.33947368,20.38736842,229.05526316,599381,1.38582993,9.71744251,11.10327244
32room_001,2592,1431,0.23260000,0.53751579,3.34943158,4.11954737,145.59157895,19.51842105,153.74894737,484250,1.19335556,7.85088539,9.04424095
32room_002,2580,1422,0.22727723,0.52358416,3.25316832,4.00402970,141.54851485,18.52326733,165.79702970,512139,1.26101303,8.30303478,9.56404781
32room_003,2590,1424,0.22483838,0.52565657,3.28716162,4.03765657,142.60050505,18.30050505,175.72070707,515624,1.23632431,8.35953522,9.59585953
32room_004,2460,1361,0.22253039,0.52202210,3.54892818,4.29348066,160.75801105,18.98232044,203.01712707,520410,1.26183701,8.43712807,9.69896507
32room_005,2592,1422,0.23358947,0.55054737,3.69040000,4.47453684,171.35473684,19.15315789,199.47947368,557961,1.34487534,9.04592228,10.39079762
32room_006,2592,1428,0.23375000,0.53408333,3.75746875,4.52530208,199.00572917,19.89635417,204.27500000,561865,1.31269455,9.10921574,10.42191029
32room_007,2580,1433,0.23048731,0.53532995,3.50413198,4.26994924,171.34974619,19.56852792,164.65329949,536976,1.28644943,8.70570374,9.99215317
32room_008,2628,1447,0.24878571,0.56441837,3.44612245,4.25932653,149.58112245,18.88367347,142.37500000,482904,1.18496323,7.82906342,9.01402664
32room_009,2596,1423,0.26634483,0.64508374,4.17615764,5.08758621,183.27832512,20.40000000,210.70985222,544427,1.27880478,8.82650280,10.10530758
64room_000,614,320,0.18295567,0.34287685,1.26359606,1.78942857,41.05812808,8.07586207,57.99458128,139083,0.60940170,2.25487804,2.86427975
64room_001,590,310,0.20584236,0.38876847,1.19308374,1.78769458,34.74975369,7.89704433,26.25665025,100664,0.49488449,1.63201141,2.12689590
64room_002,630,340,0.19952113,0.36295775,1.49298592,2.05546479,54.82723005,9.11784038,41.80938967,138458,0.61677170,2.24474525,2.86151695
64room_003,598,321,0.18947465,0.33803687,1.24178802,1.76929954,43.00230415,8.36820276,43.99907834,126232,0.57738876,2.04653168,2.62392044
64room_004,560,302,0.19910714,0.34878571,1.20784821,1.75574107,41.00446429,7.80714286,31.62366071,104552,0.49518967,1.69504547,2.19023514
64room_005,622,334,0.18623423,0.33963964,1.13553153,1.66140541,36.33873874,7.83198198,33.56756757,123115,0.56606674,1.99599743,2.56206417
64room_006,630,340,0.21680734,0.38354128,1.57155046,2.17189908,49.49678899,9.05688073,51.90550459,146185,0.64866257,2.37001896,3.01868153
64room_007,628,331,0.18667317,0.35290732,1.32785366,1.86743415,47.17219512,8.60195122,35.09268293,116269,0.54462814,1.88500690,2.42963505
64room_008,640,348,0.19874872,0.35949744,1.47542564,2.03367179,49.04358974,9.55333333,44.94358974,147000,0.66242599,2.38323212,3.04565811
64room_009,626,340,0.20068269,0.35741346,1.32597115,1.88406731,45.52644231,8.59903846,32.69278846,121136,0.56005478,1.96391296,2.52396774
8room_000,35320,20134,0.48349485,1.91168041,23.64677320,26.04194845,1878.21804124,86.88814433,2504.80670103,7324077,5.01131821,118.74133015,123.75264835
8room_001,35436,20256,0.48908808,1.93574093,26.35095337,28.77578238,2302.70155440,90.86373057,2792.20051813,8090988,5.25330734,131.17484665,136.42815399
8room_002,35454,20273,0.50289583,1.95836458,26.56056250,29.02182292,2322.87291667,90.11875000,2490.33645833,7739133,5.11321640,125.47041035,130.58362675
8room_003,35292,20114,0.53423037,2.03476440,28.67032461,31.23931937,2394.19895288,89.94764398,2530.72617801,7698007,5.07773972,124.80365658,129.88139629
8room_004,35602,20340,0.49272821,1.89963077,24.60122051,26.99357949,2087.28564103,85.30102564,3125.52205128,8289982,5.36758041,134.40102959,139.76861000
8room_005,35276,20099,0.51722917,1.98821875,25.34627083,27.85171875,1950.00572917,85.80572917,2389.88229167,7224929,4.91782761,117.13389683,122.05172443
8room_006,35322,20165,0.49326042,1.98520833,26.03475000,28.51321875,2154.64114583,90.20520833,2683.25000000,7742765,5.07320786,125.52929401,130.60250187
8room_007,35488,20235,0.48692857,1.89260204,24.89647959,27.27601020,2121.48418367,89.95612245,3135.98979592,8142421,5.30118942,132.00870228,137.30989170
8room_008,35524,20320,0.51853333,1.97450256,25.18077949,27.67381538,2029.01948718,89.47435897,2307.23692308,7419335,5.00867844,120.28569698,125.29437542
8room_009,35314,20186,0.52073016,2.00174603,26.06868783,28.59116402,2054.97248677,88.76243386,2619.99629630,7626078,5.13584518,123.63751030,128.77335548
