Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB
lak401d,3972,2058,0.37842563,0.49204577,3.64715789,4.51762929,190.09794050,26.33089245,66.02837529,292937,0.56563950,4.74923038,5.31486988
lak403d,1281,738,0.64277008,0.48005540,14.53868883,15.66151431,1275.51800554,72.38319483,2044.72668513,533178,0.68431473,8.64412880,9.32844353
lak404d,1266,654,0.70088041,0.44284666,4.25504035,5.39876742,192.21643434,32.23844461,99.95451211,67861,0.16653442,1.10019398,1.26672840
lak405d,5171,2910,0.46296420,0.56358950,5.28004296,6.30659666,294.49021480,36.58329356,100.44701671,470532,0.82323456,7.62848282,8.45171738
lak503d,2573,1392,0.51777419,0.54780645,11.59391935,12.65950000,863.66209677,79.68306452,384.63225806,247955,0.32554626,4.01996136,4.34550762
lak504d,2962,1586,0.48913386,0.53461942,9.13506562,10.15881890,657.74409449,55.44094488,627.04068241,234798,0.30871582,3.80665398,4.11536980
lak505d,2785,1536,0.50544290,0.50446105,13.32563501,14.33553895,1018.81430096,84.77161153,531.00106724,286401,0.39724731,4.64326572,5.04051304
lak506d,2446,1336,0.38429060,0.44311111,5.61733333,6.44473504,352.72478632,43.92307692,150.04102564,143630,0.23265076,2.32859612,2.56124687
lak507d,300,157,0.34427273,0.31681818,3.05263636,3.71372727,149.55909091,27.10909091,267.67727273,15686,0.04621506,0.25430870,0.30052376
lak510d,434,231,0.30559091,0.34081818,9.13322727,9.77963636,667.63636364,62.60681818,577.51590909,47133,0.09328842,0.76414204,0.85743046
lak511d,2480,1381,0.51164237,0.52415938,5.32033042,6.35613217,264.55782313,37.44606414,127.00485909,183036,0.35522842,2.96746445,3.32269287
lak512d,2003,1036,0.44885338,0.41408835,3.61204887,4.47499060,212.41682331,28.88768797,71.05968045,148190,0.31717300,2.40252495,2.71969795
lak513d,3982,2193,0.54970100,0.58387597,8.02513843,9.15871539,454.36212625,47.47729790,752.82281285,407355,0.67124557,6.60422802,7.27547359
lak514d,2121,1191,0.42837438,0.42305419,4.44187192,5.29330049,281.06650246,34.63793103,117.85714286,80277,0.20804977,1.30148792,1.50953770
lak515d,200,109,0.59421053,0.29136842,2.13484211,3.02042105,147.43157895,14.14736842,107.44210526,13521,0.02242661,0.21920872,0.24163532
lak519d,1187,687,0.53389558,0.45755020,13.09297189,14.08441767,955.18273092,82.73493976,1451.29116466,215616,0.31274796,3.49566650,3.80841446
lak526d,212,120,0.29909091,0.26936364,3.96009091,4.52854545,262.65454545,46.91818182,104.62727273,4523,0.01202011,0.07332897,0.08534908
lgt101d,128,71,0.23846154,0.23830769,3.95092308,4.42769231,357.66923077,46.96923077,52.95384615,1781,0.00439835,0.02887440,0.03327274
lgt300d,2549,1439,0.77202216,0.57453740,22.93506925,24.28162881,1844.83878116,106.48975069,2052.46814404,1112098,1.29315567,18.02984810,19.32300377
lgt600d,1110,655,0.52075280,0.45043744,6.21035605,7.18154629,492.28585961,36.34282808,593.38250254,383604,0.45283508,6.21916580,6.67200089
lgt601d,1478,856,0.81523457,0.65091358,14.10298765,15.56913580,819.77530864,62.26666667,2014.73456790,516335,0.68778992,8.37106228,9.05885220
lgt602d,2548,1476,0.48868687,0.49905051,8.91620202,9.90393939,616.99292929,61.21212121,569.96868687,388778,0.56448746,6.30304909,6.86753654
lgt603d,2177,1247,0.45556452,0.49690860,7.21528226,8.16775538,437.55779570,56.78763441,249.44758065,257204,0.39984131,4.16991043,4.56975174
lgt604d,1024,603,0.57072626,0.44739665,11.56120670,12.57932961,990.24581006,77.79888268,867.11731844,182938,0.21081161,2.96587563,3.17668724
lgt605d,230,136,0.41777778,0.27614815,3.28548148,3.97940741,227.08518519,29.12962963,203.37037037,15779,0.03222275,0.25581646,0.28803921
orz000d,252,111,0.20873016,0.30571429,6.40830688,6.92275132,422.37566138,61.83862434,194.66666667,11150,0.02922058,0.18076897,0.20998955
orz100d,6719,3778,0.69470856,0.69259198,11.20916908,12.59646962,643.12897892,59.36213311,932.85159157,1815937,2.35365677,29.44081211,31.79446888
orz101d,200,105,0.28878261,0.25530435,3.41982609,3.96391304,225.79565217,40.03913043,63.00434783,4433,0.01282120,0.07186985,0.08469105
orz102d,84,38,0.24384615,0.20123077,1.93846154,2.38353846,111.20000000,26.60000000,37.86923077,1150,0.00404358,0.01864433,0.02268791
orz103d,4913,2670,0.37625350,0.48582336,3.22876559,4.09084245,143.25451769,28.57851871,68.64672945,251839,0.50984192,4.08293056,4.59277248
orz105d,110,56,0.17453333,0.21906667,2.94333333,3.33693333,181.72666667,37.94000000,68.65333333,1643,0.00590134,0.02663708,0.03253841
orz106d,60,28,0.26900000,0.17400000,1.45200000,1.89500000,111.78750000,17.62500000,3.47500000,753,0.00256729,0.01220798,0.01477528
orz107d,82,40,0.18583333,0.21483333,0.86150000,1.26216667,43.56666667,11.39166667,10.54166667,649,0.00300598,0.01052189,0.01352787
orz200d,1275,668,0.49007547,0.48116981,14.57392453,15.54516981,1128.26603774,100.65283019,571.95849057,68009,0.11145020,1.10259342,1.21404362
orz201d,136,60,0.15600000,0.24586667,2.38026667,2.78213333,159.87333333,29.40666667,28.16666667,1629,0.00544739,0.02641010,0.03185749
orz203d,36,19,0.17275000,0.15875000,0.16800000,0.49950000,7.95000000,2.55000000,0.27500000,181,0.00117874,0.00293446,0.00411320
orz300d,6031,3373,0.66664021,0.66075397,11.60735450,12.93474868,780.74603175,63.14021164,1327.13161376,1468329,1.82702637,23.80523014,25.63225651
orz301d,836,451,0.24460465,0.35125581,4.81167442,5.40753488,261.04883721,42.38604651,222.82093023,27137,0.05686569,0.43995762,0.49682331
orz302d,444,225,0.26403846,0.33619231,3.02311538,3.62334615,184.69615385,27.99807692,61.09615385,14007,0.04285812,0.22708797,0.26994610
orz303d,1964,989,0.26904348,0.36758261,3.55354783,4.19017391,240.65826087,25.91478261,300.57217391,179133,0.31069946,2.90418720,3.21488667
orz304d,464,251,0.19466667,0.31204762,3.60695238,4.11366667,222.90476190,32.41428571,136.99523810,18998,0.04924393,0.30800438,0.35724831
orz500d,1263,667,0.45154378,0.48145161,6.90612903,7.83912442,413.39976959,40.09216590,492.50115207,139995,0.26860428,2.26966381,2.53826809
orz601d,292,141,0.23838462,0.28346154,4.06700000,4.58884615,324.35384615,44.56538462,215.03846154,4635,0.01330566,0.07514477,0.08845043
orz700d,7295,4166,0.57778530,0.64759771,8.21331423,9.43869724,558.71417405,45.22720167,513.38613861,1680547,2.10704803,27.24580669,29.35285473
orz701d,4289,2476,0.59506761,0.53200901,7.37795235,8.50502898,486.87765615,47.18029620,420.13361236,583965,0.84274673,9.46751118,10.31025791
orz702d,5831,3295,0.60257195,0.60199178,7.72754683,8.93211055,470.70580174,46.08131567,388.56007309,1659568,1.92790985,26.90568542,28.83359528
orz703d,3722,2183,0.46812892,0.65317816,5.64395703,6.76526410,279.32632050,31.18352731,472.52103850,838656,1.32958603,13.59667969,14.92626572
orz704d,154,79,0.28340000,0.26170000,2.54070000,3.08580000,134.62000000,21.88000000,149.31500000,6304,0.01686478,0.10220337,0.11906815
orz800d,2404,1290,0.43043407,0.42822277,2.56765493,3.42631177,131.04750205,18.61015561,204.46846847,260592,0.53113556,4.22483826,4.75597382
orz900d,7867,4402,0.50434212,0.58547113,3.71556949,4.80538275,135.36578760,27.60057021,102.98460442,877519,1.56157303,14.22674465,15.78831768
orz901d,3876,2167,0.50147408,0.50263909,4.20356158,5.20767475,206.84759867,32.40085592,57.68806467,462770,0.76541519,7.50264168,8.26805687
orz999d,1831,973,0.39283961,0.44715221,3.76392799,4.60391980,254.66243863,27.13829787,171.21685761,293727,0.52143478,4.76203823,5.28347301
ost000a,10161,5604,0.74460925,0.89845295,13.06169059,14.70475279,722.47807018,53.05940989,1582.42145136,3872284,4.19153595,62.77926254,66.97079849
ost000t,7797,4311,0.72054118,0.77332549,12.64494902,14.13881569,766.35960784,55.11254902,1342.42901961,3016820,3.45558929,48.91008377,52.36567307
ost001d,1551,848,0.48506061,0.51142424,11.76715152,12.76363636,799.67272727,79.45909091,508.44848485,137086,0.19674683,2.22250175,2.41924858
ost002d,1492,805,0.45629032,0.46732258,11.73261290,12.65622581,824.07741935,75.99677419,980.87419355,186192,0.25919724,3.01863098,3.27782822
ost003d,1718,938,0.49068558,0.44241135,11.25557920,12.18867612,907.70212766,75.29787234,395.40189125,144161,0.22901917,2.33720493,2.56622410
ost004d,343,184,0.32709091,0.28881818,3.78172727,4.39763636,216.34090909,28.21818182,447.55454545,29597,0.05779648,0.47984028,0.53763676
ost100d,8815,5069,0.68281228,0.77401142,19.75082084,21.20764454,1558.67880086,80.26017131,2564.81370450,7532087,7.03478622,122.11368465,129.14847088
ost101d,382,224,0.57987805,0.38000000,5.24969512,6.20957317,314.96951220,31.52743902,165.99695122,21182,0.08022690,0.34341240,0.42363930
ost102d,38,18,0.20000000,0.17742857,0.48828571,0.86571429,24.41428571,8.30000000,3.14285714,163,0.00095749,0.00264263,0.00360012
oth000d,1503,870,0.49676243,0.45675138,8.79882873,9.75234254,689.74033149,54.24475138,589.63535912,284400,0.34304428,4.61082458,4.95386887
oth001d,2170,1202,0.46234973,0.43584699,6.85994536,7.75814208,434.25136612,45.46448087,131.48907104,145271,0.24270248,2.35520077,2.59790325
oth999d,6,2,0.07066667,0.12546667,0.00666667,0.20280000,0.02666667,0.02666667,0.00000000,13,0.00024033,0.00021076,0.00045109
rmtst,409,215,0.29646809,0.30434043,5.60808511,6.20889362,374.50000000,53.76808511,160.50638298,17512,0.04777145,0.28391266,0.33168411
rmtst01,393,205,0.38302128,0.45570213,7.88021277,8.71893617,402.77021277,56.56595745,125.76808511,16942,0.04636765,0.27467155,0.32103920
rmtst03,413,213,0.26442553,0.29697872,5.23808511,5.79948936,370.11702128,50.34255319,125.00851064,16706,0.04635239,0.27084541,0.31719780
