Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0041SR,246,49433,143,0.39696875,1.24157812,0.15053125,1.78907812,0.88125000,0.00000000,2.76718750,1851891,28.44619751,30.02371502,0.18857193,4.05657959,62.71506405,1.00000000
AR0042SR,162,40997,104,0.27596875,0.97950000,0.09034375,1.34581250,1.07421875,0.00000000,2.65234375,1497025,20.44209290,24.27046299,0.15639114,3.38366795,48.25261497,1.00000000
AR0043SR,188,37812,113,0.38671875,1.09446875,0.12332813,1.60451562,0.72500000,0.00000000,1.67656250,1221632,17.78266525,19.80566406,0.14424133,3.08900356,40.82157421,1.00000000
AR0044SR,84,16359,57,0.28415625,1.03878125,0.20084375,1.52378125,3.28203125,0.00000000,8.03046875,684365,7.52077484,11.09524250,0.06240463,1.27011585,19.94853783,1.00000000
AR0046SR,318,74952,179,0.37431250,1.54568750,0.31026562,2.23026562,2.10156250,0.00000000,2.95000000,2314035,35.59530258,37.51620770,0.28591919,6.29072857,79.68815804,1.00000000
AR0201SR,350,28993,214,0.32925000,0.94300000,0.39782813,1.67007813,4.03281250,0.00000000,0.54062500,683641,10.54214478,11.08350468,0.11059952,2.31931877,24.05556774,1.00000000
AR0203SR,256,49385,149,0.30070312,1.24423437,0.34146875,1.88640625,2.85859375,0.00000000,2.01796875,1250779,19.04469299,20.27820873,0.18838882,4.09562778,43.60691833,1.00000000
AR0310SR,256,74424,154,0.28945869,1.50932574,0.39219373,2.19097816,3.17853751,0.00000000,6.35992403,2669594,38.95806503,43.28069496,0.28390503,6.27335644,88.79602146,1.00000000
AR0331SR,356,58644,220,0.35833904,1.82743151,0.77354452,2.95931507,6.99229452,0.00000000,7.46660959,2203228,33.09968185,35.71975327,0.22370911,4.87737274,73.92051697,1.00000000
AR0410SR,272,56270,160,0.38285963,1.50559721,0.52047079,2.40892764,3.29555362,0.00000000,1.62510898,1613175,24.82976151,26.15354061,0.21465302,4.69915390,55.89710903,1.00000000
AR0413SR,352,22114,215,0.26003125,1.00303125,0.49459375,1.75765625,6.06796875,0.00000000,3.29765625,553340,8.44810867,8.97100449,0.08435822,1.74352074,19.24699211,1.00000000
AR0418SR,122,13498,71,0.19146453,0.67734554,0.02073227,0.88954233,0.18306636,0.00000000,0.20137300,253735,3.92319107,4.11366940,0.05149078,1.01564598,9.10399723,1.00000000
AR0502SR,336,80620,187,0.32667791,1.60492411,0.57411467,2.50571669,4.98145025,0.00000000,5.40893761,2458119,36.17138290,39.85216427,0.30754089,6.84426117,83.17534924,1.00000000
AR0503SR,316,40222,183,0.31059524,1.14855442,0.48454082,1.94369048,4.45068027,0.00000000,3.38095238,1100779,15.63977432,17.84633923,0.15343475,3.33105373,36.97060204,1.00000000
AR0517SR,120,12235,62,0.18735025,0.68800000,0.03835533,0.91370558,0.42639594,0.00000000,0.49340102,222522,3.44210052,3.60762978,0.04667282,0.91041279,8.00681591,1.00000000
AR0526SR,356,58644,220,0.39638699,1.55001712,0.78061644,2.72702055,6.99229452,0.00000000,7.46660959,2203228,33.09968185,35.71975327,0.22370911,4.87737274,73.92051697,1.00000000
AR0705SR,864,64236,471,0.32031250,1.51542187,0.66717187,2.50290625,6.73203125,0.00000000,3.04375000,1854149,26.50249863,30.06032276,0.24504089,5.29527569,62.10313797,1.00000000
AR0711SR,502,64051,290,0.38140625,1.50670313,0.66773437,2.55584375,5.40312500,0.00000000,2.98593750,1982532,27.58487701,32.14172745,0.24433517,5.33547211,65.30641174,1.00000000
