Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
arena,112,55,55,0.27975000,0.21050000,2.37375000,2.86400000,162.61250000,16.17500000,106.42500000,11613,0.03891754,0.18827534,0.00020981,0.00322437,0.23062706,1.00000000
arena2,1075,547,547,0.40996771,0.37504844,4.91573735,5.70075350,318.36490850,29.72874058,297.85683531,212034,0.69019318,3.43759346,0.00208664,0.03785133,4.16772461,1.00000000
brc000d,2353,1331,1331,0.71527059,0.60080000,21.12541176,22.44148235,1697.42941176,78.67176471,4432.31882353,3018274,5.46973419,48.93365669,0.00507736,0.09329891,54.50176716,1.00000000
brc100d,3334,1918,1918,0.57704689,0.56824353,8.23025892,9.37554934,582.66410077,40.38418474,437.53114066,1924193,3.70314407,31.19590855,0.00731659,0.13647175,35.04284096,1.00000000
brc101d,2646,1534,1534,0.60303990,0.56401520,8.91246358,10.07951868,722.22292590,37.85560481,480.08486384,1317513,2.46463394,21.36013126,0.00585175,0.10623550,23.93685246,1.00000000
brc200d,1322,708,708,0.66190667,0.36672000,3.52901333,4.55764000,169.10133333,27.44133333,68.26533333,241052,0.73371506,3.90804672,0.00270081,0.04829121,4.69275379,1.00000000
brc201d,4214,2170,2170,0.46771284,0.46574321,4.51696272,5.45041878,301.39346526,26.38426139,164.82328578,764949,1.77415848,12.40170765,0.00827789,0.15931416,14.34345818,1.00000000
brc202d,4035,2013,2013,0.45776896,0.49926955,5.43904724,6.39608575,291.58356491,31.50853513,219.18777293,858700,2.40713501,13.92164230,0.00767899,0.15573406,16.49219036,1.00000000
brc203d,2258,1190,1190,0.46172727,0.43598485,5.40978788,6.30750000,297.33181818,33.66060606,330.53409091,500033,1.45265579,8.10676670,0.00453949,0.08482552,9.64878750,1.00000000
brc204d,2399,1254,1254,0.42586563,0.43532300,6.04021964,6.90140827,376.02067183,35.79521964,366.36111111,630938,1.78046036,10.22905922,0.00478363,0.09035206,12.10465527,1.00000000
brc300d,848,483,483,0.36193443,0.34500000,4.09449180,4.80142623,287.67540984,28.22540984,69.24180328,177762,0.42806244,2.88195992,0.00184250,0.03074169,3.34260654,1.00000000
brc501d,2853,1601,1601,0.88363504,0.70277372,23.88407299,25.47048175,2293.95985401,96.28175182,3554.15620438,4533244,6.23313904,73.49505234,0.00610733,0.11551666,79.84981537,1.00000000
brc502d,670,394,394,0.48868852,0.36286885,6.13545082,6.98700820,420.75614754,37.07172131,694.07172131,248054,0.56502151,4.02156639,0.00150299,0.02468395,4.61277485,1.00000000
brc503d,4313,2433,2433,0.84079284,0.76148338,41.38680307,42.98907928,4363.94117647,174.04156010,4612.03772379,3723229,6.35202026,60.36271381,0.00928116,0.17774105,66.90175629,1.00000000
brc504d,5007,2739,2739,0.73609572,0.62205290,10.55198992,11.91013854,669.75314861,54.33501259,486.30856423,2264983,5.09687042,36.72095394,0.01044846,0.20396709,42.03223991,1.00000000
brc505d,3903,2186,2186,0.75500654,0.69903268,23.93564706,25.38968627,2370.49542484,100.58692810,2133.70915033,3002864,5.45799637,48.68382263,0.00833893,0.16038990,54.31054783,1.00000000
brc997d,1751,1003,1003,0.69608247,0.54980854,24.18562592,25.43151694,2106.47864507,102.35051546,3217.80706922,1455467,2.91776276,23.59670544,0.00382614,0.06685066,26.58514500,1.00000000
brc999d,782,460,460,0.60730435,0.40600000,12.38539130,13.39869565,900.56956522,72.15217391,2839.55000000,581571,1.30015182,9.42869854,0.00175476,0.02938843,10.75999355,1.00000000
combat,44,28,28,0.24080371,0.23412674,1.98800618,2.46293663,118.31684699,17.43276662,25.05255023,2246,0.00939560,0.03641319,0.00010681,0.00143719,0.04735279,1.00000000
combat2,38,22,22,0.17591963,0.19462133,1.66315301,2.03369397,112.52241113,17.74188563,15.23493045,1733,0.00691605,0.02809620,0.00008392,0.00121021,0.03630638,1.00000000
den000d,3997,2244,2244,0.76353968,0.59884127,15.47371429,16.83609524,1101.49920635,82.44365079,1529.58095238,2420799,5.23765182,39.24711514,0.00856018,0.16173267,44.65505981,1.00000000
