Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
16room_000,9882,5520,5520,0.62976344,1.02530108,5.25474194,6.90980645,218.56720430,12.89032258,298.86451613,3416012,9.92095566,55.38196945,0.02105713,0.42357063,65.74755287,1.00000000
16room_001,9680,5398,5398,0.58132984,0.94260733,4.30370681,5.82764398,147.49109948,12.53036649,312.30104712,2933597,8.65756607,47.56083393,0.02059174,0.41315937,56.65215111,1.00000000
16room_002,9808,5491,5491,0.70234197,1.16847668,5.73600000,7.60681865,222.07305699,13.26217617,311.89119171,3431766,9.86289215,55.63738060,0.02094650,0.42067146,65.94189072,1.00000000
16room_003,9768,5446,5446,0.75894845,1.38217526,5.74890722,7.89003093,158.72319588,12.46288660,277.02628866,3060801,9.00102615,49.62312412,0.02077484,0.41768646,59.06261158,1.00000000
16room_004,9734,5405,5405,0.72292553,1.22989362,5.83154255,7.78436170,217.10319149,13.51382979,301.65585106,3167239,9.30778503,51.34874630,0.02061844,0.41496849,61.09211826,1.00000000
16room_005,9766,5458,5458,0.71633508,1.23994764,5.92238743,7.87867016,231.14764398,13.07801047,251.84816754,3111944,9.12781143,50.45227814,0.02082062,0.41806316,60.01897335,1.00000000
16room_006,9768,5437,5437,0.70555789,1.19966316,5.33447368,7.23969474,166.78789474,12.62684211,297.15105263,3140806,9.26730347,50.92020226,0.02074051,0.41736221,60.62560844,1.00000000
16room_007,9814,5491,5491,0.87803141,1.59010471,6.82606283,9.29419895,187.47434555,12.48324607,262.39581152,3081302,9.07900238,49.95549583,0.02094650,0.42033672,59.47578144,1.00000000
16room_008,9684,5397,5397,0.65838974,1.10103590,5.33050256,7.08992821,224.36512821,12.94461538,257.33743590,3065284,8.87426758,49.69580460,0.02058792,0.41351414,59.00417423,1.00000000
16room_009,9784,5487,5487,0.64158730,1.04102646,5.27039153,6.95300529,220.62645503,13.61798942,269.27354497,3254148,9.47644806,52.75775528,0.02093124,0.42012978,62.67526436,1.00000000
32room_000,2618,1440,1440,0.30529474,0.52690526,3.28549474,4.11769474,151.56526316,14.82052632,176.24157895,485235,1.60354233,7.86685467,0.00549316,0.10445595,9.58034611,1.00000000
32room_001,2592,1431,1431,0.31396842,0.53244211,2.87776842,3.72417895,121.38315789,13.57684211,114.15578947,385951,1.33603668,6.25721645,0.00545883,0.10300064,7.70171261,1.00000000
