Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
arena,112,492,55,0.26762500,0.34375000,2.02475000,2.63612500,72.46875000,9.48750000,25.51875000,21444,0.37173843,0.32720947,0.03227615,0.03647232,0.76769638,0.46703011
arena2,1075,4834,547,0.41995694,0.60643703,4.28755651,5.31395048,132.03552207,17.35737352,53.46071044,357277,5.67164993,5.45161438,0.36502075,0.42129040,11.90957546,0.49658797
brc000d,2353,11913,1331,0.77924706,1.30094118,22.16760000,24.24778824,744.84000000,42.09411765,719.12000000,6003017,50.31271744,91.59877014,1.34337616,1.15872383,144.41358757,0.52860040
brc100d,3334,17180,1918,0.61350595,1.12764171,9.61805458,11.35920224,321.09377187,24.52204339,78.06508048,3461875,32.91770172,52.82402039,1.59972763,1.66664124,89.00809097,0.53866501
brc101d,2646,13780,1534,0.64533249,1.08316656,9.02350855,10.75200760,385.94300190,20.12159595,83.74920836,2241451,22.33487701,34.20182800,1.26039124,1.29415512,59.09125137,0.53303610
brc200d,1322,6237,708,0.63696000,0.54588000,3.38040000,4.56324000,87.91133333,15.54933333,10.82400000,426229,6.41718292,6.50373840,0.38539505,0.55729771,13.86361408,0.50155186
brc201d,4214,17457,2170,0.55953981,0.96956282,5.52179475,7.05089738,165.40911183,16.58214450,30.50759319,1318482,15.47545624,20.11843872,1.17919540,1.55528736,38.32837772,0.52222172
brc202d,4035,17711,2013,0.48756649,0.97080588,5.67786423,7.13623660,158.03969829,18.70186582,43.11353712,1544570,20.81884003,23.56826782,1.16637421,1.70174122,47.25522327,0.51651814
brc203d,2258,10447,1190,0.51072727,0.81587879,5.28878788,6.61539394,132.87500000,17.95000000,61.89545455,893636,12.22343063,13.63580322,0.72181320,0.95777225,27.53881931,0.51638359
brc204d,2399,11068,1254,0.45742894,0.84886305,6.17598191,7.48227390,197.81524548,19.37726098,76.22868217,1089916,14.75481033,16.63079834,0.86574936,1.02774525,33.27910328,0.51973996
brc300d,848,4334,483,0.41537705,0.55544262,4.29395082,5.26477049,136.00655738,17.33196721,11.01639344,300056,3.78349686,4.57849121,0.30112076,0.36819553,9.03130436,0.53735640
brc501d,2853,14291,1601,0.92500730,1.48620438,27.13959124,29.55080292,1149.91751825,56.10145985,635.44087591,8721416,60.41305542,133.07824707,1.75846100,1.39925194,196.64901543,0.51615826
brc502d,670,3520,394,0.50250000,0.56303279,5.62077869,6.68631148,194.72950820,23.27459016,122.51844262,425316,4.87495041,6.48980713,0.31622696,0.30617714,11.98716164,0.54365199
brc503d,4313,21467,2433,0.94962916,1.68305627,37.37906650,40.01175192,1994.16496164,91.10549872,1168.93925831,6824726,58.94151688,104.13705444,2.05173492,2.11791611,167.24822235,0.51683629
brc504d,5007,24076,2739,0.77171285,1.32462217,11.31531486,13.41164987,359.63916877,28.96599496,91.28715365,4175756,45.72018433,63.71697998,1.98528290,2.36227036,113.78471756,0.51018787
brc505d,3903,19372,2186,0.75955556,1.27662745,20.42192157,22.45810458,892.59803922,45.67908497,319.62614379,5717949,51.21376801,87.24897766,1.53269196,1.90718460,141.90262222,0.52412414
brc997d,1751,9002,1003,0.73222386,1.04309278,23.35334315,25.12865979,933.86008837,56.89543446,654.39027982,2785169,26.30894852,42.49830627,0.97440720,0.84015846,70.62182045,0.51954684
brc999d,782,4116,460,0.62482609,0.63108696,12.09382609,13.34973913,458.96956522,44.12608696,468.22826087,1072909,11.63766861,16.37129211,0.57868958,0.37246799,28.96011829,0.51593749
combat,44,216,28,0.35731066,0.48299845,1.17604328,2.01635240,25.00463679,4.14064915,7.10046368,3249,0.07805252,0.04957581,0.00886917,0.01467228,0.15116978,0.42284628
combat2,38,182,22,0.16380216,0.27876352,0.85675425,1.29931994,29.47295209,5.20401855,6.68933539,2631,0.05894089,0.04014587,0.00759506,0.01217175,0.11885357,0.44739862
den000d,3997,20056,2244,0.86276190,1.22046032,15.14517460,17.22839683,546.84761905,45.28809524,302.54285714,4277183,43.84907913,65.26463318,2.38874054,1.94642162,113.44887447,0.53223361
den001d,484,2126,245,0.50113725,0.50203922,3.91058824,4.91376471,101.60000000,15.90784314,48.65686275,113634,1.95701981,1.73391724,0.13314438,0.17706680,4.00114822,0.47814058
den005d,1953,8540,976,0.39626649,0.74646438,2.96386544,4.10659631,67.53891821,10.76649077,10.84564644,321283,5.92311478,4.90238953,0.44737625,0.73134232,12.00422287,0.49079894
den009d,94,400,47,0.33550000,0.46810000,1.28070000,2.08430000,33.13500000,9.87500000,1.30500000,4183,0.11005783,0.06382751,0.01668167,0.02722359,0.21779060,0.45171537
den011d,1346,5332,604,0.39343590,0.60487179,2.63789744,3.63620513,67.57435897,10.11410256,14.26282051,260711,4.18522263,3.97813416,0.29467773,0.46599102,8.92402554,0.50200422
den012d,1541,7584,852,0.55541315,0.78618887,6.81133221,8.15293423,196.71922428,23.48735245,86.89207420,882324,11.35763931,13.46319580,0.61430359,0.69314098,26.12827969,0.51071984
den020d,369,1623,191,0.25947619,0.48576190,1.64809524,2.39333333,49.83809524,8.30000000,4.95238095,41589,0.80856323,0.63459778,0.07442856,0.12672043,1.64431000,0.47757466
den101d,162,750,87,0.27990909,0.33281818,0.69218182,1.30490909,14.19090909,3.23636364,3.42272727,12327,0.29128265,0.18809509,0.03050232,0.05276775,0.56264782,0.44875927
den200d,1270,6067,688,0.47977077,0.72611270,5.13808978,6.34397326,134.92359121,18.21585482,49.56542502,425241,6.28505325,6.48866272,0.42065048,0.53549957,13.72986603,0.50934479
den200n,1309,6390,717,0.39659656,0.59481836,3.43759082,4.42900574,100.15965583,13.09751434,32.45411090,511080,7.33367538,7.79846191,0.47714996,0.56369209,16.17297935,0.50868109
den201d,70,337,39,0.18218182,0.25745455,0.64090909,1.08054545,19.30000000,4.56363636,11.15454545,4525,0.10527802,0.06904602,0.01398849,0.02212143,0.21043396,0.46864377
den202d,84,408,47,0.37728571,0.37871429,1.06442857,1.82042857,27.80000000,5.57142857,5.52142857,7015,0.16135406,0.10704041,0.01908493,0.02752876,0.31500816,0.44581264
