Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
ca_cave,707,3264,372,0.45173333,0.65000000,2.87726667,3.97900000,76.74000000,14.26666667,10.42166667,98144,1.92375565,1.49755859,0.19078827,0.27044964,3.88255215,0.48720986
ca_cavern1_haunted,2668,12878,1484,0.64465766,1.35371171,4.24961261,6.24798198,96.64504505,11.56576577,8.66621622,544399,8.84912109,8.30686951,0.70070267,1.16226482,19.01895809,0.50031079
ca_caverns1,2676,12965,1489,0.65657399,1.38065471,3.97354260,6.01077130,76.49417040,10.73363229,9.62017937,565247,9.14350128,8.62498474,0.71854019,1.16356468,19.65059090,0.50411839
ca_caverns1_mines,2654,12784,1473,0.62950000,1.34312727,3.69877273,5.67140000,60.13454545,10.95181818,10.24772727,528892,8.64914703,8.07025146,0.69287491,1.15225506,18.56452847,0.49756890
ca_caverns2,1937,9181,1045,0.53527397,1.09743836,3.22543836,4.85815068,54.18561644,11.27397260,9.40000000,373556,6.25522995,5.70001221,0.49312210,0.79963779,13.24800205,0.49520619
ca_caverns2prc,1507,7196,825,0.48343590,0.96047436,3.08785897,4.53176923,62.31217949,10.42243590,7.52628205,237416,4.45629883,3.62268066,0.38430023,0.61645031,9.07973003,0.48160009
dr_0_deeproads,2522,11639,1328,0.55820274,1.21065753,3.75190685,5.52076712,80.99780822,12.64657534,2.75123288,446551,7.77581406,6.81382751,0.66233444,1.04510975,16.29708576,0.49626752
dr_dungeon,864,3132,359,0.39006316,0.63206316,2.85023158,3.87235789,71.38421053,11.73684211,13.62736842,123453,2.17975616,1.88374329,0.16965866,0.26210499,4.49526310,0.48727270
dr_primevalentrance,536,2433,274,0.39682222,0.57984444,2.31546667,3.29213333,53.28555556,11.62222222,10.31222222,81419,1.51924515,1.24235535,0.14289093,0.20527935,3.10977077,0.48468351
dr_primevaltomb,1424,6083,691,0.47700418,0.95216736,3.38627615,4.81544770,69.14602510,11.78702929,6.43807531,319354,5.18351364,4.87295532,0.37590408,0.52768612,10.96005917,0.50410803
