Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
64room_000,614,29265,320,0.20296552,0.98013793,0.60616749,1.78927094,8.58768473,0.00000000,0.20049261,371158,17.68611526,5.66342163,0.25704575,2.36127090,25.96785355,0.32723710
64room_001,590,24205,310,0.20429557,0.91839409,0.50087685,1.62356650,7.02315271,0.00000000,0.16699507,224875,11.19577789,3.43132019,0.21243286,1.92727757,16.76680851,0.32734197
64room_002,630,31718,340,0.21523944,0.99379343,0.65968075,1.86871362,11.35446009,0.00000000,0.21924883,383338,18.39664078,5.84927368,0.27819824,2.57147598,27.09558868,0.32227794
64room_003,598,27051,321,0.23548387,1.05908756,0.64900461,1.94357604,8.88294931,0.00000000,0.25069124,320155,15.21223450,4.88517761,0.23731995,2.16938972,22.50412178,0.32473027
64room_004,560,22573,302,0.22775893,0.92735714,0.56941071,1.72452679,8.84419643,0.00000000,0.16026786,238809,11.52207947,3.64393616,0.19800568,1.78511047,17.14913177,0.32669370
64room_005,622,28045,334,0.20863964,0.97475676,0.58508108,1.76847748,7.31576577,0.00000000,0.14639640,321323,15.64206696,4.90299988,0.24607849,2.25372314,23.04486847,0.32446741
64room_006,630,30104,340,0.21953211,1.01443119,0.66777064,1.90173394,9.64678899,0.00000000,0.17522936,387454,19.20491791,5.91207886,0.26414108,2.43217278,27.81331062,0.32399316
64room_007,628,25814,331,0.22635122,1.05451707,0.60922927,1.89009756,9.74000000,0.00000000,0.12292683,266477,12.89751053,4.06611633,0.22650146,2.06122494,19.25135326,0.32661632
64room_008,640,34085,348,0.22081026,1.09240000,0.67485128,1.98806154,9.70256410,0.00000000,0.20564103,426141,20.37049103,6.50239563,0.29913330,2.77383614,29.94585609,0.32377825
64room_009,626,28090,340,0.22132692,1.00736538,0.58785577,1.81654808,9.39663462,0.00000000,0.15288462,309063,14.82685471,4.71592712,0.24658966,2.25784397,22.04721546,0.32534975
