Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
AR0041SR,246,49433,143,0.38745312,1.21432812,0.16510938,1.76689062,0.88125000,0.00000000,0.02500000,677378,37.77822113,10.33596802,0.43754578,4.05657959,52.60831451,0.33959793
AR0042SR,162,40997,104,0.35954687,1.11037500,0.12239062,1.59231250,1.07421875,0.00000000,0.01640625,527618,26.75401688,8.05081177,0.36001205,3.38366795,38.54850864,0.32570802
AR0043SR,188,37812,113,0.31806250,1.17212500,0.15093750,1.64112500,0.72500000,0.00000000,0.01718750,427276,23.16319656,6.51971436,0.33126068,3.08900356,33.10317516,0.31951648
AR0044SR,84,16359,57,0.22985937,1.00937500,0.24678125,1.48601562,3.28203125,0.00000000,0.05703125,240003,9.86554718,3.66215515,0.14437103,1.27011585,14.94218922,0.32711682
AR0046SR,318,74952,179,0.34965625,1.64551562,0.35509375,2.35026562,2.10156250,0.00000000,0.04375000,773538,45.64949036,11.80325317,0.65188980,6.29072857,64.39536190,0.30262433
AR0201SR,350,28993,214,0.38687500,1.17365625,0.56226562,2.12279687,4.03281250,0.00000000,0.01328125,296446,14.46264648,4.52340698,0.26250458,2.31931877,21.56787682,0.39200456
AR0203SR,256,49385,149,0.30400000,1.33351562,0.39867187,2.03618750,2.85859375,0.00000000,0.02656250,420917,24.29011917,6.42268372,0.42701340,4.09562778,35.23544407,0.29828932
AR0310SR,256,74424,154,0.28607787,1.58423552,0.47225071,2.34256410,3.17853751,0.00000000,0.07502374,877624,49.91597748,13.39147949,0.64654160,6.27335644,70.22735500,0.30154518
AR0331SR,356,58644,220,0.39561644,1.66630137,0.89417808,2.95609589,6.99229452,0.00000000,0.03339041,848485,44.53102875,12.94685364,0.52352524,4.87737274,62.87878036,0.35899270
AR0410SR,272,56270,160,0.33354839,1.38160418,0.47581517,2.19096774,3.29555362,0.00000000,0.01394943,562371,32.15056229,8.58110046,0.49119568,4.69915390,45.92201233,0.31464797
AR0413SR,352,22114,215,0.29175000,1.07015625,0.56679687,1.92870312,6.06796875,0.00000000,0.02500000,231407,11.48124313,3.53099060,0.19858551,1.74352074,16.95433998,0.37924160
AR0418SR,122,13498,71,0.19457666,0.69752860,0.02368421,0.91578947,0.18306636,0.00000000,0.00686499,89118,4.99840546,1.35983276,0.11703873,1.01564598,7.49092293,0.29943348
AR0502SR,336,80620,187,0.33576728,1.81981450,0.68591906,2.84150084,4.98145025,0.00000000,0.04468803,809179,46.06156158,12.34709167,0.69845200,6.84426117,65.95136642,0.29724681
AR0503SR,316,40222,183,0.31612245,1.31170068,0.59479592,2.22261905,4.45068027,0.00000000,0.04166667,389091,20.22473526,5.93705750,0.35198975,3.33105373,29.84483624,0.31779621
AR0517SR,120,12235,62,0.18848731,0.72990863,0.04570558,0.96410152,0.42639594,0.00000000,0.00507614,77666,4.37480927,1.18508911,0.10602570,0.91041279,6.57633686,0.29534398
AR0526SR,356,58644,220,0.34729452,1.47972603,0.77667808,2.60369863,6.99229452,0.00000000,0.03339041,848485,44.53102875,12.94685364,0.52352524,4.87737274,62.87878036,0.35899270
AR0705SR,864,64236,471,0.35835937,1.81876563,0.79157813,2.96870313,6.73203125,0.00000000,0.08671875,709066,35.18640518,10.81948853,0.57041168,5.29527569,51.87158108,0.34849292
AR0711SR,502,64051,290,0.36748438,1.53206250,0.69568750,2.59523437,5.40312500,0.00000000,0.03671875,700296,35.83949661,10.68566895,0.56106949,5.33547211,52.42170715,0.32174726
