Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB,ViaLabelsWithPrunedAvg,MapsIncludedRatio
grid1
bgmaps.csv,1294.3866666666668,764.92,0.38027580866666677,0.3871520714666666,0.7037913694666669,1.4712192506666666,7.875971829200001,0.5439974652,19.323299420799994,7795241.533333333,75.52176172933335,126.38006788866664,201.90182961799997,27.199271249999992,75/75
da2.csv,1182.9402985074628,614.6119402985074,0.36714366149253735,0.3837031886567165,0.5800257308955223,1.3308725825373136,8.556319975223877,0.812941777761194,9.32828743910448,2011682.0895522388,17.25375514298507,32.614322206716416,49.86807734955224,17.884607414328357,67/67
dao.csv,1727.5897435897436,948.5769230769231,0.3542285558333332,0.3383031131410258,0.760938058974359,1.4534697275641026,11.399772655320513,1.4165264599358975,24.799553783076924,6034077.532051282,43.185717338461515,97.82726101384611,141.01297835192298,36.19932643839743,156/156
rooms.csv,12092.05,6854.225,0.29121269075,0.801211372,1.7139359229999993,2.8063599847500003,24.102645671,1.3445640949999997,52.750331710750004,57546320.675,357.73740158075,932.9676165345002,1290.7050181152504,76.85297738175001,40/40

grid4
bgmaps.csv,1294.3866666666668,764.92,0.39995355626666673,0.41983073959999995,1.452633600266666,2.272417895866666,38.35405793426668,4.469430923066668,91.47254062973334,1510920.6133333333,6.571701101333332,24.495745112000005,31.067446212399986,129.826598564,75/75
da2.csv,1182.9402985074628,614.6119402985074,0.38598555835820897,0.41780709149253736,1.4598490828358206,2.263641732388059,46.02165135835821,7.327936949402985,49.80353042776119,431323.17910447763,1.615558681641791,6.992811245522387,8.608369927164182,95.82518178611936,67/67
dao.csv,1727.5897435897436,948.5769230769231,0.37312684205128216,0.3682226641666665,1.9552817342307698,2.6966312403205133,73.97226195192312,10.06437677147436,137.04481129692314,1377258.358974359,4.063313973076924,22.328750708333335,26.39206468134615,211.01707324884623,156/156
rooms.csv,12092.05,6854.225,0.3070611465,0.88578229125,3.6319757699999995,4.824819209249999,127.95002664474998,8.599832644,235.53741811049994,11049567.325,26.120967864750003,179.1407056095,205.26167347450001,363.4874447552499,40/40

grid16
bgmaps.csv,1294.3866666666668,764.92,0.4400575130666668,0.4851461265333333,4.344427396399999,5.2696310368,221.12797049519997,22.712923265999997,393.17257749479995,382129.9066666667,0.6957931009333331,6.195267117733335,6.891060219333335,614.3005479899999,75/75
da2.csv,1182.9402985074628,614.6119402985074,0.4128953723880596,0.46045301477611933,4.297619247164178,5.170967633432837,232.06917137582099,31.139320451044785,161.20592521522394,100527.92537313433,0.18823259253731345,1.629805308656716,1.8180379014925372,393.27509659104487,67/67
dao.csv,1727.5897435897436,948.5769230769231,0.4097869228846153,0.41556158724358955,6.374533298397433,7.199881807692306,434.45369853634617,42.32709793153846,436.07046087993587,342015.96153846156,0.44494149615384615,5.544921251346155,5.98986274833333,870.5241594162817,156/156
rooms.csv,12092.05,6854.225,0.333681459,1.044951913,10.180748512749998,11.55938188475,729.6791522054999,39.19788953300001,898.4776405335,2593621.1,2.39062004125,42.0489871025,44.439607143,1628.156792739,40/40

grid64
bgmaps.csv,1294.3866666666668,764.92,0.4956512878666666,0.592376996,16.05622694653334,17.144255230266673,1305.0717523250664,97.59756951279998,937.5364229941335,89274.74666666667,0.09629440333333329,1.4473635610666673,1.5436579640000003,2242.6081753192,75/75
da2.csv,1182.9402985074628,614.6119402985074,0.4276738671641791,0.48718142761194044,14.037203577611942,14.95205887238806,1160.0686890268657,122.24701939298507,247.386115727612,26484.358208955226,0.03580571641791045,0.4293766874626865,0.465182403880597,1407.4548047544777,67/67
dao.csv,1727.5897435897436,948.5769230769231,0.45945721794871774,0.4866803800641025,25.689416956346154,26.635554554294878,2626.8076400126292,179.41434366352564,699.577006937179,81634.35897435897,0.07247027365384617,1.323494055448718,1.3959643286538466,3326.3846469498067,156/156
rooms.csv,12092.05,6854.225,0.3695219497499999,1.38525107775,66.02080727275,67.77558030124999,8580.731880331,312.31839435899997,4315.602823251751,1050803.825,0.37193374599999995,17.036118531,17.408052278250004,12896.33470358275,40/40
