Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB,ViaLabelsWithPrunedAvg,MapsIncludedRatio
grid1
bgmaps.csv,303.1111111111111,177.33333333333334,0.2906313383333334,0.3186032905555556,0.2854276366666667,0.8946622683333333,3.8345505805555553,0.23407094333333334,4.906194253333333,3426999.0,45.865517086111105,55.56009578666668,101.42561287277779,8.74074483388889,18/75
da2.csv,467.5357142857143,236.42857142857142,0.3117092035714285,0.328626777857143,0.40035194214285713,1.0406879253571428,6.737096275714284,0.711564259642857,7.1839654810714295,497841.78571428574,4.747950281785714,8.071241719285718,12.819192001071427,13.921061756785713,28/67
dao.csv,216.0701754385965,112.14035087719299,0.23166218070175446,0.23487475105263153,0.34841606754385973,0.8149529987719295,7.695771932807017,1.442955430526316,9.121960862280702,188598.8947368421,1.739659694736842,3.057652674035088,4.79731236859649,16.81773279508772,57/156
rooms.csv,613.8,328.6,0.187523529,0.330701428,0.6512472650000001,1.1694722199999998,7.702556464,0.8334204159999998,9.191128893000002,8968965.7,108.08306960999998,145.409027958,253.49209756800002,16.893685357,10/40

grid4
bgmaps.csv,303.1111111111111,177.33333333333334,0.29139321388888884,0.33492571722222225,0.5310631400000001,1.1573820716666665,12.678837745000001,1.9081278922222222,16.106781014444447,383969.1666666667,3.404851701666667,6.225086053888889,9.629937753888889,28.785618759444446,18/75
da2.csv,467.5357142857143,236.42857142857142,0.32070470857142863,0.35062911535714275,1.0488992289285715,1.7202330521428575,31.567651624999996,6.362936402142857,32.5496508075,95536.0,0.4531700953571428,1.5488739014285715,2.0020439964285712,64.1173024325,28/67
dao.csv,216.0701754385965,112.14035087719299,0.2413227829824561,0.24955084982456138,0.9968369510526318,1.4877105836842106,40.20535702192983,8.557976881052632,41.434694314385965,36687.245614035084,0.16718392631578946,0.5947906261403509,0.7619745522807017,81.64005133631576,57/156
rooms.csv,613.8,328.6,0.18512203900000002,0.330502134,0.71936107,1.234985246,13.492891918000002,2.2861312840000005,14.776787804999998,832549.0,7.3128273,13.497670173,20.810497475999995,28.269679722999996,10/40

grid16
bgmaps.csv,303.1111111111111,177.33333333333334,0.2943896972222222,0.33326105777777776,1.3491264938888892,1.9767772522222222,62.60221191555555,9.087999009444443,62.28685360222222,75692.77777777778,0.3145679894444443,1.2271663883333335,1.5417343777777777,124.88906551777778,18/75
da2.csv,467.5357142857143,236.42857142857142,0.3586354432142857,0.39998265035714287,3.643280664642858,4.401898757142857,181.39671677500002,28.728987418214285,92.64551546535715,21580.35714285714,0.054883411428571414,0.3498707496428572,0.4047541625,274.0422322403571,28/67
dao.csv,216.0701754385965,112.14035087719299,0.24702595947368416,0.2578472601754385,2.864512661578947,3.369385880175438,187.7536200831579,29.54179356052632,72.18321713122805,8089.140350877193,0.019467939649122815,0.1311448912280702,0.1506128312280702,259.936837214386,57/156
rooms.csv,613.8,328.6,0.19660470999999996,0.35744247900000004,1.3235634390000002,1.877610629,44.221963515999995,8.490927812,39.988549354,126269.4,0.5775474540000001,2.047138022,2.624685478,84.21051287,10/40

grid64
bgmaps.csv,303.1111111111111,177.33333333333334,0.3146934966666667,0.3592246494444444,3.6837094966666664,4.357627642222223,236.40992757277778,28.61955890666666,124.62253129277777,16956.11111111111,0.037019941111111114,0.2749003305555555,0.3119202716666666,361.03245886555555,18/75
da2.csv,467.5357142857143,236.42857142857142,0.3587619825,0.40462496678571425,12.695166259999999,13.458553209642858,1048.4916260139287,119.12929825928572,119.99616601321429,6221.785714285715,0.01116916142857143,0.10087047250000002,0.11203963357142858,1168.4877920271429,28/67
dao.csv,216.0701754385965,112.14035087719299,0.2629170768421052,0.27096641280701755,9.344990620350876,9.878874110526317,888.9557839005263,103.72752286350875,49.49342485210527,2204.0526315789475,0.0036773019298245615,0.03573312280701755,0.039410423333333326,938.4492087526318,57/156
rooms.csv,613.8,328.6,0.213942239,0.40204967500000005,4.1938246690000005,4.809816586,240.26874456100003,35.115684292,117.408668685,26466.4,0.061345672,0.42908554,0.490431215,357.67741324599996,10/40
