Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels,ViaLabelsWithPrunedAvg,MapsIncludedRatio
meshLambda1Comp0
bgmaps.csv,1294.3866666666668,764.92,764.92,1.221099146228645,0.08089221304070456,10.06521430816568,4.782265902119028,59.188188759572576,109.41553880874943,25.910636688705456,0.048070115784152004,0.011769269653599632,0.04807011578419536,0.002917937733333332,0.05122758226666667,0.03545228727594629,1.0,35.491676469642385,75/75
da2.csv,1182.9402985074628,614.6119402985074,614.6119402985074,1.2890885476761806,0.10725990828916636,6.825079286494955,3.6228241096012925,23.70270099423468,31.84918116266874,14.032159333411391,0.09333145292533152,0.034073533163555256,0.09333145327598417,0.002344558507462686,0.04327166283582091,0.07381971136361153,1.0,18.250377250255877,67/67
dao.csv,1727.5897435897436,948.5769230769231,948.5769230769231,1.1722683137495402,0.10037628631647391,6.3532217436308525,3.7779134563366634,28.14205312644869,24.45188441030587,12.911620115342583,0.11803724196913008,0.046733597908503385,0.11803724235797639,0.0036185338461538455,0.06777493141025645,0.09633571371445167,1.0,17.259865463626536,156/156
rooms.csv,12092.05,6854.225,6854.225,1.7410515895846816,0.15373152019194952,2.7497505000242923,2.1875446411722943,8.761488088972758,10.908855696858033,5.3320400585456955,0.05786975113198399,0.028013902167022327,0.057869751133076394,0.02614679325,0.5542459012500001,0.04983762341441735,1.0,6.6273274453295254,40/40

meshLambda5Comp0
bgmaps.csv,1294.3866666666668,3817.3333333333335,764.92,1.2323997117976062,0.15856722363971992,6.664066177462682,3.619683079170579,34.97536034017949,63.85196101025853,18.95510625706432,0.11068133694868298,0.047426289872448256,0.11068133694943545,0.014561972000000001,0.32025704706666647,0.08960764422895906,1.0,23.518543195071736,75/75
da2.csv,1182.9402985074628,3034.3432835820895,614.6119402985074,1.2311786363477144,0.1877590494410402,4.551024391283298,2.781072720562264,14.742572502196778,18.09599979181205,9.990301393923811,0.22170517445847832,0.13456448847883642,0.22170517476216284,0.011575101343283583,0.2456402285074627,0.19825332247354063,1.0,12.02591186109538,67/67
dao.csv,1691.6709677419356,4602.445161290322,927.8193548387097,1.1734538508580574,0.1740808909776288,4.227136553275333,2.8566518139955543,16.686224711873635,13.614948881530777,9.114792972400085,0.2876451660720997,0.18460408739794895,0.28764516542107293,0.0175569349032258,0.3956864696129033,0.26361880277975214,1.0,11.253300367930755,155/156
rooms.csv,12386.153846153846,34270.846153846156,7021.410256410257,1.6601977918684712,0.2916575119751152,1.9653894876506972,1.9388816913014248,5.2545172989207725,5.607603419351662,3.584975448806085,0.15551266872428052,0.12956889635559293,0.15551266872235084,0.13073290282051284,3.308816151282051,0.1489690799450872,1.0,4.211720671014272,39/40

meshLambda9Comp0
bgmaps.csv,1294.3866666666668,6846.906666666667,764.92,1.2604364601384355,0.20320333101566979,5.557628574231752,3.290206443964695,26.58176532234554,47.59310520790008,15.931070020298963,0.1526883300546551,0.07985288813580851,0.15268833005035126,0.026118876799999993,0.6331840261333334,0.1295302959822446,1.0,19.006831326170797,75/75
da2.csv,1182.9402985074628,5380.164179104478,614.6119402985074,1.2102772966429847,0.22784593082354762,3.80099317664464,2.505454217342201,11.609212997265184,13.449976287434644,8.360168360352066,0.3109347771666837,0.22394850981283998,0.31093477728110425,0.020523697462686567,0.46944905746268667,0.2937317301802241,1.0,9.762483453136927,67/67
dao.csv,1669.077922077922,8085.538961038961,914.9480519480519,1.142151464195757,0.21135093413702327,3.4961387836713764,2.526506940532948,13.37739252833587,10.166950629191806,7.63017852726953,0.4094486735798552,0.3074869108146331,0.4094486724760489,0.030843883571428567,0.7592101218181817,0.39432661500480004,1.0,9.22568137189343,154/156
rooms.csv,12643.78947368421,60926.92105263158,7168.736842105263,1.8235095763065345,0.34596135917233733,1.8516844053535757,2.027253888508798,4.185360402143017,4.058339583735849,2.9708664669420273,0.2266650442719821,0.22611552708566074,0.22666504427239417,0.23241775947368418,6.3284344676315785,0.227594432690479,1.0,3.42895635197482,38/40

meshLambda-1Comp0
bgmaps.csv,303.1111111111111,46827.166666666664,177.33333333333334,1.1113281276208182,0.6507881975647797,1.4799900690501724,2.2543533782092795,1.015024837797468,0.0,0.7169556869419568,0.5038781494863621,0.5921871035571379,0.5038781495512661,0.1786314638888889,3.872663338888889,0.5915456119435424,1.0,0.8385974325678229,18/75
da2.csv,467.5357142857143,50905.67857142857,236.42857142857142,1.111254244622559,0.5435074118743799,1.093124742910388,1.65534746028415,0.7732057060159511,0.0,0.5193755658581518,3.252596942191034,4.5133093654815175,3.2525969415251548,0.19418975285714293,4.158894572857142,4.065812586552967,1.0,0.6507811957716382,28/67
dao.csv,216.0701754385965,34061.14035087719,112.14035087719299,1.121269621203217,0.49945772642196723,0.8248488687633204,1.3292904873821898,0.5906320898777602,0.0,0.3258885388945371,3.9600885341800898,6.308456317501426,3.9600885353939232,0.12993293859649124,2.8688670707017545,5.279696198562359,1.0,0.48297437470718346,57/156
rooms.csv,613.8,28095.0,328.6,1.167935775232156,0.5599010196883456,0.8955067423469651,1.5639160890870833,1.1767167647549044,0.0,0.8172852651881973,0.1009499867338098,0.11094919877201777,0.10094998672837355,0.10717392199999998,2.259332561,0.11453708470057355,1.0,0.9797672382058435,10/40
