Map,NumVertices,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,TotalSpaceMB,ViaLabelsWithPrunedAvg,MapsIncludedRatio
grid1
bgmaps.csv,1294.3866666666668,764.92,1.0,0.28709073674791163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75/75
da2.csv,1182.9402985074628,614.6119402985074,1.0,0.29557501954283866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67/67
dao.csv,1727.5897435897436,948.5769230769231,1.0,0.25915558375028447,1.0,1.0,1.0,1.0,0.9871794871794872,1.0,1.0,1.0,1.0,1.0,156/156
rooms.csv,12092.05,6854.225,1.0,0.2801208905473356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40/40

grid4
bgmaps.csv,1294.3866666666668,764.92,1.0535941536031024,0.22245184494848297,1.954391277291012,1.4711214500145835,4.048201610709792,8.360405630768136,4.061226431459687,0.16884364466365548,0.08529542139278384,0.168843644666271,0.13784692439313057,4.022614746977187,75/75
da2.csv,1182.9402985074628,614.6119402985074,1.0566650640809254,0.19063226139895298,2.5825402716589463,1.7038991434118718,5.2234869310266845,9.19817329735499,5.3248520488516204,0.202285711579659,0.09465750652803628,0.20228571189956285,0.16399088246364305,5.2314810790421,67/67
dao.csv,1727.5897435897436,948.5769230769231,1.062726725768124,0.16113249369967822,2.690363715699054,1.8458718630817343,6.040284399668301,7.487329921327391,5.2742128299019,0.20732423984495882,0.09737675888233459,0.20732423924895024,0.17081518983727947,5.469668839634282,156/156
rooms.csv,12092.05,6854.225,1.0512083231338325,0.20915882199360994,1.8010630080816827,1.5212835657601445,3.9407311826958087,5.612983308230035,3.2279740061034934,0.15073565807150927,0.07143986115265102,0.15073565807077424,0.1270852851154522,3.4485703922599393,40/40

grid16
bgmaps.csv,1294.3866666666668,764.92,1.143675376089942,0.13289440770696817,5.535819377402114,3.187529822898749,22.949847865475817,44.05842910678083,17.107978337875476,0.04096202409713713,0.009000715177454722,0.04096202410531819,0.02897428423512931,18.695100706622984,75/75
da2.csv,1182.9402985074628,614.6119402985074,1.1359592288413212,0.09267228701715516,7.931038473618893,3.9606146289193616,27.332706318770324,40.49005771219732,16.425192555420622,0.046171048954260996,0.011472601972929774,0.04617104901014953,0.03380353770670747,21.49989285365975,67/67
dao.csv,1727.5897435897436,948.5769230769231,1.151528584845551,0.08346553927521996,8.178853234782563,4.609910350971114,33.37612408269191,31.358380450931925,14.409590275310306,0.04684252957092638,0.011677528596417967,0.046842528937416174,0.03520179987993893,20.828035268263726,156/156
rooms.csv,12092.05,6854.225,1.1444798546825639,0.12464655275927423,4.659928026943367,3.3306045910606246,21.111613202981623,25.028888870531855,11.793946661688878,0.03234356865127204,0.006265119285082809,0.032343568649469336,0.024506995629423205,14.650807830285824,40/40

grid64
bgmaps.csv,1294.3866666666668,764.92,1.273794696020432,0.061686948382544946,19.72674048974069,9.878231730418532,137.98831038129876,196.01460550993616,40.00045353201541,0.009524780270800408,0.0012627221310693368,0.009524780271337784,0.0064144601373034155,67.98138699334362,75/75
da2.csv,1182.9402985074628,614.6119402985074,1.1716314218719017,0.036867774470410314,25.696822350586885,11.402414621161162,138.61057779119608,160.55499764911693,24.84562936587072,0.012964158033893208,0.0023377402323062754,0.01296415749763977,0.009155641789270051,79.54915829986237,67/67
dao.csv,1727.5897435897436,948.5769230769231,1.270267672793461,0.039770862101462065,30.242586690525403,15.887626715774777,198.01479240284976,133.14607081240248,21.470881241554025,0.012577239101048928,0.0023045127483298225,0.012577238369150182,0.009163662851614527,82.96213370898457,156/156
rooms.csv,12092.05,6854.225,1.264414130423559,0.04481261615901095,26.6037534394915,16.86944364195645,223.07933499402802,182.09793796009652,50.13401835582095,0.011170270886171828,0.0008730166705092126,0.01117027088472106,0.008220636186477361,102.30323835613963,40/40
