Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels,ViaLabelsWithPrunedAvg,MapsIncludedRatio
meshLambda1Comp0
bgmaps.csv,1294.3866666666668,764.92,764.92,0.4724504002666668,0.4561918411999999,6.3744816604000025,7.303123902266666,430.04952875640004,37.525235371600004,532.1220811883999,541243.08,1.0776775104,8.7748836136,0.002917937733333332,0.05122758226666667,9.9067066448,1.0,962.1716099447998,75/75
da2.csv,1182.9402985074628,614.6119402985074,614.6119402985074,0.47494000074626863,0.4797640113432838,3.990478005074626,4.945182016119403,209.3707896802985,24.53202499746269,145.62668367820896,212468.98507462686,0.5637637468656718,3.4446456398507466,0.002344558507462686,0.04327166283582091,4.054025607313433,1.0,354.9974733585074,67/67
dao.csv,1727.5897435897436,948.5769230769231,948.5769230769231,0.41544645884615367,0.39357502538461525,5.605891297820512,6.4149127825,395.0605551807051,31.5059249176923,452.7577177287181,826343.4230769231,1.6807900942948708,13.3970624848718,0.0036185338461538455,0.06777493141025645,15.149246044487185,1.0,847.8182729094226,156/156
rooms.csv,12092.05,6854.225,6854.225,0.5290198157500001,0.9653287620000001,4.5358427200000015,6.030191298250001,172.22225956475003,12.49276562575,243.25219992925,6302510.575,17.06180429525,102.17922189225001,0.02614679325,0.5542459012500001,119.82141888125,1.0,415.4744594939999,40/40

meshLambda5Comp0
bgmaps.csv,1294.3866666666668,3817.3333333333335,764.92,0.47632706546666675,0.7672518550666668,4.303808280799999,5.547387202933333,259.13155619120005,22.046015968533325,386.32412995506667,1242716.9866666666,4.340615082533334,20.147503637066666,0.014561972000000001,0.32025704706666647,24.822937736266663,1.0,645.4556861462667,75/75
da2.csv,1182.9402985074628,3034.3432835820895,614.6119402985074,0.452159522686567,0.6606610831343287,2.6811421955223893,3.793962800746268,131.5604486941791,14.036089205820899,104.70822117850747,492582.7910447761,2.228816131940298,7.985980461492536,0.011575101343283583,0.2456402285074627,10.472011921940304,1.0,236.2686698726866,67/67
dao.csv,1691.6709677419356,4602.445161290322,927.8193548387097,0.4152881597419356,0.5912689711612902,3.825907395290322,4.832464526967744,235.87478488458052,17.832446173677422,326.42144907819346,1969718.9935483872,6.531976515161288,31.93399704987097,0.0175569349032258,0.3956864696129033,38.87921696935483,1.0,562.2962339627743,155/156
rooms.csv,12386.153846153846,34270.846153846156,7021.410256410257,0.5077823269230769,1.6739886487179485,3.3298696766666662,5.511640652820514,106.8445315846154,6.484034028205128,167.6543739966667,16944996.666666668,79.29655808717948,274.72013791410257,0.13073290282051284,3.308816151282051,357.45624505512814,1.0,274.49890558128203,39/40

meshLambda9Comp0
bgmaps.csv,1294.3866666666668,6846.906666666667,764.92,0.4856401187999999,0.9184823014666667,3.6258423065333325,5.029964726933334,200.57378147453323,16.595866232000006,323.6404491230667,1712769.6133333333,7.3119618221333305,27.768214632266655,0.026118876799999993,0.6331840261333334,35.73947935733333,1.0,524.2142305975999,75/75
da2.csv,1182.9402985074628,5380.164179104478,614.6119402985074,0.4444424164179104,0.7277636488059697,2.2393421650746266,3.411548229850747,103.7740042710448,10.455460496716418,88.00500166970151,686450.0447761194,3.729537053582089,11.129046212835819,0.020523697462686567,0.46944905746268667,15.348556020447765,1.0,191.7790059407463,67/67
dao.csv,1669.077922077922,8085.538961038961,914.9480519480519,0.40511368402597403,0.652550305064935,3.178842154350649,4.236506143506493,190.3390056353896,13.480809153571428,283.79188375935064,2803783.3766233767,10.921010970779223,45.456235316168815,0.030843883571428567,0.7592101218181817,57.16730029305194,1.0,474.1308893947407,154/156
rooms.csv,12643.78947368421,60926.92105263158,7168.736842105263,0.5560602863157895,2.0568475010526313,3.1603241607894743,5.773231947105262,86.09157444736843,4.701454729210527,140.46366320894737,24863976.44736842,138.97767970421052,403.1063076065789,0.23241775947368418,6.3284344676315785,548.6448395378947,1.0,226.5552376563158,38/40

meshLambda-1Comp0
bgmaps.csv,303.1111111111111,46827.166666666664,177.33333333333334,0.3196089111111111,1.2568667716666664,0.39048210777777775,1.9669577911111114,3.5366037077777777,0.0,3.4647453444444447,1478764.9444444445,21.726277456111113,23.974422509444448,0.1786314638888889,3.872663338888889,49.7519947688889,1.0,7.001349052222222,18/75
da2.csv,467.5357142857143,50905.67857142857,236.42857142857142,0.34440379357142864,0.9416048024999997,0.4458503171428571,1.731858912142857,5.343582915714286,0.0,4.278790943928571,1798396.107142857,23.11402770464286,29.15643102750001,0.19418975285714293,4.158894572857142,56.62354305785714,1.0,9.622373859642854,28/67
dao.csv,216.0701754385965,34061.14035087719,112.14035087719299,0.2573946447368421,0.523799205614035,0.2812805378947368,1.0624743878947367,4.127726739824562,0.0,3.134426264561403,1344678.9122807018,18.430971380000003,21.800557621929823,0.12993293859649124,2.8688670707017545,43.230329012105265,1.0,7.262153004385964,57/156
rooms.csv,613.8,28095.0,328.6,0.217729398,1.018933807,0.5795482040000001,1.8162114090000003,9.049419675,0.0,7.538205345999998,915284.6,12.10375824,14.839018057999999,0.10717392199999998,2.259332561,29.309282778,1.0,16.587625021,10/40
