5.0682, 20.8414, 18.1183
5.27159, 20.0696, 17.4131
5.53067, 20.4233, 17.658
9.05384, 20.2856, 17.5912
5.05315, 20.1883, 17.5085
5.09609, 20.4455, 17.766
5.56652, 20.3695, 17.7047
5.31623, 20.6969, 17.934
5.26466, 19.9821, 17.259
5.11283, 20.3968, 17.6952
4.71842, 21.0747, 17.8042
4.78741, 20.1016, 16.8389
4.94931, 19.4965, 16.3302
4.60873, 19.9192, 16.6965
4.5331, 19.6503, 16.3602
4.72917, 20.1047, 16.8174
4.79407, 20.1422, 16.875
5.03442, 19.9853, 16.6701
5.06962, 20.5663, 17.3801
4.69933, 20.1724, 16.9567
4.15263, 16.7123, 14.6143
3.76763, 15.6374, 13.3049
4.05302, 17.0531, 14.3676
4.52555, 17.1926, 14.6816
3.78793, 16.8143, 14.2634
3.90334, 17.2928, 14.4806
4.49119, 17.3601, 14.522
4.01504, 16.8429, 14.4527
4.11329, 18.4477, 15.5544
3.98156, 17.55, 14.712
6.83698, 21.133, 19.2799
7.10369, 21.6684, 19.7259
6.85089, 21.4141, 19.4672
7.22234, 20.9021, 19.1272
6.4809, 21.3651, 19.4451
6.9766, 21.2594, 19.4406
6.54933, 21.2578, 19.3901
6.82687, 21.6286, 19.7893
7.02516, 21.599, 19.6759
6.94928, 21.1132, 19.2556
