64.9898, 410.574, 316.484
67.8177, 435.602, 337.625
34.7815, 212.408, 162.091
74.9845, 479.77, 379.085
82.9366, 489.22, 375.407
50.4827, 314.319, 240.598
49.3085, 321.336, 250.797
53.5204, 340.052, 264.725
88.9571, 547.9, 406.84
68.6769, 442.091, 327.05
38.6578, 247.487, 187.451
71.7198, 487.91, 359.829
64.7799, 454.502, 374.309
66.4252, 391.999, 300.271
54.2766, 354.099, 278.434
62.2168, 422.445, 335.768
89.117, 589.532, 421.464
63.1442, 405.279, 313.211
75.4073, 491.019, 365.885
43.6044, 276.947, 212.156
78.2853, 495.504, 349.893
53.8768, 365.24, 295.398
42.4531, 263.912, 198.508
58.1111, 361.108, 283.79
90.2305, 558.119, 401.561
54.363, 353.831, 282.619
53.5332, 331.88, 265.612
109.726, 720.274, 529.483
56.9273, 375.827, 283.558
111.641, 712.826, 504.284
60.5273, 392.92, 295.862
50.6381, 329.079, 254.934
46.0454, 281.066, 225.342
48.5749, 306.046, 227.346
47.2295, 279.821, 227.704
61.85, 408.897, 302.356
61.2656, 397.499, 311.755
57.1027, 366.037, 289.133
51.5196, 331.418, 255.928
44.5464, 284.755, 204.581
52.1527, 310.686, 249.66
74.4075, 459.787, 352.96
43.2623, 287.068, 231.169
61.6642, 392.755, 311.691
66.7513, 460.921, 377.316
58.777, 392.505, 301.264
61.6897, 372.711, 282.027
45.4728, 290.07, 232.794
59.8603, 403.944, 304.669
72.4648, 437.466, 328.008
48.8263, 293.782, 217.718
55.7262, 355.749, 275.644
38.0047, 245.937, 193.827
75.0697, 462.643, 351.065
49.4165, 342.726, 275.401
64.7448, 413.388, 323.685
50.6243, 345.582, 279.834
55.086, 383.679, 303.722
86.0557, 517.788, 349.495
56.7562, 346.194, 254.876
96.8829, 628.22, 485.199
75.9474, 391.442, 292.961
67.495, 440.039, 319.749
72.7506, 476.617, 350.596
45.3654, 298.949, 228.227
86.1112, 578.2, 412.928
44.1115, 277.361, 220.972
52.3271, 340.946, 261.67
70.989, 465.836, 371.049
51.7699, 312.413, 225.203
38.741, 248.135, 186.951
44.0697, 286.377, 219.868
71.2382, 477.879, 394.734
65.5856, 427.555, 325.062
48.8148, 307.12, 242.885
