Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
ca_cave,707,3264,372,0.44713333,0.60726667,2.74463333,3.79903333,76.74000000,14.29166667,10.42166667,97625,1.91749954,1.48963928,0.19127655,0.27044964,3.86886501,0.48415386
ca_cavern1_haunted,2668,12878,1484,0.59793694,1.13468468,3.91195495,5.64457658,96.64504505,11.57162162,8.66621622,542423,8.83162689,8.27671814,0.70239639,1.16226482,18.97300625,0.49821213
ca_caverns1,2676,12965,1489,0.51239462,0.98758744,3.39234978,4.89233184,76.49417040,10.75201794,9.62017937,563055,9.12197113,8.59153748,0.72037125,1.16356468,19.59744453,0.50186737
ca_caverns1_mines,2654,12784,1473,0.49525455,0.95962727,3.01791818,4.47280000,60.13454545,10.98409091,10.24772727,526834,8.63030243,8.03884888,0.69461441,1.15225506,18.51602077,0.49533249
ca_caverns2,1937,9181,1045,0.46761644,0.89650685,2.92068493,4.28480822,54.18561644,11.28082192,9.40000000,371896,6.23944473,5.67468262,0.49457169,0.79963779,13.20833683,0.49265335
ca_caverns2prc,1507,7196,825,0.42946154,0.78075641,2.71321795,3.92343590,62.31217949,10.45448718,7.52628205,236322,4.44583130,3.60598755,0.38530731,0.61645031,9.05357647,0.47898796
dr_0_deeproads,2522,11639,1328,0.51274521,1.00003288,3.50356712,5.01634521,80.99780822,12.65232877,2.75123288,444563,7.75611877,6.78349304,0.66392899,1.04510975,16.24865055,0.49372125
dr_dungeon,864,3132,359,0.60825263,0.96122105,4.45378947,6.02326316,71.38421053,11.73473684,13.62736842,123085,2.17679977,1.87812805,0.17000198,0.26210499,4.48703480,0.48557435
dr_primevalentrance,536,2433,274,0.39102222,0.57453333,2.29153333,3.25708889,53.28555556,11.64333333,10.31222222,81028,1.51553345,1.23638916,0.14331055,0.20527935,3.10051250,0.48189586
dr_primevaltomb,1424,6083,691,0.42574895,0.71428452,2.92997490,4.07000837,69.14602510,11.78661088,6.43807531,317909,5.16981506,4.85090637,0.37676620,0.52768612,10.92517376,0.50157175
dr_slavers,728,2543,293,0.37467368,0.61397895,2.55027368,3.53892632,57.73473684,10.70947368,16.23157895,101047,1.75670624,1.54185486,0.12430191,0.21286106,3.63572407,0.50164040
ht_0_hightown,1408,6005,679,0.48924812,0.95326316,6.35796992,7.80048120,192.70451128,17.00300752,51.41578947,677136,8.19039536,10.33227539,0.40689087,0.54303741,19.47259903,0.50729107
ht_0_hightown_a2,1428,6092,690,0.44085926,0.83623704,4.84634074,6.12343704,117.18000000,15.42888889,48.74814815,643779,8.02226257,9.82328796,0.41387939,0.55353928,18.81296921,0.51034327
ht_0_hightown_a3,1440,6148,696,0.47090076,0.94517557,5.38287023,6.79894656,130.91832061,16.20381679,56.55877863,675215,8.33620453,10.30296326,0.41687775,0.55810070,19.61414623,0.50784441
ht_0_hightown_n,1420,6022,682,0.58701493,1.09074627,7.94249254,9.62025373,220.98656716,17.42462687,45.32313433,667557,8.10841751,10.18611145,0.40872574,0.54552078,19.24877548,0.50925163
ht_bartrand_n,1096,4947,565,0.57037931,0.92596552,3.59037931,5.08672414,69.34655172,13.06896552,20.51379310,159993,3.15300751,2.44129944,0.26918030,0.41157913,6.27506638,0.47738539
ht_brothel_n,846,3765,432,0.41918519,0.67674074,3.05170370,4.14762963,77.18333333,12.91296296,17.29259259,129169,2.46403503,1.97096252,0.18443680,0.31427383,4.93370819,0.47278201
ht_chantry,510,2315,271,0.36965957,0.61468085,3.04114894,4.02548936,74.91276596,12.56595745,15.80851064,77703,1.54794693,1.18565369,0.11650467,0.18672085,3.03682613,0.45773746
ht_chantry_n,500,2273,267,0.36795745,0.61165957,3.25382979,4.23344681,84.29361702,14.62127660,21.44042553,74630,1.46649933,1.13876343,0.11250687,0.18388844,2.90165806,0.46010969
ht_keep,788,3421,396,0.43970000,0.77065000,3.36380000,4.57415000,78.25375000,11.94500000,26.57750000,105710,1.91429901,1.61300659,0.15950012,0.28237343,3.96917915,0.47727013
ht_keep_n,782,3408,394,0.38087500,0.63492500,2.77327500,3.78907500,70.11250000,10.91500000,21.26750000,105145,1.91677475,1.60438538,0.15825272,0.28010464,3.95951748,0.47775920
ht_mansion2,1339,5696,671,0.40030769,0.78828846,2.67815385,3.86675000,53.66634615,9.29519231,18.45769231,242373,4.35880280,3.69831848,0.26557922,0.48408794,8.80678844,0.46326364
