Map,NumVertices,Regions,M-CdtRegions,VisTime,PointLocationTime,ViaLabelTime,TotalTime,ViaLabelsCheckedAvg,VisibleChecksAvg,ViaLabelsPrunedAvg,NumViaLabels,HubSpaceMB,ViaSpaceMB,AuxSpaceMB,MeshSpaceMB,TotalSpaceMB,Cost/ViaLabels
16room_000,9882,47432,5520,0.66706452,2.43801075,5.49256989,8.59764516,107.90752688,6.77365591,47.79677419,7590184,104.91740417,115.81701660,1.71140289,4.74281693,227.18864059,0.57976763
16room_001,9680,46325,5398,0.69301571,2.71144503,5.14273298,8.54719372,71.74031414,6.56492147,48.62931937,6429343,91.63268280,98.10398865,1.64541626,4.60487175,195.98695946,0.57861915
16room_002,9808,47278,5491,0.66333679,2.39759585,5.50491192,8.56584456,111.58704663,7.03886010,48.36217617,7588717,105.03557205,115.79463196,1.69604874,4.72364998,227.24990273,0.58022261
16room_003,9768,46777,5446,0.66972165,2.56700000,5.10498969,8.34171134,77.38298969,6.56546392,46.13041237,6765781,94.93330383,103.23762512,1.67944717,4.67092037,204.52129650,0.58037125
16room_004,9734,46467,5405,0.66019149,2.44772340,5.48609574,8.59401064,107.11382979,7.07393617,47.59042553,6925049,98.77006149,105.66786194,1.65084076,4.61777496,210.70653915,0.57816116
16room_005,9766,46865,5458,0.65526702,2.36588482,5.42186387,8.44301571,119.50942408,6.91518325,39.88900524,6889430,96.56974030,105.12435913,1.67612457,4.67320538,208.04342937,0.57981650
16room_006,9768,46767,5437,0.63074737,2.31415789,4.93098947,7.87589474,81.23000000,6.51789474,46.86368421,6949267,97.90165329,106.03739929,1.67290878,4.67039394,210.28235531,0.57929291
16room_007,9814,47185,5491,0.63693194,2.30429319,4.98071204,7.92193717,91.89319372,6.46753927,41.87434555,6800687,95.91567612,103.77024841,1.68715286,4.70027065,206.07334805,0.57858028
16room_008,9684,46395,5397,0.67135385,2.43045128,5.36936410,8.47116923,112.94256410,6.70102564,40.66051282,6711493,94.20776749,102.40925598,1.64999390,4.61506557,202.88208294,0.57853578
16room_009,9784,47146,5487,0.71549206,2.55936508,5.71453968,8.98939683,110.75820106,7.01798942,43.30687831,7169584,100.08966064,109.39916992,1.69420624,4.70786095,215.89089775,0.57880216
32room_000,2618,12492,1440,0.35147368,1.21774737,3.38326316,4.95248421,74.29789474,7.75578947,29.55263158,1083764,16.48234177,16.53692627,0.44527435,1.18372631,34.64826870,0.57771479
32room_001,2592,12321,1431,0.35025263,1.21148421,2.92327368,4.48501053,59.99894737,7.13315789,19.01526316,857881,13.53372192,13.09022522,0.43254089,1.16112804,28.21761608,0.57802723
32room_002,2580,12244,1422,0.39937624,1.43978218,3.08152475,4.92068317,57.75940594,6.67722772,19.98514851,905162,14.25002289,13.81167603,0.43206787,1.15297604,29.64674282,0.57668330
32room_003,2590,12228,1424,0.34253535,1.21971717,2.91992929,4.48218182,56.88636364,6.63030303,20.16919192,904372,14.17663574,13.79962158,0.42858505,1.14690304,29.55174541,0.57505016
32room_004,2460,11616,1361,0.34449724,1.22771271,3.14542541,4.71763536,65.68232044,6.95303867,24.86022099,919388,14.39889526,14.02874756,0.40655899,1.08470917,29.91891098,0.57711753
32room_005,2592,12249,1422,0.40918947,1.50905263,3.41534737,5.33358947,72.17473684,7.02842105,23.30947368,980998,15.36043549,14.96884155,0.43207169,1.15426922,31.91561794,0.57818090
32room_006,2592,12283,1428,0.35906250,1.28913542,3.34625000,4.99444792,81.75885417,7.14010417,25.79322917,977423,15.20695877,14.91429138,0.43187714,1.15555859,31.70868587,0.57678561
